"MarkettypeID","TradingMonth","HML1"
"P9715","2014-03","0.002588"
"P9705","2014-04","0.030456"
"P9706","2014-04","-0.002906"
"P9707","2014-04","-0.016558"
"P9710","2014-04","-0.001476"
"P9709","2014-04","-0.001654"
"P9712","2014-04","-0.002906"
"P9713","2014-04","-0.002447"
"P9714","2014-04","-0.001654"
"P9715","2014-04","-0.001476"
"P9705","2014-05","-0.017622"
"P9706","2014-05","-0.002123"
"P9707","2014-05","0.012867"
"P9710","2014-05","0.002461"
"P9709","2014-05","0.002149"
"P9712","2014-05","-0.002123"
"P9713","2014-05","-0.001965"
"P9714","2014-05","0.002149"
"P9715","2014-05","0.002461"
"P9705","2014-06","0.022818"
"P9706","2014-06","-0.006164"
"P9707","2014-06","-0.005148"
"P9710","2014-06","-0.000841"
"P9709","2014-06","-0.000557"
"P9712","2014-06","-0.006164"
"P9713","2014-06","-0.006434"
"P9714","2014-06","-0.000557"
"P9715","2014-06","-0.000841"
"P9705","2014-07","0.034336"
"P9706","2014-07","0.012432"
"P9707","2014-07","0.025313"
"P9710","2014-07","0.014892"
"P9709","2014-07","0.016330"
"P9712","2014-07","0.012432"
"P9713","2014-07","0.010517"
"P9714","2014-07","0.016330"
"P9715","2014-07","0.014892"
"P9705","2014-08","0.015402"
"P9706","2014-08","-0.029638"
"P9707","2014-08","0.003738"
"P9710","2014-08","-0.028319"
"P9709","2014-08","-0.028451"
"P9712","2014-08","-0.029638"
"P9713","2014-08","-0.029738"
"P9714","2014-08","-0.028451"
"P9715","2014-08","-0.028319"
"P9705","2014-09","0.055312"
"P9706","2014-09","-0.024025"
"P9707","2014-09","-0.047785"
"P9710","2014-09","-0.025604"
"P9709","2014-09","-0.021968"
"P9712","2014-09","-0.024025"
"P9713","2014-09","-0.028164"
"P9714","2014-09","-0.021968"
"P9715","2014-09","-0.025604"
"P9705","2014-10","-0.008147"
"P9706","2014-10","0.014167"
"P9707","2014-10","-0.007032"
"P9710","2014-10","0.013431"
"P9709","2014-10","0.013511"
"P9712","2014-10","0.014167"
"P9713","2014-10","0.014319"
"P9714","2014-10","0.013511"
"P9715","2014-10","0.013431"
"P9705","2014-11","0.027026"
"P9706","2014-11","0.048064"
"P9707","2014-11","0.024110"
"P9710","2014-11","0.048472"
"P9709","2014-11","0.048568"
"P9712","2014-11","0.048064"
"P9713","2014-11","0.047419"
"P9714","2014-11","0.048568"
"P9715","2014-11","0.048472"
"P9705","2014-12","-0.032054"
"P9706","2014-12","0.163813"
"P9707","2014-12","0.025046"
"P9710","2014-12","0.157869"
"P9709","2014-12","0.160514"
"P9712","2014-12","0.163813"
"P9713","2014-12","0.160084"
"P9714","2014-12","0.160514"
"P9715","2014-12","0.157869"
"P9705","2015-01","-0.028648"
"P9706","2015-01","-0.078932"
"P9707","2015-01","-0.055528"
"P9710","2015-01","-0.081815"
"P9709","2015-01","-0.082966"
"P9712","2015-01","-0.078932"
"P9713","2015-01","-0.078005"
"P9714","2015-01","-0.082966"
"P9715","2015-01","-0.081815"
"P9705","2015-02","-0.012555"
"P9706","2015-02","-0.042370"
"P9707","2015-02","-0.019493"
"P9710","2015-02","-0.047463"
"P9709","2015-02","-0.047362"
"P9712","2015-02","-0.042370"
"P9713","2015-02","-0.041915"
"P9714","2015-02","-0.047362"
"P9715","2015-02","-0.047463"
"P9705","2015-03","0.077070"
"P9706","2015-03","-0.043526"
"P9707","2015-03","0.008753"
"P9710","2015-03","-0.042332"
"P9709","2015-03","-0.041370"
"P9712","2015-03","-0.043526"
"P9713","2015-03","-0.044015"
"P9714","2015-03","-0.041370"
"P9715","2015-03","-0.042332"
"P9705","2015-04","-0.022227"
"P9706","2015-04","-0.000989"
"P9707","2015-04","-0.028855"
"P9710","2015-04","-0.003882"
"P9709","2015-04","-0.000341"
"P9712","2015-04","-0.000989"
"P9713","2015-04","-0.004574"
"P9714","2015-04","-0.000341"
"P9715","2015-04","-0.003882"
"P9705","2015-05","0.094420"
"P9706","2015-05","-0.155085"
"P9707","2015-05","0.109398"
"P9710","2015-05","-0.141985"
"P9709","2015-05","-0.147872"
"P9712","2015-05","-0.155085"
"P9713","2015-05","-0.148295"
"P9714","2015-05","-0.147872"
"P9715","2015-05","-0.141985"
"P9705","2015-06","-0.028366"
"P9706","2015-06","0.087961"
"P9707","2015-06","0.039150"
"P9710","2015-06","0.090142"
"P9709","2015-06","0.087550"
"P9712","2015-06","0.087961"
"P9713","2015-06","0.089528"
"P9714","2015-06","0.087550"
"P9715","2015-06","0.090142"
"P9705","2015-07","-0.023934"
"P9706","2015-07","0.032981"
"P9707","2015-07","0.007041"
"P9710","2015-07","0.027680"
"P9709","2015-07","0.028091"
"P9712","2015-07","0.032981"
"P9713","2015-07","0.032329"
"P9714","2015-07","0.028091"
"P9715","2015-07","0.027680"
"P9705","2015-08","-0.012666"
"P9706","2015-08","0.004538"
"P9707","2015-08","-0.021147"
"P9710","2015-08","0.011191"
"P9709","2015-08","0.010289"
"P9712","2015-08","0.004538"
"P9713","2015-08","0.006218"
"P9714","2015-08","0.010289"
"P9715","2015-08","0.011191"
"P9705","2015-09","-0.029136"
"P9706","2015-09","0.001465"
"P9707","2015-09","-0.050115"
"P9710","2015-09","-0.008273"
"P9709","2015-09","-0.007356"
"P9712","2015-09","0.001465"
"P9713","2015-09","-0.000242"
"P9714","2015-09","-0.007356"
"P9715","2015-09","-0.008273"
"P9705","2015-10","-0.071916"
"P9706","2015-10","-0.084965"
"P9707","2015-10","-0.048740"
"P9710","2015-10","-0.086640"
"P9709","2015-10","-0.085249"
"P9712","2015-10","-0.084965"
"P9713","2015-10","-0.087773"
"P9714","2015-10","-0.085249"
"P9715","2015-10","-0.086640"
"P9705","2015-11","0.024634"
"P9706","2015-11","-0.030140"
"P9707","2015-11","-0.030854"
"P9710","2015-11","-0.028209"
"P9709","2015-11","-0.029977"
"P9712","2015-11","-0.030140"
"P9713","2015-11","-0.029428"
"P9714","2015-11","-0.029977"
"P9715","2015-11","-0.028209"
"P9705","2015-12","-0.007100"
"P9706","2015-12","-0.036090"
"P9707","2015-12","-0.036784"
"P9710","2015-12","-0.029720"
"P9709","2015-12","-0.030819"
"P9712","2015-12","-0.036090"
"P9713","2015-12","-0.034647"
"P9714","2015-12","-0.030819"
"P9715","2015-12","-0.029720"
"P9705","2016-01","0.001642"
"P9706","2016-01","0.056645"
"P9707","2016-01","0.026120"
"P9710","2016-01","0.057309"
"P9709","2016-01","0.057358"
"P9712","2016-01","0.056645"
"P9713","2016-01","0.056744"
"P9714","2016-01","0.057358"
"P9715","2016-01","0.057309"
"P9705","2016-02","0.026096"
"P9706","2016-02","0.012250"
"P9707","2016-02","-0.001481"
"P9710","2016-02","0.015637"
"P9709","2016-02","0.015814"
"P9712","2016-02","0.012250"
"P9713","2016-02","0.012345"
"P9715","2016-02","0.015637"
"P9714","2016-02","0.015814"
"P9705","2016-03","0.036319"
"P9706","2016-03","-0.062220"
"P9707","2016-03","-0.066066"
"P9710","2016-03","-0.060982"
"P9709","2016-03","-0.061516"
"P9712","2016-03","-0.062220"
"P9713","2016-03","-0.062380"
"P9715","2016-03","-0.060982"
"P9714","2016-03","-0.061516"
"P9705","2016-04","-0.026098"
"P9706","2016-04","0.002069"
"P9707","2016-04","-0.015112"
"P9710","2016-04","0.002076"
"P9709","2016-04","0.001921"
"P9712","2016-04","0.002069"
"P9713","2016-04","0.002825"
"P9715","2016-04","0.002076"
"P9714","2016-04","0.001921"
"P9705","2016-05","0.027470"
"P9706","2016-05","0.001050"
"P9707","2016-05","0.015823"
"P9710","2016-05","0.004137"
"P9709","2016-05","0.003401"
"P9712","2016-05","0.001050"
"P9713","2016-05","0.001297"
"P9715","2016-05","0.004137"
"P9714","2016-05","0.003401"
"P9710","2016-06","-0.011975"
"P9706","2016-06","-0.011993"
"P9707","2016-06","0.004825"
"P9705","2016-06","0.063230"
"P9709","2016-06","-0.012338"
"P9712","2016-06","-0.011993"
"P9713","2016-06","-0.012523"
"P9715","2016-06","-0.011975"
"P9714","2016-06","-0.012338"
"P9707","2016-07","0.071988"
"P9710","2016-07","0.038543"
"P9706","2016-07","0.031216"
"P9705","2016-07","0.000624"
"P9709","2016-07","0.038034"
"P9712","2016-07","0.031216"
"P9713","2016-07","0.031948"
"P9715","2016-07","0.038543"
"P9714","2016-07","0.038034"
"P9706","2016-08","0.002691"
"P9705","2016-08","0.024953"
"P9710","2016-08","0.006488"
"P9707","2016-08","-0.006424"
"P9709","2016-08","0.007255"
"P9712","2016-08","0.002691"
"P9713","2016-08","0.002344"
"P9715","2016-08","0.006488"
"P9714","2016-08","0.007255"
"P9705","2016-09","-0.006456"
"P9706","2016-09","-0.005151"
"P9707","2016-09","0.023665"
"P9710","2016-09","-0.003681"
"P9709","2016-09","-0.001498"
"P9712","2016-09","-0.005151"
"P9713","2016-09","-0.006647"
"P9715","2016-09","-0.003681"
"P9714","2016-09","-0.001498"
"P9705","2016-10","-0.003233"
"P9706","2016-10","0.003094"
"P9707","2016-10","0.037339"
"P9710","2016-10","0.005292"
"P9709","2016-10","0.005547"
"P9712","2016-10","0.003094"
"P9713","2016-10","0.003012"
"P9715","2016-10","0.005292"
"P9714","2016-10","0.005547"
"P9705","2016-11","0.006342"
"P9706","2016-11","0.026210"
"P9707","2016-11","-0.002253"
"P9710","2016-11","0.023302"
"P9709","2016-11","0.024051"
"P9712","2016-11","0.026210"
"P9713","2016-11","0.025128"
"P9715","2016-11","0.023302"
"P9714","2016-11","0.024051"
"P9709","2016-12","0.019535"
"P9705","2016-12","-0.000284"
"P9706","2016-12","0.008234"
"P9707","2016-12","0.011225"
"P9710","2016-12","0.020336"
"P9712","2016-12","0.008234"
"P9713","2016-12","0.009474"
"P9715","2016-12","0.020336"
"P9714","2016-12","0.019535"
"P9705","2017-01","-0.012072"
"P9706","2017-01","0.035785"
"P9707","2017-01","0.044422"
"P9709","2017-01","0.036601"
"P9710","2017-01","0.036816"
"P9712","2017-01","0.035785"
"P9713","2017-01","0.035938"
"P9715","2017-01","0.036816"
"P9714","2017-01","0.036601"
"P9705","2017-02","-0.005172"
"P9706","2017-02","0.002453"
"P9707","2017-02","0.034295"
"P9709","2017-02","-0.000236"
"P9710","2017-02","-0.001109"
"P9712","2017-02","0.002453"
"P9713","2017-02","0.001989"
"P9715","2017-02","-0.001109"
"P9714","2017-02","-0.000236"
"P9705","2017-03","0.024415"
"P9706","2017-03","0.012869"
"P9707","2017-03","0.043023"
"P9709","2017-03","0.015728"
"P9710","2017-03","0.015810"
"P9712","2017-03","0.012869"
"P9713","2017-03","0.013656"
"P9715","2017-03","0.015810"
"P9714","2017-03","0.015728"
"P9705","2017-04","0.053524"
"P9706","2017-04","0.033696"
"P9707","2017-04","0.033318"
"P9709","2017-04","0.034233"
"P9710","2017-04","0.034389"
"P9712","2017-04","0.033696"
"P9713","2017-04","0.034121"
"P9715","2017-04","0.034389"
"P9714","2017-04","0.034233"
"P9705","2017-05","0.002273"
"P9706","2017-05","0.058584"
"P9707","2017-05","0.027380"
"P9709","2017-05","0.052539"
"P9710","2017-05","0.053163"
"P9712","2017-05","0.058584"
"P9713","2017-05","0.058880"
"P9715","2017-05","0.053163"
"P9714","2017-05","0.052539"
"P9705","2017-06","0.000926"
"P9706","2017-06","-0.015935"
"P9707","2017-06","0.001036"
"P9709","2017-06","-0.013642"
"P9710","2017-06","-0.014050"
"P9712","2017-06","-0.015935"
"P9713","2017-06","-0.016142"
"P9715","2017-06","-0.014050"
"P9714","2017-06","-0.013642"
"P9705","2017-07","-0.000937"
"P9706","2017-07","0.042951"
"P9707","2017-07","0.003206"
"P9709","2017-07","0.045625"
"P9710","2017-07","0.044200"
"P9712","2017-07","0.042951"
"P9713","2017-07","0.041587"
"P9715","2017-07","0.044200"
"P9714","2017-07","0.045625"
"P9705","2017-08","-0.010188"
"P9706","2017-08","-0.007024"
"P9707","2017-08","-0.011906"
"P9709","2017-08","-0.012049"
"P9710","2017-08","-0.011492"
"P9712","2017-08","-0.007024"
"P9713","2017-08","-0.007152"
"P9715","2017-08","-0.011492"
"P9714","2017-08","-0.012049"
"P9705","2017-09","-0.013948"
"P9706","2017-09","-0.022595"
"P9707","2017-09","0.029213"
"P9709","2017-09","-0.025053"
"P9710","2017-09","-0.022952"
"P9712","2017-09","-0.022595"
"P9713","2017-09","-0.020892"
"P9715","2017-09","-0.022952"
"P9714","2017-09","-0.025053"
"P9705","2017-10","-0.006335"
"P9706","2017-10","-0.012203"
"P9707","2017-10","0.039918"
"P9709","2017-10","-0.008678"
"P9710","2017-10","-0.008217"
"P9712","2017-10","-0.012203"
"P9713","2017-10","-0.010873"
"P9715","2017-10","-0.008217"
"P9714","2017-10","-0.008678"
"P9705","2017-11","-0.017942"
"P9706","2017-11","0.035765"
"P9707","2017-11","0.009479"
"P9709","2017-11","0.034210"
"P9710","2017-11","0.033247"
"P9712","2017-11","0.035765"
"P9713","2017-11","0.034377"
"P9715","2017-11","0.033247"
"P9714","2017-11","0.034210"
"P9705","2017-12","0.013711"
"P9706","2017-12","-0.005425"
"P9707","2017-12","0.044628"
"P9709","2017-12","-0.005106"
"P9710","2017-12","-0.003816"
"P9712","2017-12","-0.005425"
"P9713","2017-12","-0.003836"
"P9715","2017-12","-0.003816"
"P9714","2017-12","-0.005106"
"P9705","2018-01","0.013841"
"P9706","2018-01","0.074501"
"P9707","2018-01","0.004950"
"P9709","2018-01","0.072668"
"P9710","2018-01","0.071753"
"P9712","2018-01","0.074501"
"P9713","2018-01","0.073616"
"P9715","2018-01","0.071753"
"P9714","2018-01","0.072668"
"P9705","2018-02","0.026118"
"P9706","2018-02","-0.014218"
"P9707","2018-02","0.023077"
"P9709","2018-02","-0.019403"
"P9710","2018-02","-0.019527"
"P9712","2018-02","-0.014218"
"P9713","2018-02","-0.013513"
"P9715","2018-02","-0.019527"
"P9714","2018-02","-0.019403"
"P9705","2018-03","-0.012839"
"P9706","2018-03","-0.053316"
"P9707","2018-03","-0.020890"
"P9709","2018-03","-0.060303"
"P9710","2018-03","-0.060291"
"P9712","2018-03","-0.053316"
"P9713","2018-03","-0.053388"
"P9715","2018-03","-0.060291"
"P9714","2018-03","-0.060303"
"P9705","2018-04","-0.019228"
"P9706","2018-04","0.019126"
"P9707","2018-04","-0.082667"
"P9709","2018-04","0.014972"
"P9710","2018-04","0.011240"
"P9712","2018-04","0.019126"
"P9713","2018-04","0.015123"
"P9715","2018-04","0.011240"
"P9714","2018-04","0.014972"
"P9705","2018-05","-0.016286"
"P9706","2018-05","-0.011068"
"P9707","2018-05","-0.020372"
"P9709","2018-05","-0.007871"
"P9710","2018-05","-0.007970"
"P9712","2018-05","-0.011068"
"P9713","2018-05","-0.012005"
"P9715","2018-05","-0.007970"
"P9714","2018-05","-0.007871"
"P9705","2018-06","-0.012852"
"P9706","2018-06","0.035502"
"P9707","2018-06","0.011781"
"P9709","2018-06","0.029783"
"P9710","2018-06","0.030494"
"P9712","2018-06","0.035502"
"P9713","2018-06","0.036038"
"P9715","2018-06","0.030494"
"P9714","2018-06","0.029783"
"P9705","2018-07","-0.005444"
"P9706","2018-07","0.027801"
"P9707","2018-07","-0.016675"
"P9709","2018-07","0.029510"
"P9710","2018-07","0.029888"
"P9712","2018-07","0.027801"
"P9713","2018-07","0.028357"
"P9715","2018-07","0.029888"
"P9714","2018-07","0.029510"
"P9705","2018-08","-0.022143"
"P9706","2018-08","0.027970"
"P9707","2018-08","-0.019730"
"P9709","2018-08","0.024880"
"P9710","2018-08","0.024318"
"P9712","2018-08","0.027970"
"P9713","2018-08","0.026867"
"P9715","2018-08","0.024318"
"P9714","2018-08","0.024880"
"P9705","2018-09","-0.020567"
"P9706","2018-09","0.017577"
"P9707","2018-09","-0.026884"
"P9709","2018-09","0.017119"
"P9710","2018-09","0.016263"
"P9712","2018-09","0.017577"
"P9713","2018-09","0.016959"
"P9715","2018-09","0.016263"
"P9714","2018-09","0.017119"
"P9705","2018-10","0.025271"
"P9706","2018-10","0.053381"
"P9707","2018-10","-0.028962"
"P9709","2018-10","0.054054"
"P9710","2018-10","0.052656"
"P9712","2018-10","0.053381"
"P9713","2018-10","0.051600"
"P9715","2018-10","0.052656"
"P9714","2018-10","0.054054"
"P9705","2018-11","0.000664"
"P9706","2018-11","-0.053115"
"P9707","2018-11","-0.026754"
"P9709","2018-11","-0.048610"
"P9710","2018-11","-0.048684"
"P9712","2018-11","-0.053115"
"P9713","2018-11","-0.052767"
"P9715","2018-11","-0.048684"
"P9714","2018-11","-0.048610"
"P9705","2018-12","-0.002859"
"P9706","2018-12","0.005409"
"P9707","2018-12","0.001441"
"P9709","2018-12","0.006645"
"P9710","2018-12","0.006207"
"P9712","2018-12","0.005409"
"P9713","2018-12","0.004577"
"P9715","2018-12","0.006207"
"P9714","2018-12","0.006645"
"P9705","2019-01","0.016869"
"P9706","2019-01","0.015304"
"P9707","2019-01","0.010245"
"P9709","2019-01","0.014830"
"P9710","2019-01","0.014989"
"P9712","2019-01","0.015304"
"P9713","2019-01","0.015322"
"P9715","2019-01","0.014989"
"P9714","2019-01","0.014830"
"P9705","2019-02","-0.038285"
"P9706","2019-02","-0.085744"
"P9707","2019-02","0.002964"
"P9709","2019-02","-0.086775"
"P9710","2019-02","-0.084730"
"P9712","2019-02","-0.085744"
"P9713","2019-02","-0.083082"
"P9715","2019-02","-0.084730"
"P9714","2019-02","-0.086775"
"P9705","2019-03","0.012162"
"P9706","2019-03","-0.053366"
"P9707","2019-03","-0.051406"
"P9709","2019-03","-0.051009"
"P9710","2019-03","-0.050494"
"P9712","2019-03","-0.053366"
"P9713","2019-03","-0.052527"
"P9715","2019-03","-0.050494"
"P9714","2019-03","-0.051009"
"P9705","2019-04","0.011456"
"P9706","2019-04","0.003704"
"P9707","2019-04","-0.034970"
"P9709","2019-04","0.007523"
"P9710","2019-04","0.006568"
"P9712","2019-04","0.003704"
"P9713","2019-04","0.002681"
"P9715","2019-04","0.006568"
"P9714","2019-04","0.007523"
"P9705","2019-05","-0.014983"
"P9706","2019-05","0.010758"
"P9707","2019-05","0.011822"
"P9709","2019-05","0.007695"
"P9710","2019-05","0.007873"
"P9712","2019-05","0.010758"
"P9713","2019-05","0.010599"
"P9715","2019-05","0.007873"
"P9714","2019-05","0.007695"
"P9705","2019-06","-0.009448"
"P9706","2019-06","-0.002693"
"P9707","2019-06","-0.045016"
"P9709","2019-06","-0.003842"
"P9710","2019-06","-0.005256"
"P9712","2019-06","-0.002693"
"P9713","2019-06","-0.004101"
"P9715","2019-06","-0.005256"
"P9714","2019-06","-0.003842"
"P9705","2019-07","0.002923"
"P9706","2019-07","-0.001810"
"P9707","2019-07","0.040636"
"P9709","2019-07","-0.003672"
"P9710","2019-07","-0.001713"
"P9711","2019-07",""
"P9712","2019-07","-0.001810"
"P9713","2019-07","0.000552"
"P9715","2019-07","-0.001713"
"P9714","2019-07","-0.003672"
"P9705","2019-08","-0.018974"
"P9706","2019-08","-0.051040"
"P9707","2019-08","0.016230"
"P9709","2019-08","-0.051803"
"P9710","2019-08","-0.050947"
"P9711","2019-08",""
"P9712","2019-08","-0.051040"
"P9713","2019-08","-0.049496"
"P9715","2019-08","-0.050947"
"P9714","2019-08","-0.051803"
"P9705","2019-09","0.009721"
"P9706","2019-09","0.007989"
"P9707","2019-09","-0.015302"
"P9709","2019-09","0.004273"
"P9710","2019-09","0.003634"
"P9711","2019-09",""
"P9712","2019-09","0.007989"
"P9713","2019-09","0.007578"
"P9714","2019-09","0.004273"
"P9715","2019-09","0.003634"
"P9705","2019-10","-0.039962"
"P9706","2019-10","-0.000717"
"P9707","2019-10","0.006066"
"P9709","2019-10","-0.006449"
"P9710","2019-10","-0.006832"
"P9711","2019-10",""
"P9712","2019-10","-0.000717"
"P9713","2019-10","-0.000969"
"P9714","2019-10","-0.006449"
"P9715","2019-10","-0.006832"
"P9705","2019-11","0.026895"
"P9706","2019-11","0.001359"
"P9707","2019-11","0.088644"
"P9709","2019-11","0.003215"
"P9710","2019-11","0.004673"
"P9711","2019-11",""
"P9712","2019-11","0.001359"
"P9713","2019-11","0.003354"
"P9714","2019-11","0.003215"
"P9715","2019-11","0.004673"
"P9705","2019-12","-0.008960"
"P9706","2019-12","-0.009455"
"P9707","2019-12","-0.048097"
"P9709","2019-12","-0.014384"
"P9710","2019-12","-0.015227"
"P9711","2019-12",""
"P9712","2019-12","-0.009455"
"P9713","2019-12","-0.010905"
"P9714","2019-12","-0.014384"
"P9715","2019-12","-0.015227"
"P9705","2020-01","0.009944"
"P9706","2020-01","-0.014716"
"P9707","2020-01","-0.032181"
"P9709","2020-01","-0.021366"
"P9710","2020-01","-0.021229"
"P9711","2020-01",""
"P9712","2020-01","-0.014716"
"P9713","2020-01","-0.014627"
"P9714","2020-01","-0.021366"
"P9715","2020-01","-0.021229"
"P9705","2020-02","-0.019490"
"P9706","2020-02","-0.013506"
"P9707","2020-02","0.021020"
"P9709","2020-02","-0.023567"
"P9710","2020-02","-0.022348"
"P9711","2020-02",""
"P9712","2020-02","-0.013506"
"P9713","2020-02","-0.012265"
"P9714","2020-02","-0.023567"
"P9715","2020-02","-0.022348"
"P9705","2020-03","0.016611"
"P9706","2020-03","0.001735"
"P9707","2020-03","-0.021366"
"P9709","2020-03","0.010715"
"P9710","2020-03","0.008602"
"P9711","2020-03",""
"P9712","2020-03","0.001735"
"P9713","2020-03","-0.000400"
"P9714","2020-03","0.010715"
"P9715","2020-03","0.008602"
"P9705","2020-04","-0.006546"
"P9706","2020-04","-0.027738"
"P9707","2020-04","0.025569"
"P9709","2020-04","-0.030742"
"P9710","2020-04","-0.031162"
"P9711","2020-04",""
"P9712","2020-04","-0.027738"
"P9713","2020-04","-0.027685"
"P9714","2020-04","-0.030742"
"P9715","2020-04","-0.031162"
"P9705","2020-05","-0.005118"
"P9706","2020-05","-0.019921"
"P9707","2020-05","-0.034023"
"P9709","2020-05","-0.018989"
"P9710","2020-05","-0.019326"
"P9711","2020-05",""
"P9712","2020-05","-0.019921"
"P9713","2020-05","-0.019643"
"P9714","2020-05","-0.018989"
"P9715","2020-05","-0.019326"
"P9705","2020-06","-0.021302"
"P9706","2020-06","-0.040712"
"P9707","2020-06","-0.004513"
"P9709","2020-06","-0.050180"
"P9710","2020-06","-0.048855"
"P9711","2020-06",""
"P9712","2020-06","-0.040712"
"P9713","2020-06","-0.038698"
"P9714","2020-06","-0.050180"
"P9715","2020-06","-0.048855"
"P9705","2020-07","0.027130"
"P9706","2020-07","-0.031668"
"P9707","2020-07","-0.013706"
"P9709","2020-07","-0.034727"
"P9710","2020-07","-0.036434"
"P9711","2020-07","0.012671"
"P9712","2020-07","-0.031668"
"P9713","2020-07","-0.033554"
"P9714","2020-07","-0.035172"
"P9715","2020-07","-0.037411"
"P9705","2020-08","0.017571"
"P9706","2020-08","-0.010341"
"P9707","2020-08","-0.064340"
"P9709","2020-08","-0.011956"
"P9710","2020-08","-0.013417"
"P9711","2020-08","0.042829"
"P9712","2020-08","-0.010341"
"P9713","2020-08","-0.011803"
"P9714","2020-08","-0.013775"
"P9715","2020-08","-0.015066"
"P9705","2020-09","0.011097"
"P9706","2020-09","0.018572"
"P9707","2020-09","0.038673"
"P9709","2020-09","0.012539"
"P9710","2020-09","0.013414"
"P9711","2020-09","-0.012625"
"P9712","2020-09","0.018572"
"P9713","2020-09","0.018960"
"P9714","2020-09","0.013914"
"P9715","2020-09","0.014758"
"P9705","2020-10","-0.002759"
"P9706","2020-10","0.001641"
"P9707","2020-10","-0.021014"
"P9709","2020-10","-0.007721"
"P9710","2020-10","-0.011023"
"P9711","2020-10","-0.001614"
"P9712","2020-10","0.001641"
"P9713","2020-10","-0.000832"
"P9714","2020-10","-0.008450"
"P9715","2020-10","-0.011708"
"P9705","2020-11","-0.002721"
"P9706","2020-11","0.039248"
"P9707","2020-11","0.009492"
"P9709","2020-11","0.046160"
"P9710","2020-11","0.045994"
"P9711","2020-11","-0.025021"
"P9712","2020-11","0.039248"
"P9713","2020-11","0.038553"
"P9714","2020-11","0.044091"
"P9715","2020-11","0.044151"
"P9705","2020-12","-0.046003"
"P9706","2020-12","-0.055462"
"P9707","2020-12","-0.029487"
"P9709","2020-12","-0.051595"
"P9710","2020-12","-0.050312"
"P9711","2020-12","0.065578"
"P9712","2020-12","-0.055462"
"P9713","2020-12","-0.054889"
"P9714","2020-12","-0.050896"
"P9715","2020-12","-0.049457"
