"MarkettypeID","TradingDate","RiskPremium1","SMB1","HML1"
"P9706","1990-12-19","2.473374","",""
"P9710","1990-12-19","2.473374","",""
"P9709","1990-12-19","2.473374","",""
"P9712","1990-12-19","2.473374","",""
"P9713","1990-12-19","2.473374","",""
"P9714","1990-12-19","2.473374","",""
"P9715","1990-12-19","2.473374","",""
"P9706","1990-12-20","0.038937","",""
"P9710","1990-12-20","0.038937","",""
"P9709","1990-12-20","0.038937","",""
"P9712","1990-12-20","0.038937","",""
"P9713","1990-12-20","0.038937","",""
"P9714","1990-12-20","0.038937","",""
"P9715","1990-12-20","0.038937","",""
"P9710","1990-12-21","0.032358","",""
"P9706","1990-12-21","0.032358","",""
"P9709","1990-12-21","0.032358","",""
"P9712","1990-12-21","0.032358","",""
"P9713","1990-12-21","0.032358","",""
"P9714","1990-12-21","0.032358","",""
"P9715","1990-12-21","0.032358","",""
"P9706","1990-12-24","0.040570","",""
"P9710","1990-12-24","0.040570","",""
"P9709","1990-12-24","0.040570","",""
"P9712","1990-12-24","0.040570","",""
"P9713","1990-12-24","0.040570","",""
"P9714","1990-12-24","0.040570","",""
"P9715","1990-12-24","0.040570","",""
"P9710","1990-12-25","0.041140","",""
"P9706","1990-12-25","0.041140","",""
"P9709","1990-12-25","0.041140","",""
"P9712","1990-12-25","0.041140","",""
"P9713","1990-12-25","0.041140","",""
"P9714","1990-12-25","0.041140","",""
"P9715","1990-12-25","0.041140","",""
"P9710","1990-12-26","-0.159132","",""
"P9706","1990-12-26","-0.159132","",""
"P9709","1990-12-26","-0.159132","",""
"P9712","1990-12-26","-0.159132","",""
"P9713","1990-12-26","-0.159132","",""
"P9714","1990-12-26","-0.159132","",""
"P9715","1990-12-26","-0.159132","",""
"P9706","1990-12-27","0.000097","",""
"P9710","1990-12-27","0.000097","",""
"P9709","1990-12-27","0.000097","",""
"P9712","1990-12-27","0.000097","",""
"P9713","1990-12-27","0.000097","",""
"P9714","1990-12-27","0.000097","",""
"P9715","1990-12-27","0.000097","",""
"P9710","1990-12-28","0.008106","",""
"P9706","1990-12-28","0.008106","",""
"P9709","1990-12-28","0.008106","",""
"P9712","1990-12-28","0.008106","",""
"P9713","1990-12-28","0.008106","",""
"P9714","1990-12-28","0.008106","",""
"P9715","1990-12-28","0.008106","",""
"P9710","1990-12-31","0.008001","",""
"P9706","1990-12-31","0.008001","",""
"P9709","1990-12-31","0.008001","",""
"P9712","1990-12-31","0.008001","",""
"P9713","1990-12-31","0.008001","",""
"P9714","1990-12-31","0.008001","",""
"P9715","1990-12-31","0.008001","",""
"P9706","1991-01-02","0.233209","",""
"P9710","1991-01-02","0.233209","",""
"P9709","1991-01-02","0.233209","",""
"P9712","1991-01-02","0.233209","",""
"P9713","1991-01-02","0.233209","",""
"P9714","1991-01-02","0.233209","",""
"P9715","1991-01-02","0.233209","",""
"P9706","1991-01-03","0.008336","",""
"P9710","1991-01-03","0.008336","",""
"P9709","1991-01-03","0.008336","",""
"P9712","1991-01-03","0.008336","",""
"P9713","1991-01-03","0.008336","",""
"P9714","1991-01-03","0.008336","",""
"P9715","1991-01-03","0.008336","",""
"P9706","1991-01-04","0.004083","",""
"P9710","1991-01-04","0.004083","",""
"P9709","1991-01-04","0.004083","",""
"P9712","1991-01-04","0.004083","",""
"P9713","1991-01-04","0.004083","",""
"P9714","1991-01-04","0.004083","",""
"P9715","1991-01-04","0.004083","",""
"P9706","1991-01-07","-0.094434","",""
"P9710","1991-01-07","-0.094434","",""
"P9709","1991-01-07","-0.094434","",""
"P9712","1991-01-07","-0.094434","",""
"P9713","1991-01-07","-0.094434","",""
"P9714","1991-01-07","-0.094434","",""
"P9715","1991-01-07","-0.094434","",""
"P9710","1991-01-08","0.002083","",""
"P9706","1991-01-08","0.002083","",""
"P9709","1991-01-08","0.002083","",""
"P9712","1991-01-08","0.002083","",""
"P9713","1991-01-08","0.002083","",""
"P9714","1991-01-08","0.002083","",""
"P9715","1991-01-08","0.002083","",""
"P9710","1991-01-09","0.096873","",""
"P9706","1991-01-09","0.096873","",""
"P9709","1991-01-09","0.096873","",""
"P9712","1991-01-09","0.096873","",""
"P9713","1991-01-09","0.096873","",""
"P9714","1991-01-09","0.096873","",""
"P9715","1991-01-09","0.096873","",""
"P9710","1991-01-10","-0.000572","",""
"P9706","1991-01-10","-0.000572","",""
"P9709","1991-01-10","-0.000572","",""
"P9712","1991-01-10","-0.000572","",""
"P9713","1991-01-10","-0.000572","",""
"P9714","1991-01-10","-0.000572","",""
"P9715","1991-01-10","-0.000572","",""
"P9710","1991-01-11","-0.001322","",""
"P9706","1991-01-11","-0.001322","",""
"P9709","1991-01-11","-0.001322","",""
"P9712","1991-01-11","-0.001322","",""
"P9713","1991-01-11","-0.001322","",""
"P9714","1991-01-11","-0.001322","",""
"P9715","1991-01-11","-0.001322","",""
"P9706","1991-01-14","0.657958","",""
"P9710","1991-01-14","0.657958","",""
"P9709","1991-01-14","0.657958","",""
"P9712","1991-01-14","0.657958","",""
"P9713","1991-01-14","0.657958","",""
"P9714","1991-01-14","0.657958","",""
"P9715","1991-01-14","0.657958","",""
"P9710","1991-01-15","-0.002594","",""
"P9706","1991-01-15","-0.002594","",""
"P9709","1991-01-15","-0.002594","",""
"P9712","1991-01-15","-0.002594","",""
"P9713","1991-01-15","-0.002594","",""
"P9714","1991-01-15","-0.002594","",""
"P9715","1991-01-15","-0.002594","",""
"P9706","1991-01-16","0.094544","",""
"P9710","1991-01-16","0.094544","",""
"P9709","1991-01-16","0.094544","",""
"P9712","1991-01-16","0.094544","",""
"P9713","1991-01-16","0.094544","",""
"P9714","1991-01-16","0.094544","",""
"P9715","1991-01-16","0.094544","",""
"P9706","1991-01-17","-0.003358","",""
"P9710","1991-01-17","-0.003358","",""
"P9709","1991-01-17","-0.003358","",""
"P9712","1991-01-17","-0.003358","",""
"P9713","1991-01-17","-0.003358","",""
"P9714","1991-01-17","-0.003358","",""
"P9715","1991-01-17","-0.003358","",""
"P9706","1991-01-18","-0.000436","",""
"P9710","1991-01-18","-0.000436","",""
"P9709","1991-01-18","-0.000436","",""
"P9712","1991-01-18","-0.000436","",""
"P9713","1991-01-18","-0.000436","",""
"P9714","1991-01-18","-0.000436","",""
"P9715","1991-01-18","-0.000436","",""
"P9706","1991-01-21","-0.007202","",""
"P9710","1991-01-21","-0.007202","",""
"P9709","1991-01-21","-0.007202","",""
"P9712","1991-01-21","-0.007202","",""
"P9713","1991-01-21","-0.007202","",""
"P9714","1991-01-21","-0.007202","",""
"P9715","1991-01-21","-0.007202","",""
"P9706","1991-01-22","-0.002164","",""
"P9710","1991-01-22","-0.002164","",""
"P9709","1991-01-22","-0.002164","",""
"P9712","1991-01-22","-0.002164","",""
"P9713","1991-01-22","-0.002164","",""
"P9714","1991-01-22","-0.002164","",""
"P9715","1991-01-22","-0.002164","",""
"P9706","1991-01-23","-0.003327","",""
"P9710","1991-01-23","-0.003327","",""
"P9709","1991-01-23","-0.003327","",""
"P9712","1991-01-23","-0.003327","",""
"P9713","1991-01-23","-0.003327","",""
"P9714","1991-01-23","-0.003327","",""
"P9715","1991-01-23","-0.003327","",""
"P9710","1991-01-24","-0.003367","",""
"P9706","1991-01-24","-0.003367","",""
"P9709","1991-01-24","-0.003367","",""
"P9712","1991-01-24","-0.003367","",""
"P9713","1991-01-24","-0.003367","",""
"P9714","1991-01-24","-0.003367","",""
"P9715","1991-01-24","-0.003367","",""
"P9710","1991-01-25","-0.000925","",""
"P9706","1991-01-25","-0.000925","",""
"P9709","1991-01-25","-0.000925","",""
"P9712","1991-01-25","-0.000925","",""
"P9713","1991-01-25","-0.000925","",""
"P9714","1991-01-25","-0.000925","",""
"P9715","1991-01-25","-0.000925","",""
"P9706","1991-01-28","-0.100579","",""
"P9710","1991-01-28","-0.100579","",""
"P9709","1991-01-28","-0.100579","",""
"P9712","1991-01-28","-0.100579","",""
"P9713","1991-01-28","-0.100579","",""
"P9714","1991-01-28","-0.100579","",""
"P9715","1991-01-28","-0.100579","",""
"P9706","1991-01-29","3.062421","",""
"P9710","1991-01-29","3.062421","",""
"P9709","1991-01-29","3.062421","",""
"P9712","1991-01-29","3.062421","",""
"P9713","1991-01-29","3.062421","",""
"P9714","1991-01-29","3.062421","",""
"P9715","1991-01-29","3.062421","",""
"P9706","1991-01-30","-0.004299","",""
"P9710","1991-01-30","-0.004299","",""
"P9709","1991-01-30","-0.004299","",""
"P9712","1991-01-30","-0.004299","",""
"P9713","1991-01-30","-0.004299","",""
"P9714","1991-01-30","-0.004299","",""
"P9715","1991-01-30","-0.004299","",""
"P9706","1991-01-31","-0.003199","",""
"P9710","1991-01-31","-0.003199","",""
"P9709","1991-01-31","-0.003199","",""
"P9712","1991-01-31","-0.003199","",""
"P9713","1991-01-31","-0.003199","",""
"P9714","1991-01-31","-0.003199","",""
"P9715","1991-01-31","-0.003199","",""
"P9706","1991-02-01","-0.000451","",""
"P9710","1991-02-01","-0.000451","",""
"P9709","1991-02-01","-0.000451","",""
"P9712","1991-02-01","-0.000451","",""
"P9713","1991-02-01","-0.000451","",""
"P9714","1991-02-01","-0.000451","",""
"P9715","1991-02-01","-0.000451","",""
"P9710","1991-02-04","0.006855","",""
"P9706","1991-02-04","0.006855","",""
"P9709","1991-02-04","0.006855","",""
"P9712","1991-02-04","0.006855","",""
"P9713","1991-02-04","0.006855","",""
"P9714","1991-02-04","0.006855","",""
"P9715","1991-02-04","0.006855","",""
"P9710","1991-02-05","0.002112","",""
"P9706","1991-02-05","0.002112","",""
"P9709","1991-02-05","0.002112","",""
"P9712","1991-02-05","0.002112","",""
"P9713","1991-02-05","0.002112","",""
"P9714","1991-02-05","0.002112","",""
"P9715","1991-02-05","0.002112","",""
"P9710","1991-02-06","0.004684","",""
"P9706","1991-02-06","0.004684","",""
"P9709","1991-02-06","0.004684","",""
"P9712","1991-02-06","0.004684","",""
"P9713","1991-02-06","0.004684","",""
"P9714","1991-02-06","0.004684","",""
"P9715","1991-02-06","0.004684","",""
"P9706","1991-02-07","0.084327","",""
"P9710","1991-02-07","0.084327","",""
"P9709","1991-02-07","0.084327","",""
"P9712","1991-02-07","0.084327","",""
"P9713","1991-02-07","0.084327","",""
"P9714","1991-02-07","0.084327","",""
"P9715","1991-02-07","0.084327","",""
"P9706","1991-02-08","-0.067357","",""
"P9710","1991-02-08","-0.067357","",""
"P9709","1991-02-08","-0.067357","",""
"P9712","1991-02-08","-0.067357","",""
"P9713","1991-02-08","-0.067357","",""
"P9714","1991-02-08","-0.067357","",""
"P9715","1991-02-08","-0.067357","",""
"P9706","1991-02-11","-0.008154","",""
"P9710","1991-02-11","-0.008154","",""
"P9709","1991-02-11","-0.008154","",""
"P9712","1991-02-11","-0.008154","",""
"P9713","1991-02-11","-0.008154","",""
"P9714","1991-02-11","-0.008154","",""
"P9715","1991-02-11","-0.008154","",""
"P9710","1991-02-12","-0.001159","",""
"P9706","1991-02-12","-0.001159","",""
"P9709","1991-02-12","-0.001159","",""
"P9712","1991-02-12","-0.001159","",""
"P9713","1991-02-12","-0.001159","",""
"P9714","1991-02-12","-0.001159","",""
"P9715","1991-02-12","-0.001159","",""
"P9706","1991-02-13","0.002171","",""
"P9710","1991-02-13","0.002171","",""
"P9709","1991-02-13","0.002171","",""
"P9712","1991-02-13","0.002171","",""
"P9713","1991-02-13","0.002171","",""
"P9714","1991-02-13","0.002171","",""
"P9715","1991-02-13","0.002171","",""
"P9706","1991-02-14","0.001568","",""
"P9710","1991-02-14","0.001568","",""
"P9709","1991-02-14","0.001568","",""
"P9712","1991-02-14","0.001568","",""
"P9713","1991-02-14","0.001568","",""
"P9714","1991-02-14","0.001568","",""
"P9715","1991-02-14","0.001568","",""
"P9710","1991-02-19","0.001205","",""
"P9706","1991-02-19","0.001205","",""
"P9709","1991-02-19","0.001205","",""
"P9712","1991-02-19","0.001205","",""
"P9713","1991-02-19","0.001205","",""
"P9714","1991-02-19","0.001205","",""
"P9715","1991-02-19","0.001205","",""
"P9706","1991-02-20","0.001778","",""
"P9710","1991-02-20","0.001778","",""
"P9709","1991-02-20","0.001778","",""
"P9712","1991-02-20","0.001778","",""
"P9713","1991-02-20","0.001778","",""
"P9714","1991-02-20","0.001778","",""
"P9715","1991-02-20","0.001778","",""
"P9710","1991-02-21","0.001585","",""
"P9706","1991-02-21","0.001585","",""
"P9709","1991-02-21","0.001585","",""
"P9712","1991-02-21","0.001585","",""
"P9713","1991-02-21","0.001585","",""
"P9714","1991-02-21","0.001585","",""
"P9715","1991-02-21","0.001585","",""
"P9706","1991-02-22","0.000723","",""
"P9710","1991-02-22","0.000723","",""
"P9709","1991-02-22","0.000723","",""
"P9712","1991-02-22","0.000723","",""
"P9713","1991-02-22","0.000723","",""
"P9714","1991-02-22","0.000723","",""
"P9715","1991-02-22","0.000723","",""
"P9710","1991-02-25","-0.004570","",""
"P9706","1991-02-25","-0.004570","",""
"P9709","1991-02-25","-0.004570","",""
"P9712","1991-02-25","-0.004570","",""
"P9713","1991-02-25","-0.004570","",""
"P9714","1991-02-25","-0.004570","",""
"P9715","1991-02-25","-0.004570","",""
"P9706","1991-02-26","-0.069151","",""
"P9710","1991-02-26","-0.069151","",""
"P9709","1991-02-26","-0.069151","",""
"P9712","1991-02-26","-0.069151","",""
"P9713","1991-02-26","-0.069151","",""
"P9714","1991-02-26","-0.069151","",""
"P9715","1991-02-26","-0.069151","",""
"P9706","1991-02-27","-0.004300","",""
"P9710","1991-02-27","-0.004300","",""
"P9709","1991-02-27","-0.004300","",""
"P9712","1991-02-27","-0.004300","",""
"P9713","1991-02-27","-0.004300","",""
"P9714","1991-02-27","-0.004300","",""
"P9715","1991-02-27","-0.004300","",""
"P9706","1991-02-28","-0.004317","",""
"P9710","1991-02-28","-0.004317","",""
"P9709","1991-02-28","-0.004317","",""
"P9712","1991-02-28","-0.004317","",""
"P9713","1991-02-28","-0.004317","",""
"P9714","1991-02-28","-0.004317","",""
"P9715","1991-02-28","-0.004317","",""
"P9710","1991-03-01","-0.004376","",""
"P9706","1991-03-01","-0.004376","",""
"P9709","1991-03-01","-0.004376","",""
"P9712","1991-03-01","-0.004376","",""
"P9713","1991-03-01","-0.004376","",""
"P9714","1991-03-01","-0.004376","",""
"P9715","1991-03-01","-0.004376","",""
"P9710","1991-03-04","0.080971","",""
"P9706","1991-03-04","0.080971","",""
"P9709","1991-03-04","0.080971","",""
"P9712","1991-03-04","0.080971","",""
"P9713","1991-03-04","0.080971","",""
"P9714","1991-03-04","0.080971","",""
"P9715","1991-03-04","0.080971","",""
"P9706","1991-03-05","-0.003942","",""
"P9710","1991-03-05","-0.003942","",""
"P9709","1991-03-05","-0.003942","",""
"P9712","1991-03-05","-0.003942","",""
"P9713","1991-03-05","-0.003942","",""
"P9714","1991-03-05","-0.003942","",""
"P9715","1991-03-05","-0.003942","",""
"P9706","1991-03-06","-0.003564","",""
"P9710","1991-03-06","-0.003564","",""
"P9709","1991-03-06","-0.003564","",""
"P9712","1991-03-06","-0.003564","",""
"P9713","1991-03-06","-0.003564","",""
"P9714","1991-03-06","-0.003564","",""
"P9715","1991-03-06","-0.003564","",""
"P9706","1991-03-07","-0.003468","",""
"P9710","1991-03-07","-0.003468","",""
"P9709","1991-03-07","-0.003468","",""
"P9712","1991-03-07","-0.003468","",""
"P9713","1991-03-07","-0.003468","",""
"P9714","1991-03-07","-0.003468","",""
"P9715","1991-03-07","-0.003468","",""
"P9706","1991-03-08","-0.003474","",""
"P9710","1991-03-08","-0.003474","",""
"P9709","1991-03-08","-0.003474","",""
"P9712","1991-03-08","-0.003474","",""
"P9713","1991-03-08","-0.003474","",""
"P9714","1991-03-08","-0.003474","",""
"P9715","1991-03-08","-0.003474","",""
"P9710","1991-03-11","-0.195889","",""
"P9706","1991-03-11","-0.195889","",""
"P9709","1991-03-11","-0.195889","",""
"P9712","1991-03-11","-0.195889","",""
"P9713","1991-03-11","-0.195889","",""
"P9714","1991-03-11","-0.195889","",""
"P9715","1991-03-11","-0.195889","",""
"P9706","1991-03-12","-0.004485","",""
"P9710","1991-03-12","-0.004485","",""
"P9709","1991-03-12","-0.004485","",""
"P9712","1991-03-12","-0.004485","",""
"P9713","1991-03-12","-0.004485","",""
"P9714","1991-03-12","-0.004485","",""
"P9715","1991-03-12","-0.004485","",""
"P9706","1991-03-13","-0.009532","",""
"P9710","1991-03-13","-0.009532","",""
"P9709","1991-03-13","-0.009532","",""
"P9712","1991-03-13","-0.009532","",""
"P9713","1991-03-13","-0.009532","",""
"P9714","1991-03-13","-0.009532","",""
"P9715","1991-03-13","-0.009532","",""
"P9706","1991-03-14","-0.004719","",""
"P9710","1991-03-14","-0.004719","",""
"P9709","1991-03-14","-0.004719","",""
"P9712","1991-03-14","-0.004719","",""
"P9713","1991-03-14","-0.004719","",""
"P9714","1991-03-14","-0.004719","",""
"P9715","1991-03-14","-0.004719","",""
"P9710","1991-03-15","-0.004872","",""
"P9706","1991-03-15","-0.004872","",""
"P9709","1991-03-15","-0.004872","",""
"P9712","1991-03-15","-0.004872","",""
"P9713","1991-03-15","-0.004872","",""
"P9714","1991-03-15","-0.004872","",""
"P9715","1991-03-15","-0.004872","",""
"P9710","1991-03-18","-0.008757","",""
"P9706","1991-03-18","-0.008757","",""
"P9709","1991-03-18","-0.008757","",""
"P9712","1991-03-18","-0.008757","",""
"P9713","1991-03-18","-0.008757","",""
"P9714","1991-03-18","-0.008757","",""
"P9715","1991-03-18","-0.008757","",""
"P9710","1991-03-19","-0.002882","",""
"P9706","1991-03-19","-0.002882","",""
"P9709","1991-03-19","-0.002882","",""
"P9712","1991-03-19","-0.002882","",""
"P9713","1991-03-19","-0.002882","",""
"P9714","1991-03-19","-0.002882","",""
"P9715","1991-03-19","-0.002882","",""
"P9710","1991-03-20","-0.003081","",""
"P9706","1991-03-20","-0.003081","",""
"P9709","1991-03-20","-0.003081","",""
"P9712","1991-03-20","-0.003081","",""
"P9713","1991-03-20","-0.003081","",""
"P9714","1991-03-20","-0.003081","",""
"P9715","1991-03-20","-0.003081","",""
"P9710","1991-03-21","-0.002822","",""
"P9706","1991-03-21","-0.002822","",""
"P9709","1991-03-21","-0.002822","",""
"P9712","1991-03-21","-0.002822","",""
"P9713","1991-03-21","-0.002822","",""
"P9714","1991-03-21","-0.002822","",""
"P9715","1991-03-21","-0.002822","",""
"P9710","1991-03-22","-0.002702","",""
"P9706","1991-03-22","-0.002702","",""
"P9709","1991-03-22","-0.002702","",""
"P9712","1991-03-22","-0.002702","",""
"P9713","1991-03-22","-0.002702","",""
"P9714","1991-03-22","-0.002702","",""
"P9715","1991-03-22","-0.002702","",""
"P9706","1991-03-25","-0.017364","",""
"P9710","1991-03-25","-0.017364","",""
"P9709","1991-03-25","-0.017364","",""
"P9712","1991-03-25","-0.017364","",""
"P9713","1991-03-25","-0.017364","",""
"P9714","1991-03-25","-0.017364","",""
"P9715","1991-03-25","-0.017364","",""
"P9710","1991-03-26","-0.004909","",""
"P9706","1991-03-26","-0.004909","",""
"P9709","1991-03-26","-0.004909","",""
"P9712","1991-03-26","-0.004909","",""
"P9713","1991-03-26","-0.004909","",""
"P9714","1991-03-26","-0.004909","",""
"P9715","1991-03-26","-0.004909","",""
"P9710","1991-03-27","-0.002766","",""
"P9706","1991-03-27","-0.002766","",""
"P9709","1991-03-27","-0.002766","",""
"P9712","1991-03-27","-0.002766","",""
"P9713","1991-03-27","-0.002766","",""
"P9714","1991-03-27","-0.002766","",""
"P9715","1991-03-27","-0.002766","",""
"P9706","1991-03-28","-0.002900","",""
"P9710","1991-03-28","-0.002900","",""
"P9709","1991-03-28","-0.002900","",""
"P9712","1991-03-28","-0.002900","",""
"P9713","1991-03-28","-0.002900","",""
"P9714","1991-03-28","-0.002900","",""
"P9715","1991-03-28","-0.002900","",""
"P9710","1991-03-29","0.096380","",""
"P9706","1991-03-29","0.096380","",""
"P9709","1991-03-29","0.096380","",""
"P9712","1991-03-29","0.096380","",""
"P9713","1991-03-29","0.096380","",""
"P9714","1991-03-29","0.096380","",""
"P9715","1991-03-29","0.096380","",""
"P9706","1991-04-01","0.001170","",""
"P9710","1991-04-01","0.001170","",""
"P9709","1991-04-01","0.001170","",""
"P9712","1991-04-01","0.001170","",""
"P9713","1991-04-01","0.001170","",""
"P9714","1991-04-01","0.001170","",""
"P9715","1991-04-01","0.001170","",""
"P9706","1991-04-02","-0.002465","",""
"P9710","1991-04-02","-0.002465","",""
"P9709","1991-04-02","-0.002465","",""
"P9712","1991-04-02","-0.002465","",""
"P9713","1991-04-02","-0.002465","",""
"P9714","1991-04-02","-0.002465","",""
"P9715","1991-04-02","-0.002465","",""
"P9710","1991-04-03","0.105443","",""
"P9706","1991-04-03","0.105443","",""
"P9709","1991-04-03","0.105443","",""
"P9712","1991-04-03","0.105443","",""
"P9713","1991-04-03","0.105443","",""
"P9714","1991-04-03","0.105443","",""
"P9715","1991-04-03","0.105443","",""
"P9706","1991-04-04","-0.005139","",""
"P9710","1991-04-04","-0.005139","",""
"P9709","1991-04-04","-0.005139","",""
"P9712","1991-04-04","-0.005139","",""
"P9713","1991-04-04","-0.005139","",""
"P9714","1991-04-04","-0.005139","",""
"P9715","1991-04-04","-0.005139","",""
"P9710","1991-04-05","-0.003935","",""
"P9706","1991-04-05","-0.003935","",""
"P9709","1991-04-05","-0.003935","",""
"P9712","1991-04-05","-0.003935","",""
"P9713","1991-04-05","-0.003935","",""
"P9714","1991-04-05","-0.003935","",""
"P9715","1991-04-05","-0.003935","",""
"P9710","1991-04-06","-0.005066","",""
"P9706","1991-04-06","-0.005066","",""
"P9709","1991-04-06","-0.005066","",""
"P9712","1991-04-06","-0.005066","",""
"P9713","1991-04-06","-0.005066","",""
"P9714","1991-04-06","-0.005066","",""
"P9715","1991-04-06","-0.005066","",""
"P9710","1991-04-08","-0.006396","",""
"P9706","1991-04-08","-0.006396","",""
"P9709","1991-04-08","-0.006396","",""
"P9712","1991-04-08","-0.006396","",""
"P9713","1991-04-08","-0.006396","",""
"P9714","1991-04-08","-0.006396","",""
"P9715","1991-04-08","-0.006396","",""
"P9710","1991-04-09","-0.004422","",""
"P9706","1991-04-09","-0.004422","",""
"P9709","1991-04-09","-0.004422","",""
"P9712","1991-04-09","-0.004422","",""
"P9713","1991-04-09","-0.004422","",""
"P9714","1991-04-09","-0.004422","",""
"P9715","1991-04-09","-0.004422","",""
"P9706","1991-04-10","-0.003558","",""
"P9710","1991-04-10","-0.003558","",""
"P9709","1991-04-10","-0.003558","",""
"P9712","1991-04-10","-0.003558","",""
"P9713","1991-04-10","-0.003558","",""
"P9714","1991-04-10","-0.003558","",""
"P9715","1991-04-10","-0.003558","",""
"P9710","1991-04-11","-0.062095","",""
"P9706","1991-04-11","-0.062095","",""
"P9709","1991-04-11","-0.062095","",""
"P9712","1991-04-11","-0.062095","",""
"P9713","1991-04-11","-0.062095","",""
"P9714","1991-04-11","-0.062095","",""
"P9715","1991-04-11","-0.062095","",""
"P9706","1991-04-12","0.055315","",""
"P9710","1991-04-12","0.055315","",""
"P9709","1991-04-12","0.055315","",""
"P9712","1991-04-12","0.055315","",""
"P9713","1991-04-12","0.055315","",""
"P9714","1991-04-12","0.055315","",""
"P9715","1991-04-12","0.055315","",""
"P9710","1991-04-13","-0.005218","",""
"P9706","1991-04-13","-0.005218","",""
"P9709","1991-04-13","-0.005218","",""
"P9712","1991-04-13","-0.005218","",""
"P9713","1991-04-13","-0.005218","",""
"P9714","1991-04-13","-0.005218","",""
"P9715","1991-04-13","-0.005218","",""
"P9706","1991-04-15","0.002132","",""
"P9710","1991-04-15","0.002132","",""
"P9709","1991-04-15","0.002132","",""
"P9712","1991-04-15","0.002132","",""
"P9713","1991-04-15","0.002132","",""
"P9714","1991-04-15","0.002132","",""
"P9715","1991-04-15","0.002132","",""
"P9706","1991-04-16","-0.010444","",""
"P9710","1991-04-16","-0.010444","",""
"P9709","1991-04-16","-0.010444","",""
"P9712","1991-04-16","-0.010444","",""
"P9713","1991-04-16","-0.010444","",""
"P9714","1991-04-16","-0.010444","",""
"P9715","1991-04-16","-0.010444","",""
"P9706","1991-04-17","-0.006162","",""
"P9710","1991-04-17","-0.006162","",""
"P9709","1991-04-17","-0.006162","",""
"P9712","1991-04-17","-0.006162","",""
"P9713","1991-04-17","-0.006162","",""
"P9714","1991-04-17","-0.006162","",""
"P9715","1991-04-17","-0.006162","",""
"P9710","1991-04-18","-0.002679","",""
"P9706","1991-04-18","-0.002679","",""
"P9709","1991-04-18","-0.002679","",""
"P9712","1991-04-18","-0.002679","",""
"P9713","1991-04-18","-0.002679","",""
"P9714","1991-04-18","-0.002679","",""
"P9715","1991-04-18","-0.002679","",""
"P9706","1991-04-19","-0.003842","",""
"P9710","1991-04-19","-0.003842","",""
"P9709","1991-04-19","-0.003842","",""
"P9712","1991-04-19","-0.003842","",""
"P9713","1991-04-19","-0.003842","",""
"P9714","1991-04-19","-0.003842","",""
"P9715","1991-04-19","-0.003842","",""
"P9706","1991-04-20","-0.005154","",""
"P9710","1991-04-20","-0.005154","",""
"P9709","1991-04-20","-0.005154","",""
"P9712","1991-04-20","-0.005154","",""
"P9713","1991-04-20","-0.005154","",""
"P9714","1991-04-20","-0.005154","",""
"P9715","1991-04-20","-0.005154","",""
"P9706","1991-04-22","-0.000275","",""
"P9710","1991-04-22","-0.000275","",""
"P9709","1991-04-22","-0.000275","",""
"P9712","1991-04-22","-0.000275","",""
"P9713","1991-04-22","-0.000275","",""
"P9714","1991-04-22","-0.000275","",""
"P9715","1991-04-22","-0.000275","",""
"P9706","1991-04-23","-0.007615","",""
"P9710","1991-04-23","-0.007615","",""
"P9709","1991-04-23","-0.007615","",""
"P9712","1991-04-23","-0.007615","",""
"P9713","1991-04-23","-0.007615","",""
"P9714","1991-04-23","-0.007615","",""
"P9715","1991-04-23","-0.007615","",""
"P9710","1991-04-24","-0.003155","",""
"P9706","1991-04-24","-0.003155","",""
"P9709","1991-04-24","-0.003155","",""
"P9712","1991-04-24","-0.003155","",""
"P9713","1991-04-24","-0.003155","",""
"P9714","1991-04-24","-0.003155","",""
"P9715","1991-04-24","-0.003155","",""
"P9710","1991-04-25","-0.010206","",""
"P9706","1991-04-25","-0.010206","",""
"P9709","1991-04-25","-0.010206","",""
"P9712","1991-04-25","-0.010206","",""
"P9713","1991-04-25","-0.010206","",""
"P9714","1991-04-25","-0.010206","",""
"P9715","1991-04-25","-0.010206","",""
"P9710","1991-04-26","-0.003334","",""
"P9706","1991-04-26","-0.003334","",""
"P9709","1991-04-26","-0.003334","",""
"P9712","1991-04-26","-0.003334","",""
"P9713","1991-04-26","-0.003334","",""
"P9714","1991-04-26","-0.003334","",""
"P9715","1991-04-26","-0.003334","",""
"P9706","1991-04-29","-0.008336","",""
"P9710","1991-04-29","-0.008336","",""
"P9709","1991-04-29","-0.008336","",""
"P9712","1991-04-29","-0.008336","",""
"P9713","1991-04-29","-0.008336","",""
"P9714","1991-04-29","-0.008336","",""
"P9715","1991-04-29","-0.008336","",""
"P9706","1991-04-30","-0.004321","",""
"P9710","1991-04-30","-0.004321","",""
"P9709","1991-04-30","-0.004321","",""
"P9712","1991-04-30","-0.004321","",""
"P9713","1991-04-30","-0.004321","",""
"P9714","1991-04-30","-0.004321","",""
"P9715","1991-04-30","-0.004321","",""
"P9710","1991-05-02","0.181803","",""
"P9706","1991-05-02","0.181803","",""
"P9709","1991-05-02","0.181803","",""
"P9712","1991-05-02","0.181803","",""
"P9713","1991-05-02","0.181803","",""
"P9714","1991-05-02","0.181803","",""
"P9715","1991-05-02","0.181803","",""
"P9710","1991-05-03","-0.004433","",""
"P9706","1991-05-03","-0.004433","",""
"P9709","1991-05-03","-0.004433","",""
"P9712","1991-05-03","-0.004433","",""
