code,date,type,递延所得税资产,递延所得税负债,优先股账面值,所有者权益合计,book_equity
002145,2011-12-31,A,949447.08,0.0,0.0,92253993.23,91304546.15
002145,2012-12-31,A,0.0,0.0,0.0,175615508.72,175615508.72
002145,2013-12-31,A,10291284.5,0.0,0.0,1189535018.9,1179243734.4
002145,2014-12-31,A,3898795.21,0.0,0.0,1583636019.06,1579737223.85
002145,2015-12-31,A,4113189.42,0.0,0.0,2357475337.3,2353362147.88
002145,2016-12-31,A,5126935.22,0.0,0.0,2563814436.02,2558687500.8
002145,2017-12-31,A,19945010.81,0.0,0.0,2996828195.1,2976883184.29
002145,2018-12-31,A,20948859.55,0.0,0.0,3212001356.0,3191052496.45
002145,2019-12-31,A,36477478.99,0.0,0.0,3279389772.84,3242912293.8500004
002146,2007-12-31,A,1189674.11,0.0,0.0,1758730538.86,1757540864.75
002146,2008-12-31,A,17800443.24,3885708.51,0.0,2091142245.56,2077227510.83
002146,2009-12-31,A,46062180.61,201922375.91,0.0,3865014729.54,4020874924.8399997
002146,2010-12-31,A,77144973.52,193391066.64,0.0,5317121147.54,5433367240.66
002146,2011-12-31,A,91376969.41,169532945.44,0.0,7080526447.79,7158682423.82
002146,2012-12-31,A,153332576.12,150534338.24,0.0,9488484788.7,9485686550.82
002146,2013-12-31,A,154694737.99,135639272.41,0.0,12483970074.89,12464914609.31
002146,2014-12-31,A,136357704.13,133068742.81,0.0,15475613836.62,15472324875.300001
002146,2015-12-31,A,175218142.1,323110980.8,0.0,22015527919.25,22163420757.95
002146,2016-12-31,A,271418521.95,676917370.58,0.0,25208499308.69,25613998157.32
002146,2017-12-31,A,509311209.9,1011417428.17,0.0,29379977587.33,29882083805.6
002146,2018-12-31,A,887349587.73,884826218.04,0.0,36360522697.56,36357999327.869995
002146,2019-12-31,A,1228782480.44,725952304.78,0.0,44672390802.12,44169560626.46
002148,2007-12-31,A,154097.7,0.0,0.0,347323723.19,347169625.49
002148,2008-12-31,A,166817.51,0.0,0.0,371735712.61,371568895.1
002148,2009-12-31,A,424708.28,0.0,0.0,392118946.29,391694238.01000005
002148,2010-12-31,A,557129.08,0.0,0.0,426404114.47,425846985.39000005
002148,2011-12-31,A,608544.39,0.0,0.0,454510742.83,453902198.44
002148,2012-12-31,A,800552.45,0.0,0.0,496938113.44,496137560.99
002148,2013-12-31,A,613167.79,0.0,0.0,542420950.89,541807783.1
002148,2014-12-31,A,3132157.02,0.0,0.0,1032401181.24,1029269024.22
002148,2015-12-31,A,3125972.27,0.0,0.0,1014927259.18,1011801286.91
002148,2016-12-31,A,633769.74,6241561.93,0.0,1111887998.39,1117495790.5800002
002148,2017-12-31,A,2525509.76,7133204.83,0.0,1221841873.05,1226449568.12
002148,2018-12-31,A,3988318.23,10335230.29,0.0,1172744521.06,1179091433.12
002148,2019-12-31,A,10224976.32,21806410.27,0.0,1125141754.91,1136723188.8600001
002148,2020-12-31,A,14505765.79,26795742.53,0.0,1138246319.32,1150536296.06
002149,2007-12-31,A,194581.51,0.0,0.0,381992555.06,381797973.55
002149,2008-12-31,A,2624548.41,0.0,0.0,415370157.96,412745609.54999995
002149,2009-12-31,A,1591299.1,4888672.52,0.0,924943589.66,928240963.0799999
002149,2010-12-31,A,2930415.37,4633921.85,0.0,1044779546.4,1046483052.88
002149,2011-12-31,A,13915849.94,4379171.18,0.0,996152042.11,986615363.3499999
002149,2012-12-31,A,21098461.6,3791126.53,0.0,1038662729.53,1021355394.4599999
002149,2013-12-31,A,19796191.76,2890774.87,0.0,1055675328.33,1038769911.44
002149,2014-12-31,A,33752243.4,2832145.5,0.0,1080272826.72,1049352728.82
002149,2015-12-31,A,65577700.62,3465075.44,0.0,984259912.49,922147287.3100001
002149,2016-12-31,A,75566360.35,3382573.64,0.0,1930225037.8,1858041251.0900002
002149,2017-12-31,A,70641750.18,2946123.8,0.0,2042382705.71,1974687079.33
002149,2018-12-31,A,64297472.24,2872467.64,0.0,2115486988.93,2054061984.3300002
002149,2019-12-31,A,61298893.83,3160650.37,0.0,2130570947.11,2072432703.6499999
002149,2020-12-31,A,49617378.75,3341219.58,0.0,2943037995.95,2896761836.7799997
002150,2007-12-31,A,1656294.7,0.0,0.0,397523924.22,395867629.52000004
002150,2008-12-31,A,1862713.63,0.0,0.0,421705721.51,419843007.88
002150,2009-12-31,A,4924973.62,0.0,0.0,445961611.17,441036637.55
002150,2010-12-31,A,4519663.58,0.0,0.0,484520345.62,480000682.04
002150,2011-12-31,A,4280997.43,0.0,0.0,505995910.47,501714913.04
002150,2012-12-31,A,8949958.65,0.0,0.0,525784631.43,516834672.78000003
002150,2013-12-31,A,10873093.57,0.0,0.0,559670726.02,548797632.4499999
002150,2014-12-31,A,13508293.28,0.0,0.0,591836683.36,578328390.08
002150,2015-12-31,A,12884550.75,0.0,0.0,637882768.75,624998218.0
002150,2016-12-31,A,15725762.83,0.0,0.0,1076322947.77,1060597184.9399999
002150,2017-12-31,A,14480510.36,0.0,0.0,1160759517.38,1146279007.0200002
002150,2018-12-31,A,12294070.28,0.0,0.0,1275641536.13,1263347465.8500001
002150,2019-12-31,A,9588680.81,0.0,0.0,1399904351.06,1390315670.25
002151,2007-12-31,A,497497.65,0.0,0.0,253786243.19,253288745.54
002151,2008-12-31,A,969905.12,0.0,0.0,286185837.95,285215932.83
002151,2009-12-31,A,2027586.15,0.0,0.0,336274800.48,334247214.33000004
002151,2010-12-31,A,3246906.59,0.0,0.0,688088193.89,684841287.3
002151,2011-12-31,A,4428867.43,0.0,0.0,758026568.17,753597700.74
002151,2012-12-31,A,3910466.25,0.0,0.0,800423135.43,796512669.18
002151,2013-12-31,A,6413647.24,0.0,0.0,849325663.17,842912015.93
002151,2014-12-31,A,9251124.38,0.0,0.0,1334595456.59,1325344332.2099998
002151,2015-12-31,A,20200410.62,10847806.21,0.0,2783858710.08,2774506105.67
002151,2016-12-31,A,30419273.14,21048252.16,0.0,4483261213.17,4473890192.19
002151,2017-12-31,A,46937744.42,25086423.92,0.0,4597155666.66,4575304346.16
002151,2018-12-31,A,54667847.04,23484026.26,0.0,4250714323.24,4219530502.46
002151,2019-12-31,A,78658591.15,33172900.05,0.0,3596389261.62,3550903570.52
002151,2020-12-31,A,71404224.6,20548418.36,0.0,4645670779.46,4594814973.219999
002152,2007-12-31,A,7247065.97,0.0,0.0,1027048579.06,1019801513.0899999
002152,2008-12-31,A,7297950.89,0.0,0.0,1344705376.24,1337407425.35
002152,2009-12-31,A,9882807.02,0.0,0.0,1674904530.66,1665021723.64
002152,2010-12-31,A,19004959.17,0.0,0.0,2026182095.01,2007177135.84
002152,2011-12-31,A,25264530.02,0.0,0.0,2461021724.52,2435757194.5
002152,2012-12-31,A,34688770.64,0.0,0.0,2993779372.58,2959090601.94
002152,2013-12-31,A,35800989.34,0.0,0.0,3620686011.46,3584885022.12
002152,2014-12-31,A,52436469.63,0.0,0.0,4327033183.1,4274596713.4700003
002152,2015-12-31,A,84349277.01,4009461.72,0.0,4763210362.21,4682870546.92
002152,2016-12-31,A,75837478.92,28503372.08,0.0,8869847791.32,8822513684.48
002152,2017-12-31,A,98128201.26,46865352.43,0.0,9484239125.18,9432976276.35
002152,2018-12-31,A,163572370.81,36915428.53,0.0,9509602006.74,9382945064.460001
002152,2019-12-31,A,164185460.68,35162265.39,0.0,9911567356.14,9782544160.849998
002152,2020-12-31,A,142823304.77,53177001.51,0.0,10945288399.53,10855642096.27
002153,2007-12-31,A,975495.19,528614.17,0.0,543674517.88,543227636.8599999
002153,2008-12-31,A,2213981.34,528614.17,0.0,665866264.75,664180897.5799999
002153,2009-12-31,A,1217048.73,528614.17,0.0,745212011.49,744523576.93
002153,2010-12-31,A,1368872.62,1045481.46,0.0,905796536.25,905473145.09
002153,2011-12-31,A,1652746.46,1133712.07,0.0,1125420762.97,1124901728.58
002153,2012-12-31,A,2129521.55,732242.7,0.0,1328885542.4,1327488263.5500002
002153,2013-12-31,A,6865174.72,66315829.71,0.0,1855761264.95,1915211919.94
002153,2014-12-31,A,7751551.2,60369622.76,0.0,1914174541.92,1966792613.48
002153,2015-12-31,A,10426589.15,54796351.99,0.0,4665992252.36,4710362015.2
002153,2016-12-31,A,27163847.22,49750612.21,0.0,5127815058.29,5150401823.28
002153,2017-12-31,A,48829569.24,40888366.88,0.0,5400738002.13,5392796799.77
002153,2018-12-31,A,56667961.64,38998207.74,0.0,8892311030.97,8874641277.07
002153,2019-12-31,A,87335744.51,37872465.1,0.0,9321348230.14,9271884950.73
002154,2007-12-31,A,2102565.22,0.0,0.0,537257350.71,535154785.49
002154,2008-12-31,A,6047646.98,12882491.9,0.0,662922439.92,669757284.8399999
002154,2009-12-31,A,10287642.77,11895321.32,0.0,1596095847.6,1597703526.1499999
002154,2010-12-31,A,33019404.67,10875710.29,0.0,1864498765.47,1842355071.09
002154,2011-12-31,A,79541772.64,10236597.31,0.0,2186017382.5,2116712207.1699998
002154,2012-12-31,A,166161151.11,9725565.27,0.0,2635151080.87,2478715495.0299997
002154,2013-12-31,A,152232147.93,9228870.11,0.0,2625295015.94,2482291738.1200004
002154,2014-12-31,A,99473367.4,8726345.53,0.0,2726552770.77,2635805748.9
002154,2015-12-31,A,45410518.16,8401373.22,0.0,2797274257.63,2760265112.69
002154,2016-12-31,A,64438799.28,8153365.74,0.0,2398526365.92,2342240932.3799996
002154,2017-12-31,A,107701458.0,7933653.35,0.0,2526909674.1,2427141869.45
002154,2018-12-31,A,87255606.01,7629147.81,0.0,2791640951.51,2712014493.31
002154,2019-12-31,A,85197903.3,7566368.02,0.0,2891790994.94,2814159459.66
002155,2007-12-31,A,22713335.54,0.0,0.0,1802422382.03,1779709046.49
002155,2008-12-31,A,43014002.43,928397.67,0.0,1870798802.72,1828713197.96
002155,2009-12-31,A,41300477.7,0.0,0.0,1910944973.79,1869644496.09
002155,2010-12-31,A,49855820.76,0.0,0.0,2045586041.58,1995730220.82
002155,2011-12-31,A,74029828.93,0.0,0.0,2502458904.33,2428429075.4
002155,2012-12-31,A,64539279.17,733948.5,0.0,2957832280.16,2894026949.49
002155,2013-12-31,A,69439693.03,87645.55,0.0,3127037262.29,3057685214.81
002155,2014-12-31,A,85367315.72,20815.04,0.0,3216818471.1,3131471970.42
002155,2015-12-31,A,113801097.59,191304.2,0.0,3423677765.87,3310067972.4799995
002155,2016-12-31,A,119020814.01,0.0,0.0,4364156592.08,4245135778.0699997
002155,2017-12-31,A,103904055.25,0.0,0.0,4636289264.09,4532385208.84
002155,2018-12-31,A,70296684.1,0.0,0.0,4925015993.38,4854719309.28
002155,2019-12-31,A,66511570.35,0.0,0.0,5033773934.61,4967262364.259999
002155,2020-12-31,A,69693555.27,0.0,0.0,5204499487.58,5134805932.309999
002156,2007-12-31,A,3441827.5,1770637.92,0.0,986049985.83,984378796.25
002156,2008-12-31,A,1953478.15,329070.4,0.0,1005389589.86,1003765182.11
002156,2009-12-31,A,4070294.96,1189025.73,0.0,1065676677.86,1062795408.63
002156,2010-12-31,A,2554315.24,1796645.09,0.0,2132306971.55,2131549301.3999999
002156,2011-12-31,A,2930338.32,2141185.17,0.0,2180581960.23,2179792807.08
002156,2012-12-31,A,3566544.0,2750135.62,0.0,2208676173.87,2207859765.49
002156,2013-12-31,A,5006404.91,2666530.95,0.0,2256122777.31,2253782903.35
002156,2014-12-31,A,6479394.58,2756373.46,0.0,2364489470.95,2360766449.83
002156,2015-12-31,A,9828035.84,2841473.29,0.0,3740388672.42,3733402109.87
002156,2016-12-31,A,98965229.29,73721355.56,0.0,6141759426.24,6116515552.51
002156,2017-12-31,A,141646165.9,62451108.35,0.0,6258252640.33,6179057582.780001
002156,2018-12-31,A,164504423.5,52824153.53,0.0,6502598363.75,6390918093.78
002156,2019-12-31,A,216770078.18,55305291.81,0.0,6502119017.57,6340654231.2
002156,2020-12-31,A,270356164.62,87221833.32,0.0,10014949476.45,9831815145.15
002157,2007-12-31,A,1233575.54,0.0,0.0,393942577.0,392709001.46
002157,2008-12-31,A,2031941.75,0.0,0.0,446050062.51,444018120.76
002157,2009-12-31,A,3361591.21,1701503.53,0.0,650747275.87,649087188.1899999
002157,2010-12-31,A,3515213.21,1701503.53,0.0,1218416253.06,1216602543.3799999
002157,2011-12-31,A,4143644.1,1701503.53,0.0,1313211835.32,1310769694.75
002157,2012-12-31,A,4259714.93,1701503.53,0.0,1357407123.36,1354848911.9599998
002157,2013-12-31,A,6710511.17,1701503.53,0.0,1497282427.69,1492273420.05
002157,2014-12-31,A,5242873.85,1701503.53,0.0,2421347381.13,2417806010.8100004
002157,2015-12-31,A,9991614.97,1701503.53,0.0,3551732621.27,3543442509.8300004
002157,2016-12-31,A,6556019.06,96695.96,0.0,6219113654.78,6212654331.679999
002157,2017-12-31,A,5946683.71,89024.54,0.0,6701688789.51,6695831130.34
002157,2018-12-31,A,12904301.97,81226.94,0.0,6819440621.29,6806617546.259999
002157,2019-12-31,A,13659882.66,0.0,0.0,9974603797.07,9960943914.41
002158,2007-12-31,A,1148663.99,0.0,0.0,512477871.62,511329207.63
002158,2008-12-31,A,2006911.2,675644.3,0.0,530912969.52,529581702.62
002158,2009-12-31,A,2362045.32,190689.81,0.0,575763778.82,573592423.31
002158,2010-12-31,A,5068016.32,108131.33,0.0,672552762.09,667592877.1
002158,2011-12-31,A,6458602.34,95589.3,0.0,761058628.32,754695615.28
002158,2012-12-31,A,9071735.09,244724.96,0.0,773488442.48,764661432.35
002158,2013-12-31,A,12412644.77,206966.24,0.0,867718019.57,855512341.0400001
002158,2014-12-31,A,13616625.36,148837.98,0.0,966983120.31,953515332.93
002158,2015-12-31,A,15134496.57,1327593.39,0.0,1840055968.48,1826249065.3000002
002158,2016-12-31,A,18746824.85,1586678.44,0.0,2117824886.77,2100664740.3600001
002158,2017-12-31,A,17929520.83,2381160.88,0.0,1785399482.51,1769851122.5600002
002158,2018-12-31,A,27810944.47,2204715.91,0.0,1864669684.31,1839063455.75
002158,2019-12-31,A,34246657.1,2748514.02,0.0,2054328329.64,2022830186.5600002
002159,2007-12-31,A,1072547.06,0.0,0.0,398299212.77,397226665.71
002159,2008-12-31,A,838012.66,0.0,0.0,407556181.67,406718169.01
002159,2009-12-31,A,915278.24,0.0,0.0,432592786.4,431677508.15999997
002159,2010-12-31,A,1007563.04,0.0,0.0,445467864.61,444460301.57
002159,2011-12-31,A,1080916.99,0.0,0.0,488559567.58,487478650.59
002159,2012-12-31,A,1192573.43,0.0,0.0,598057124.65,596864551.22
002159,2013-12-31,A,1230250.44,0.0,0.0,854940107.15,853709856.7099999
002159,2014-12-31,A,1212574.12,0.0,0.0,1147573357.71,1146360783.5900002
002159,2015-12-31,A,1252772.91,0.0,0.0,1201008169.03,1199755396.12
002159,2016-12-31,A,1350092.75,1833172.65,0.0,863074186.07,863557265.97
002159,2017-12-31,A,1304014.18,1771089.49,0.0,868675263.66,869142338.97
002159,2018-12-31,A,1855096.77,0.0,0.0,975893897.6,974038800.83
002159,2019-12-31,A,2273779.16,43284165.07,0.0,1121687319.61,1162697705.5199997
002159,2020-12-31,A,1867436.48,44920835.21,0.0,1496632442.72,1539685841.45
002160,2007-12-31,A,3719303.18,0.0,0.0,635896111.05,632176807.87
002160,2008-12-31,A,7648526.61,0.0,0.0,607693166.76,600044640.15
002160,2009-12-31,A,1756306.09,131733.75,0.0,623234003.79,621609431.4499999
002160,2010-12-31,A,1985497.73,53730.0,0.0,660809505.01,658877737.28
002160,2011-12-31,A,2409948.55,0.0,0.0,658067786.21,655657837.6600001
002160,2012-12-31,A,2273948.12,0.0,0.0,586949711.76,584675763.64
002160,2013-12-31,A,2618075.81,1200.0,0.0,527817297.74,525200421.93
002160,2014-12-31,A,1815117.31,8382051.08,0.0,901830908.71,908397842.4800001
002160,2015-12-31,A,13108617.28,6735104.54,0.0,2359093502.0,2352719989.2599998
002160,2016-12-31,A,24858348.02,6358115.38,0.0,3185299904.7,3166799672.06
002160,2017-12-31,A,44201111.55,6000610.14,0.0,3282375302.24,3244174800.8299994
002160,2018-12-31,A,47232180.21,8691451.87,0.0,2903763460.38,2865222732.04
002160,2019-12-31,A,53514802.87,7891272.75,0.0,3026505263.51,2980881733.3900003
002161,2007-12-31,A,1141098.7,0.0,0.0,390740494.31,389599395.61
002161,2008-12-31,A,2088135.28,0.0,0.0,433648454.52,431560319.24
002161,2009-12-31,A,3242501.33,0.0,0.0,480501499.93,477258998.6
002161,2010-12-31,A,6025932.14,107395.77,0.0,571861953.83,565943417.46
002161,2011-12-31,A,7404386.45,83466.08,0.0,1335745743.22,1328424822.85
002161,2012-12-31,A,6950852.67,59536.4,0.0,1429797170.29,1422905854.02
002161,2013-12-31,A,7812151.19,36141.12,0.0,1442014809.27,1434238799.1999998
002161,2014-12-31,A,8856349.39,5025929.99,0.0,1496741623.17,1492911203.77
002161,2015-12-31,A,11194365.1,4443830.65,0.0,1610943357.52,1604192823.0700002
002161,2016-12-31,A,11813258.32,3758554.2,0.0,1636844049.71,1628789345.5900002
002161,2017-12-31,A,13152596.77,4549652.92,0.0,1625714954.41,1617112010.5600002
002161,2018-12-31,A,17164402.61,4827782.76,0.0,1411048413.22,1398711793.3700001
002161,2019-12-31,A,16711466.53,138785303.38,0.0,1998480306.0,2120554142.8500001
002162,2007-12-31,A,1540093.02,0.0,0.0,935221202.99,933681109.97
002162,2008-12-31,A,5257115.22,0.0,0.0,927057849.42,921800734.1999999
002162,2009-12-31,A,4859544.99,0.0,0.0,883183348.51,878323803.52
002162,2010-12-31,A,7468617.64,0.0,0.0,897723809.92,890255192.28
002162,2011-12-31,A,12606998.48,0.0,0.0,695521036.16,682914037.68
002162,2012-12-31,A,8776141.73,20871893.5,0.0,517641985.6,529737737.37
002162,2013-12-31,A,11170302.83,84553303.96,0.0,607943258.81,681326259.9399999
002162,2014-12-31,A,8279177.61,99524170.62,0.0,813607826.06,904852819.0699999
002162,2015-12-31,A,6963014.22,106370332.55,0.0,816697122.66,916104440.9899999
002162,2016-12-31,A,6664382.77,113821078.23,0.0,850804179.36,957960874.82
002162,2017-12-31,A,8368207.33,122327355.33,0.0,885824741.65,999783889.65
002162,2018-12-31,A,8314794.78,127654312.93,0.0,950368092.5,1069707610.6500001
002162,2019-12-31,A,9299183.68,134161449.0,0.0,992583490.38,1117445755.7
002162,2020-12-31,A,11213050.29,139634318.36,0.0,1046395968.31,1174817236.38
002163,2007-12-31,A,3045314.57,0.0,0.0,523566029.92,520520715.35
002163,2008-12-31,A,8543563.71,0.0,0.0,643514446.47,634970882.76
002163,2009-12-31,A,5210527.19,0.0,0.0,664005264.49,658794737.3
002163,2010-12-31,A,11065300.14,0.0,0.0,1609272322.71,1598207022.57
002163,2011-12-31,A,24136550.28,0.0,0.0,1629766369.94,1605629819.66
002163,2012-12-31,A,67882745.37,0.0,0.0,1495776112.26,1427893366.8899999
002163,2013-12-31,A,52969878.62,0.0,0.0,1935112131.97,1882142253.3500001
002163,2014-12-31,A,63226653.59,0.0,0.0,1816724457.05,1753497803.46
002163,2015-12-31,A,71818685.8,0.0,0.0,1284002320.31,1212183634.51
002163,2016-12-31,A,49708066.15,0.0,0.0,1197105322.21,1147397256.06
002163,2017-12-31,A,41290258.41,0.0,0.0,1116208947.34,1074918688.9299998
002163,2018-12-31,A,58507659.85,0.0,0.0,958437516.3,899929856.4499999
002163,2019-12-31,A,48548622.94,0.0,0.0,887894401.97,839345779.03
002163,2020-12-31,A,204227491.56,151956689.55,0.0,1039770250.36,987499448.3500001
002164,2007-12-31,A,3575419.89,0.0,0.0,456605622.44,453030202.55
002164,2008-12-31,A,3885939.61,0.0,0.0,521996904.98,518110965.37
002164,2009-12-31,A,3404641.89,0.0,0.0,586054543.5,582649901.61
002164,2010-12-31,A,4521500.13,0.0,0.0,1186081301.55,1181559801.4199998
002164,2011-12-31,A,5715904.16,815771.42,0.0,1162480125.04,1157579992.3
002164,2012-12-31,A,13373717.35,0.0,0.0,1094624337.54,1081250620.19
002164,2013-12-31,A,15697073.06,0.0,0.0,1090488608.95,1074791535.89
002164,2014-12-31,A,20526248.15,0.0,0.0,1114328535.75,1093802287.6
002164,2015-12-31,A,20701920.5,0.0,0.0,1080934727.57,1060232807.0699999
002164,2016-12-31,A,21905520.59,0.0,0.0,1091618284.31,1069712763.7199999
002164,2017-12-31,A,53296197.34,4271869.25,0.0,3422734962.06,3373710633.97
002164,2018-12-31,A,10557389.13,27763609.14,0.0,577445980.34,594652200.35
002164,2019-12-31,A,11763487.62,27840102.5,0.0,599683567.23,615760182.11
002165,2007-12-31,A,4256160.6,0.0,0.0,414682292.7,410426132.09999996
002165,2008-12-31,A,2100941.1,0.0,0.0,463431140.69,461330199.59
002165,2009-12-31,A,2592416.6,0.0,0.0,534818981.98,532226565.38
002165,2010-12-31,A,2989838.56,0.0,0.0,612678255.4,609688416.84
002165,2011-12-31,A,3996506.19,0.0,0.0,923226543.19,919230037.0
002165,2012-12-31,A,7220573.89,0.0,0.0,998007541.02,990786967.13
002165,2013-12-31,A,15544027.68,0.0,0.0,993846011.43,978301983.75
002165,2014-12-31,A,13295809.66,0.0,0.0,1035973359.51,1022677549.85
002165,2015-12-31,A,8569801.38,0.0,0.0,1093350714.29,1084780912.9099998
002165,2016-12-31,A,7575851.95,0.0,0.0,1589180205.88,1581604353.93
002165,2017-12-31,A,10634238.12,0.0,0.0,1589489253.96,1578855015.8400002
002165,2018-12-31,A,19037143.2,0.0,0.0,1507828876.79,1488791733.59
002165,2019-12-31,A,29660198.34,0.0,0.0,1573959596.54,1544299398.2
002166,2007-12-31,A,283363.01,0.0,0.0,243688140.25,243404777.24
002166,2008-12-31,A,183182.69,0.0,0.0,246692975.32,246509792.63
002166,2009-12-31,A,408855.08,0.0,0.0,253503537.8,253094682.72
002166,2010-12-31,A,2568879.9,0.0,0.0,227113612.84,224544732.94
002166,2011-12-31,A,1506558.9,0.0,0.0,229475244.33,227968685.43
002166,2012-12-31,A,3018378.64,0.0,0.0,163362439.88,160344061.24
002166,2013-12-31,A,3716140.46,2053201.75,0.0,197375525.08,195712586.37
002166,2014-12-31,A,5728324.7,1370247.72,0.0,239099928.14,234741851.16
002166,2015-12-31,A,6887051.91,1499190.6,0.0,795938195.35,790550334.0400001
002166,2016-12-31,A,6312145.04,2657184.17,0.0,845815975.8,842161014.93
002166,2017-12-31,A,19929481.53,1638121.47,0.0,1051019147.91,1032727787.85
002166,2018-12-31,A,19316374.27,777293.43,0.0,1113813508.09,1095274427.25
002166,2019-12-31,A,20387998.4,24357276.57,0.0,1757585322.19,1761554600.36
002166,2020-12-31,A,20578331.51,30967543.51,0.0,1809129177.69,1819518389.69
002167,2007-12-31,A,86580.3,0.0,0.0,214529758.72,214443178.42
002167,2008-12-31,A,335270.28,0.0,0.0,237361626.63,237026356.35
002167,2009-12-31,A,752336.65,0.0,0.0,550134840.83,549382504.1800001
002167,2010-12-31,A,1916660.21,461694.76,0.0,599904211.65,598449246.1999999
002167,2011-12-31,A,2055160.68,454386.23,0.0,1530163773.57,1528562999.12
002167,2012-12-31,A,539444.91,0.0,0.0,1549596746.79,1549057301.8799999
002167,2013-12-31,A,1164998.83,0.0,0.0,1391236082.93,1390071084.1000001
002167,2014-12-31,A,989172.78,0.0,0.0,1370001563.0,1369012390.22
002167,2015-12-31,A,5434556.25,0.0,0.0,1004161653.88,998727097.63
002167,2016-12-31,A,3864492.25,0.0,0.0,1036094226.76,1032229734.51
002167,2017-12-31,A,4717680.3,0.0,0.0,998739970.9,994022290.6
002167,2018-12-31,A,3404565.93,0.0,0.0,1004900940.32,1001496374.3900001
002167,2019-12-31,A,1023262.74,0.0,0.0,796718690.25,795695427.51
002167,2020-12-31,A,26080.45,0.0,0.0,1051522146.64,1051496066.1899999
002168,2007-12-31,A,1279171.9,0.0,0.0,471429893.98,470150722.08000004
002168,2008-12-31,A,2335834.16,0.0,0.0,513763775.16,511427941.0
002168,2009-12-31,A,3600150.92,0.0,0.0,588930342.62,585330191.7
002168,2010-12-31,A,4796943.12,0.0,0.0,1055315489.36,1050518546.24
002168,2011-12-31,A,6051745.25,0.0,0.0,1169406947.46,1163355202.21
002168,2012-12-31,A,7206110.05,0.0,0.0,1236783176.71,1229577066.66
002168,2013-12-31,A,11377499.85,0.0,0.0,1221596737.85,1210219238.0
002168,2014-12-31,A,12078891.78,0.0,0.0,1263042478.68,1250963586.9
002168,2015-12-31,A,10744704.38,4063311.9,0.0,1200627416.13,1193946023.65
002168,2016-12-31,A,17873752.15,16179727.56,0.0,1354350780.81,1352656756.2199998
002168,2017-12-31,A,26077497.42,14255705.33,0.0,1398074016.79,1386252224.6999998
002168,2018-12-31,A,21755502.84,15007550.32,0.0,2058414245.43,2051666292.91
002168,2019-12-31,A,32043929.8,10392514.68,0.0,2077541029.56,2055889614.44
002169,2007-12-31,A,500494.29,0.0,0.0,295315039.34,294814545.04999995
002169,2008-12-31,A,2456680.89,2383556.35,0.0,317845857.34,317772732.8
002169,2009-12-31,A,3310462.41,2275893.18,0.0,353197932.95,352163363.71999997
002169,2010-12-31,A,5184448.53,1513306.55,0.0,568882280.48,565211138.5
002169,2011-12-31,A,9813923.43,0.0,0.0,621891480.94,612077557.5100001
002169,2012-12-31,A,23510278.26,0.0,0.0,620240709.42,596730431.16
002169,2013-12-31,A,21475374.13,0.0,0.0,644870693.25,623395319.12
002169,2014-12-31,A,19712527.63,0.0,0.0,684455184.38,664742656.75
002169,2015-12-31,A,22504086.14,0.0,0.0,1282866121.5,1260362035.36
002169,2016-12-31,A,26797913.73,0.0,0.0,2926708459.4,2899910545.67
002169,2017-12-31,A,27403954.37,1514195.5,0.0,3020268613.24,2994378854.37
002169,2018-12-31,A,31231326.12,1725280.0,0.0,3057032469.72,3027526423.6
002169,2019-12-31,A,39780374.19,30121231.42,0.0,3022361796.27,3012702653.5
002170,2007-12-31,A,711425.42,0.0,0.0,503640423.07,502928997.65
002170,2008-12-31,A,1887037.37,0.0,0.0,559009568.7,557122531.33
002170,2009-12-31,A,4026431.92,0.0,0.0,555357651.19,551331219.2700001
002170,2010-12-31,A,6375883.54,0.0,0.0,673802406.98,667426523.44
002170,2011-12-31,A,7793155.23,0.0,0.0,768349125.11,760555969.88
002170,2012-12-31,A,17999632.64,0.0,0.0,1389276075.69,1371276443.05
002170,2013-12-31,A,24969858.64,0.0,0.0,1465564429.14,1440594570.5
002170,2014-12-31,A,34976700.69,0.0,0.0,1601496754.07,1566520053.3799999
002170,2015-12-31,A,47083200.71,1047370.29,0.0,1924329448.77,1878293618.35
002170,2016-12-31,A,72749667.72,3961764.98,0.0,2066336906.51,1997549003.77
002170,2017-12-31,A,79251121.7,710231.13,0.0,1917064113.16,1838523222.5900002
002170,2018-12-31,A,81541405.31,443832.49,0.0,1913434944.28,1832337371.46
002170,2019-12-31,A,96105124.69,262234.41,0.0,1927235622.0,1831392731.72
002171,2007-12-31,A,338119.81,0.0,0.0,620236396.14,619898276.33
002171,2008-12-31,A,6967323.62,0.0,0.0,572719443.52,565752119.9
002171,2009-12-31,A,8903206.41,2480782.7,0.0,613119917.44,606697493.7300001
002171,2010-12-31,A,9939800.2,3298179.09,0.0,694109138.13,687467517.02
002171,2011-12-31,A,3022805.41,0.0,0.0,692686283.65,689663478.24
002171,2012-12-31,A,16494079.61,1122707.7,0.0,627771917.19,612400545.2800001
002171,2013-12-31,A,21429231.44,0.0,0.0,637068350.73,615639119.29
002171,2014-12-31,A,21923662.92,2375.0,0.0,1138676700.81,1116755412.8899999
002171,2015-12-31,A,20417670.07,4156367.0,0.0,1709999599.02,1693738295.95
002171,2016-12-31,A,21424335.39,5470814.74,0.0,3180263700.05,3164310179.4
002171,2017-12-31,A,23962262.35,4820613.27,0.0,3433971161.91,3414829512.83
