code,date,type,递延所得税资产,递延所得税负债,优先股账面值,所有者权益合计,book_equity
002941,2019-12-31,A,107069152.12,717025.18,0.0,2706995503.42,2600643376.48
002942,2018-12-31,A,6866424.94,0.0,0.0,748283069.67,741416644.7299999
002942,2019-12-31,A,11570736.5,10296284.13,0.0,925153810.17,923879357.8
002943,2018-12-31,A,9653646.57,0.0,0.0,779074342.76,769420696.1899999
002943,2019-12-31,A,11210879.99,0.0,0.0,784264168.82,773053288.83
002945,2018-12-31,A,3153025.33,0.0,0.0,4086360445.68,4083207420.35
002945,2019-12-31,A,2426923.01,7731838.85,0.0,5338361716.5,5343666632.34
002945,2020-12-31,A,0.0,35885626.65,0.0,6020488964.42,6056374591.07
002946,2018-12-31,A,17662567.0,5758843.0,0.0,1542218010.0,1530314286.0
002946,2019-12-31,A,24162879.07,5235858.86,0.0,2056358255.91,2037431235.7
002947,2018-12-31,A,3404783.77,0.0,0.0,548920477.93,545515694.16
002947,2019-12-31,A,3722123.41,0.0,0.0,1216710983.88,1212988860.47
002947,2020-12-31,A,6273268.44,121423.95,0.0,1281397610.85,1275245766.36
002948,2018-12-31,A,1152778000.0,0.0,7853964000.0,27496724000.0,18489982000.0
002948,2019-12-31,A,1581905000.0,0.0,7853964000.0,30477918000.0,21042049000.0
002948,2020-12-31,A,2468017000.0,0.0,7853964000.0,30906858000.0,20584877000.0
002949,2018-12-31,A,9053598.47,0.0,0.0,606824813.56,597771215.0899999
002949,2019-12-31,A,14275510.67,170611.28,0.0,1178065598.56,1163960699.1699998
002950,2018-12-31,A,43638055.22,51338572.02,0.0,1321684993.02,1329385509.82
002950,2019-12-31,A,45668541.11,92147824.04,0.0,2059168936.45,2105648219.3800004
002951,2019-12-31,A,1812749.36,3949771.41,0.0,1323733458.69,1325870480.7400002
002952,2019-12-31,A,642794.99,131126.85,0.0,793124737.5,792613069.36
002953,2019-12-31,A,4685292.81,0.0,0.0,941011241.81,936325949.0
002955,2019-12-31,A,40644481.74,311361.8,0.0,2939371851.66,2899038731.7200003
002955,2020-12-31,A,50209415.94,298388.39,0.0,3036756850.14,2986845822.5899997
002956,2019-12-31,A,4287096.35,1974307.54,0.0,1340516544.39,1338203755.5800002
002957,2019-12-31,A,22940187.71,1510587.07,0.0,2539571922.16,2518142321.52
002958,2018-12-31,A,997729000.0,0.0,0.0,21342761000.0,20345032000.0
002958,2019-12-31,A,1655694000.0,0.0,0.0,25261699000.0,23606005000.0
002959,2019-12-31,A,13397422.26,0.0,0.0,1664702127.97,1651304705.71
002960,2019-12-31,A,19240261.25,3036335.99,0.0,2769083504.25,2752879578.99
002961,2019-12-31,A,7889300.29,3149462.14,0.0,1708347579.95,1703607741.8000002
002961,2020-12-31,A,11928050.94,11094247.49,0.0,1981672148.15,1980838344.7
002962,2019-12-31,A,6501978.61,0.0,0.0,1636883776.83,1630381798.22
002962,2020-12-31,A,6969677.37,0.0,0.0,1743021407.57,1736051730.2
002963,2019-12-31,A,18467678.07,1550.15,0.0,1640254336.83,1621788208.91
002965,2019-12-31,A,11352114.88,0.0,0.0,1622409175.31,1611057060.4299998
002966,2019-12-31,A,1554631546.0,0.0,0.0,28953201375.0,27398569829.0
002967,2019-12-31,A,47289240.96,19282814.6,0.0,1528883858.32,1500877431.9599998
002967,2020-12-31,A,69434805.99,23980088.45,0.0,1766280799.49,1720826081.95
002968,2019-12-31,A,3378027.14,0.0,0.0,754942782.64,751564755.5
002968,2020-12-31,A,4190915.8,1853123.75,0.0,853241062.34,850903270.2900001
002969,2019-12-31,A,41336061.94,686898.95,0.0,2079998091.91,2039348928.92
002970,2019-12-31,A,18871803.94,0.0,0.0,1396004176.14,1377132372.2
002971,2019-12-31,A,1717394.24,748232.47,0.0,611744885.05,610775723.28
002972,2019-12-31,A,8105830.38,0.0,0.0,1037369725.61,1029263895.23
002973,2019-12-31,A,13302606.66,0.0,0.0,1264573325.63,1251270718.97
002973,2020-12-31,A,15227073.82,0.0,0.0,1704574144.85,1689347071.03
002975,2019-12-31,A,5073298.05,0.0,0.0,542332647.97,537259349.9200001
002976,2019-12-31,A,2424401.91,4145419.8,0.0,467703806.59,469424824.47999996
002977,2020-12-31,A,6753705.95,0.0,0.0,924113832.85,917360126.9
002978,2020-12-31,A,12492906.82,6992813.79,0.0,4038706875.53,4033206782.5
002979,2020-12-31,A,4197469.4,0.0,0.0,1117589508.82,1113392039.4199998
002982,2020-12-31,A,0.0,0.0,0.0,1633547760.55,1633547760.55
002983,2020-12-31,A,5652152.67,267467.57,0.0,1028366014.11,1022981329.0100001
002984,2020-12-31,A,21381475.25,146227.5,0.0,5549847960.61,5528612712.86
002985,2020-12-31,A,30756980.01,0.0,0.0,2270854642.64,2240097662.6299996
002988,2020-12-31,A,28607966.41,0.0,0.0,2121422769.1,2092814802.6899998
002993,2020-12-31,A,23497675.08,23004784.57,0.0,2216181249.81,2215688359.3
003000,2020-12-31,A,11904056.06,0.0,0.0,868114789.2,856210733.1400001
003001,2020-12-31,A,36227095.18,1738593.33,0.0,1279310165.14,1244821663.29
003008,2020-12-31,A,1305916.7,0.0,0.0,1004006918.68,1002701001.9799999
003009,2020-12-31,A,3708476.0,0.0,0.0,1233737878.25,1230029402.25
003010,2020-12-31,A,8300566.31,0.0,0.0,1050917844.73,1042617278.4200001
003013,2020-12-31,A,80091698.14,0.0,0.0,1843240472.65,1763148774.51
003018,2020-12-31,A,2711850.27,0.0,0.0,1289446341.88,1286734491.6100001
003020,2020-12-31,A,3372572.72,0.0,0.0,1173993131.03,1170620558.31
003021,2020-12-31,A,5991558.25,19710314.54,0.0,2772512453.53,2786231209.82
003022,2020-12-31,A,3539016.74,17489415.72,0.0,5542789236.41,5556739635.39
003027,2020-12-31,A,12053343.62,2265449.74,0.0,1544421659.33,1534633765.45
003035,2020-12-31,A,49862801.48,1769290.13,0.0,4842434455.66,4794340944.31
003816,2019-12-31,A,1904063349.16,1217228385.92,0.0,135293867491.46,134607032528.22
003816,2020-12-31,A,2177159194.01,1205428001.19,0.0,141630606257.91,140658875065.09
300001,2009-12-31,A,3360223.59,0.0,0.0,993445942.64,990085719.05
300001,2010-12-31,A,5307270.96,0.0,0.0,1079676621.27,1074369350.31
300001,2011-12-31,A,8145163.78,0.0,0.0,1144479662.8,1136334499.02
300001,2012-12-31,A,10185921.66,0.0,0.0,1184775043.93,1174589122.27
300001,2013-12-31,A,16061588.5,0.0,0.0,1421574960.43,1405513371.93
300001,2014-12-31,A,21910884.25,569116.54,0.0,1566651269.48,1545309501.77
300001,2015-12-31,A,97112170.16,48963106.41,0.0,2675395839.13,2627246775.38
300001,2016-12-31,A,254457997.16,118924749.15,0.0,2953990631.44,2818457383.4300003
300001,2017-12-31,A,271553208.83,110609411.86,0.0,3296265364.72,3135321567.75
300001,2018-12-31,A,317223196.84,81114192.73,0.0,3533310059.37,3297201055.2599998
300001,2019-12-31,A,358761160.04,35558462.64,0.0,3673426850.81,3350224153.41
300002,2009-12-31,A,5767812.55,0.0,0.0,2261324849.23,2255557036.68
300002,2010-12-31,A,7572013.96,0.0,0.0,2553776213.82,2546204199.86
300002,2011-12-31,A,21283569.67,640262.48,0.0,2853284549.29,2832641242.1
300002,2012-12-31,A,21891540.42,640262.48,0.0,3212969313.15,3191718035.21
300002,2013-12-31,A,18183882.71,640262.48,0.0,3607939896.69,3590396276.46
300002,2014-12-31,A,28894592.94,2977318.59,0.0,4931769453.53,4905852179.18
300002,2015-12-31,A,31481286.33,2316828.12,0.0,4984866921.68,4955702463.47
300002,2016-12-31,A,26148522.94,2464563.66,0.0,5034620094.14,5010936134.860001
300002,2017-12-31,A,36727690.45,1587836.11,0.0,5139974121.25,5104834266.91
300002,2018-12-31,A,42751781.79,1177009.7,0.0,5230168297.01,5188593524.92
300002,2019-12-31,A,29527891.54,517383.48,0.0,3746558231.8,3717547723.7400002
300003,2009-12-31,A,1695616.25,0.0,0.0,1755960278.7,1754264662.45
300003,2010-12-31,A,1516676.75,0.0,0.0,2066294373.35,2064777696.6
300003,2011-12-31,A,2715805.71,0.0,0.0,2341526921.39,2338811115.68
300003,2012-12-31,A,4215328.74,0.0,0.0,2618415163.08,2614199834.34
300003,2013-12-31,A,11568814.18,0.0,0.0,2894430431.18,2882861617.0
300003,2014-12-31,A,21235336.69,0.0,0.0,3292592619.36,3271357282.67
300003,2015-12-31,A,29191322.05,46646709.19,0.0,5338610457.2,5356065844.339999
300003,2016-12-31,A,40959907.74,64744552.86,0.0,6013324366.09,6037109011.21
300003,2017-12-31,A,51663005.44,87737631.21,0.0,7027249574.72,7063324200.490001
300003,2018-12-31,A,92935127.67,91468773.1,0.0,6588052848.07,6586586493.5
300003,2019-12-31,A,144369542.62,207100586.13,0.0,8004948804.97,8067679848.4800005
300004,2009-12-31,A,494014.04,0.0,0.0,689683379.78,689189365.74
300004,2010-12-31,A,1131827.11,0.0,0.0,742479263.27,741347436.16
300004,2011-12-31,A,1757166.75,0.0,0.0,828705277.74,826948110.99
300004,2012-12-31,A,3271764.15,0.0,0.0,849597431.72,846325667.57
300004,2013-12-31,A,6507756.15,0.0,0.0,896111632.19,889603876.0400001
300004,2014-12-31,A,13642026.81,34554287.13,0.0,3017957599.66,3038869859.98
300004,2015-12-31,A,28192626.71,32185909.38,0.0,3045003418.31,3048996700.98
300004,2016-12-31,A,34332045.2,29906382.23,0.0,3115253109.57,3110827446.6000004
300004,2017-12-31,A,23998416.88,27624585.86,0.0,3137652891.7,3141279060.68
300004,2018-12-31,A,37061942.32,25324953.99,0.0,2053012966.18,2041275977.8500001
300004,2019-12-31,A,40422876.71,23060421.63,0.0,1983579341.71,1966216886.63
300005,2009-12-31,A,732832.0,0.0,0.0,456890096.07,456157264.07
300005,2010-12-31,A,1080544.92,0.0,0.0,498730338.3,497649793.38
300005,2011-12-31,A,9135716.9,0.0,0.0,605982016.35,596846299.45
300005,2012-12-31,A,17767544.75,0.0,0.0,805619889.22,787852344.47
300005,2013-12-31,A,28432712.6,0.0,0.0,1050292768.78,1021860056.18
300005,2014-12-31,A,34686397.26,0.0,0.0,1294643986.5,1259957589.24
300005,2015-12-31,A,46619948.84,8068623.83,0.0,1583432633.89,1544881308.88
300005,2016-12-31,A,65156581.27,1697009.54,0.0,2896367564.44,2832907992.71
300005,2017-12-31,A,67123469.81,384726.95,0.0,2624219491.81,2557480748.95
300005,2018-12-31,A,53520106.55,0.0,0.0,2365938148.5,2312418041.95
300005,2019-12-31,A,43221844.77,0.0,0.0,2445398060.24,2402176215.47
300006,2009-12-31,A,1923583.78,0.0,0.0,525078936.51,523155352.73
300006,2010-12-31,A,3633830.35,3386165.91,0.0,561591612.33,561343947.89
300006,2011-12-31,A,3163724.6,7684492.79,0.0,660171806.83,664692575.02
300006,2012-12-31,A,3586251.6,7279208.73,0.0,710507719.0,714200676.13
300006,2013-12-31,A,3975644.94,6884115.35,0.0,1125708295.69,1128616766.1
300006,2014-12-31,A,15767835.31,6500077.35,0.0,1016943705.41,1007675947.45
300006,2015-12-31,A,22745123.42,6179994.73,0.0,1689876176.24,1673311047.55
300006,2016-12-31,A,41392371.34,5976183.05,0.0,1674256102.08,1638839913.79
300006,2017-12-31,A,55419375.74,5772371.37,0.0,1722892144.3,1673245139.9299998
300006,2018-12-31,A,59515582.49,5568559.69,0.0,1724040893.32,1670093870.52
300006,2019-12-31,A,83686870.64,5364748.01,0.0,1653730775.28,1575408652.6499999
300006,2020-12-31,A,92717510.74,4808378.66,0.0,1231615367.81,1143706235.73
300007,2009-12-31,A,1125938.18,0.0,0.0,495379613.39,494253675.21
300007,2010-12-31,A,1839090.04,1259532.96,0.0,530092289.71,529512732.62999994
300007,2011-12-31,A,4587615.22,1059565.06,0.0,587455046.3,583926996.1399999
300007,2012-12-31,A,2629730.46,869937.52,0.0,642300092.63,640540299.6899999
300007,2013-12-31,A,4922371.45,335320.61,0.0,683967980.56,679380929.7199999
300007,2014-12-31,A,9001296.83,15741194.89,0.0,1246245378.22,1252985276.2800002
300007,2015-12-31,A,24095951.79,18066732.75,0.0,1501355816.74,1495326597.7
300007,2016-12-31,A,64007643.79,25359497.83,0.0,1786240114.07,1747591968.11
300007,2017-12-31,A,118125475.07,22039595.64,0.0,1907129838.25,1811043958.8200002
300007,2018-12-31,A,107545600.52,21059059.52,0.0,2018990473.99,1932503932.99
300007,2019-12-31,A,76874205.57,19861622.45,0.0,1870885360.31,1813872777.19
300007,2020-12-31,A,79549641.69,18665050.23,0.0,2106695280.06,2045810688.6
300008,2009-12-31,A,83768.85,0.0,0.0,447693886.62,447610117.77
300008,2010-12-31,A,2221300.66,0.0,0.0,491159890.43,488938589.77
300008,2011-12-31,A,3359901.87,0.0,0.0,552125339.18,548765437.31
300008,2012-12-31,A,3965877.3,0.0,0.0,542738178.73,538772301.4300001
300008,2013-12-31,A,1580279.63,0.0,0.0,537228220.7,535647941.07000005
300008,2014-12-31,A,6382473.93,0.0,0.0,842229282.76,835846808.83
300008,2015-12-31,A,7328540.8,0.0,0.0,943869000.3,936540459.5
300008,2016-12-31,A,12941678.07,6162943.99,0.0,3271953463.66,3265174729.5799994
300008,2017-12-31,A,20259453.07,5825095.52,0.0,2652333616.75,2637899259.2
300008,2018-12-31,A,16997803.28,5513249.21,0.0,755616614.78,744132060.71
300008,2019-12-31,A,15641101.02,9452006.52,0.0,403240898.41,397051803.91
300009,2009-12-31,A,1639767.78,0.0,0.0,495409550.82,493769783.04
300009,2010-12-31,A,1387439.45,0.0,0.0,522302626.01,520915186.56
300009,2011-12-31,A,1430616.23,0.0,0.0,543883591.44,542452975.21
300009,2012-12-31,A,1352279.97,0.0,0.0,580028774.26,578676494.29
300009,2013-12-31,A,2960639.02,0.0,0.0,660599435.43,657638796.41
300009,2014-12-31,A,10869685.28,0.0,0.0,773470471.94,762600786.6600001
300009,2015-12-31,A,33175029.54,25847994.94,0.0,1264471138.78,1257144104.18
300009,2016-12-31,A,12440329.06,17138224.12,0.0,1426199965.78,1430897860.84
300009,2017-12-31,A,31688518.95,15074836.31,0.0,1760408316.22,1743794633.58
300009,2018-12-31,A,24027695.05,14435500.64,0.0,2011106504.65,2001514310.2400002
300009,2019-12-31,A,32122589.38,10232491.36,0.0,2700020294.09,2678130196.07
300009,2020-12-31,A,39652544.48,9071442.1,0.0,2928588150.27,2898007047.89
300010,2009-12-31,A,1123359.27,0.0,0.0,604540689.6,603417330.33
300010,2010-12-31,A,2270858.25,0.0,0.0,655681566.26,653410708.01
300010,2011-12-31,A,2975683.16,0.0,0.0,703084200.66,700108517.5
300010,2012-12-31,A,4593663.06,0.0,0.0,827519917.07,822926254.0100001
300010,2013-12-31,A,7299359.6,0.0,0.0,872401131.8,865101772.1999999
300010,2014-12-31,A,14717078.31,2908363.64,0.0,1372769815.37,1360961100.7
300010,2015-12-31,A,24467511.6,5883390.71,0.0,1763334956.27,1744750835.38
300010,2016-12-31,A,44121517.35,22901723.39,0.0,5422676287.49,5401456493.53
300010,2017-12-31,A,71073172.6,26914071.95,0.0,5642209253.5,5598050152.849999
300010,2018-12-31,A,212871258.56,19522415.61,0.0,3446900938.91,3253552095.96
300010,2019-12-31,A,269184968.84,19027501.85,0.0,3582230928.48,3332073461.49
300011,2009-12-31,A,1454412.38,0.0,0.0,629617708.64,628163296.26
300011,2010-12-31,A,2146206.24,0.0,0.0,682488603.87,680342397.63
300011,2011-12-31,A,3229680.07,0.0,0.0,794064792.38,790835112.31
300011,2012-12-31,A,5222537.63,0.0,0.0,723373287.71,718150750.08
300011,2013-12-31,A,6818099.83,0.0,0.0,778326549.24,771508449.41
300011,2014-12-31,A,9305597.68,7631270.6,0.0,1819613757.07,1817939429.9899998
300011,2015-12-31,A,14942447.76,9587867.46,0.0,2072788471.44,2067433891.14
300011,2016-12-31,A,19941010.59,7726156.34,0.0,2166278417.29,2154063563.04
300011,2017-12-31,A,36360706.51,39748743.22,0.0,2484421742.26,2487809778.97
300011,2018-12-31,A,22577958.15,36404775.92,0.0,1900510498.43,1914337316.2
300011,2019-12-31,A,26425849.4,33180015.9,0.0,1957145696.66,1963899863.16
300012,2009-12-31,A,209972.85,0.0,0.0,695987259.45,695777286.6
300012,2010-12-31,A,483423.61,0.0,0.0,725908903.74,725425480.13
300012,2011-12-31,A,281825.99,0.0,0.0,790414458.39,790132632.4
300012,2012-12-31,A,440617.32,0.0,0.0,856108988.46,855668371.14
300012,2013-12-31,A,877956.24,0.0,0.0,986096074.72,985218118.48
300012,2014-12-31,A,8034036.22,372208.49,0.0,1292327638.71,1284665810.98
300012,2015-12-31,A,13856477.52,298978.59,0.0,1459540455.74,1445982956.81
300012,2016-12-31,A,16374734.96,403606.42,0.0,2460430736.39,2444459607.85
300012,2017-12-31,A,18195717.39,191850.52,0.0,2537793724.32,2519789857.4500003
300012,2018-12-31,A,26856434.75,21372792.84,0.0,2774933625.78,2769449983.8700004
300012,2019-12-31,A,45511252.61,48344986.51,0.0,3208418710.85,3211252444.75
300013,2009-12-31,A,189348.54,0.0,0.0,339430429.19,339241080.65
300013,2010-12-31,A,168784.59,0.0,0.0,345086583.37,344917798.78000003
300013,2011-12-31,A,125048.79,0.0,0.0,343867867.76,343742818.96999997
300013,2012-12-31,A,255518.09,0.0,0.0,352310240.1,352054722.01000005
300013,2013-12-31,A,394370.44,0.0,0.0,359480393.86,359086023.42
300013,2014-12-31,A,241502.15,340338.6,0.0,364894975.34,364993811.79
300013,2015-12-31,A,13183963.57,2883694.11,0.0,1195788759.82,1185488490.36
300013,2016-12-31,A,8428270.45,2242841.94,0.0,1348350366.99,1342164938.48
300013,2017-12-31,A,11462543.08,1485608.59,0.0,1397790538.4,1387813603.91
300013,2018-12-31,A,24631366.75,30573108.63,0.0,1445786778.2,1451728520.0800002
300013,2019-12-31,A,69624059.54,387755.0,0.0,840389806.01,771153501.47
300014,2009-12-31,A,863579.02,0.0,0.0,538400902.59,537537323.57
300014,2010-12-31,A,1475245.86,0.0,0.0,581819494.44,580344248.58
300014,2011-12-31,A,2333045.09,0.0,0.0,647803114.65,645470069.56
300014,2012-12-31,A,2664854.04,0.0,0.0,736029076.24,733364222.2
300014,2013-12-31,A,2888547.5,0.0,0.0,895869115.1,892980567.6
300014,2014-12-31,A,3186750.81,5555265.05,0.0,1020415074.1,1022783588.34
300014,2015-12-31,A,3922222.9,6521388.69,0.0,1773645263.03,1776244428.82
300014,2016-12-31,A,19240607.24,1385365.02,0.0,2094157689.18,2076302446.96
300014,2017-12-31,A,53059477.99,4792223.9,0.0,3197090014.17,3148822760.0800004
300014,2018-12-31,A,127790734.83,75615666.63,0.0,3702014808.08,3649839739.88
300014,2019-12-31,A,192101091.65,91629869.82,0.0,7711759648.27,7611288426.440001
300015,2009-12-31,A,582228.41,0.0,0.0,1233880249.83,1233298021.4199998
300015,2010-12-31,A,1200949.49,0.0,0.0,1308593206.02,1307392256.53
300015,2011-12-31,A,5773007.36,2262434.68,0.0,1413283705.23,1409773132.5500002
300015,2012-12-31,A,18316863.4,2143602.18,0.0,1568889014.57,1552715753.35
300015,2013-12-31,A,21361024.06,2024769.68,0.0,1738790940.96,1719454686.5800002
300015,2014-12-31,A,28651196.13,1989022.63,0.0,2097376849.16,2070714675.66
300015,2015-12-31,A,30695439.89,2650436.54,0.0,2499205040.89,2471160037.54
300015,2016-12-31,A,47668257.14,1375323.88,0.0,2937036974.85,2890744041.59
300015,2017-12-31,A,42519019.98,44389219.48,0.0,5472047112.75,5473917312.25
300015,2018-12-31,A,52992671.91,47584570.02,0.0,5970549520.81,5965141418.920001
300015,2019-12-31,A,94981959.58,74211635.19,0.0,7022731424.94,7001961100.549999
300016,2009-12-31,A,505953.52,0.0,0.0,433705220.74,433199267.22
300016,2010-12-31,A,488967.72,0.0,0.0,467624999.99,467136032.27
300016,2011-12-31,A,3128787.44,0.0,0.0,491470204.26,488341416.82
300016,2012-12-31,A,5674382.35,0.0,0.0,523959089.03,518284706.67999995
300016,2013-12-31,A,5904398.75,0.0,0.0,559380988.61,553476589.86
300016,2014-12-31,A,8783278.94,3168927.06,0.0,666333177.5,660718825.6199999
300016,2015-12-31,A,7526545.4,2775939.66,0.0,932632302.6,927881696.86
300016,2016-12-31,A,17123015.71,0.0,0.0,901694645.9,884571630.1899999
300016,2017-12-31,A,15808606.11,0.0,0.0,1069235135.57,1053426529.46
300016,2018-12-31,A,5376452.91,0.0,0.0,1205791286.88,1200414833.97
300016,2019-12-31,A,5292058.25,29820292.99,0.0,1450507101.3,1475035336.04
300016,2020-12-31,A,11070187.55,45014967.67,0.0,1892073376.03,1926018156.15
300017,2009-12-31,A,1023215.24,0.0,0.0,708427845.67,707404630.43
300017,2010-12-31,A,1703258.92,0.0,0.0,737590008.34,735886749.4200001
300017,2011-12-31,A,2307268.52,0.0,0.0,779335137.19,777027868.6700001
300017,2012-12-31,A,3802014.45,0.0,0.0,870451005.71,866648991.26
300017,2013-12-31,A,7044308.48,0.0,0.0,1138233290.66,1131188982.18
300017,2014-12-31,A,12783474.55,0.0,0.0,1635967688.15,1623184213.6000001
300017,2015-12-31,A,5029131.51,277157.59,0.0,2513935725.31,2509183751.39
300017,2016-12-31,A,6452270.08,333542.41,0.0,7356422934.36,7350304206.69
300017,2017-12-31,A,74804163.62,59025695.21,0.0,7972741735.29,7956963266.88
300017,2018-12-31,A,112691540.37,94959640.72,0.0,8683372018.88,8665640119.229998
300017,2019-12-31,A,63933130.77,38354058.01,0.0,8631747557.35,8606168484.59
300017,2020-12-31,A,41563436.54,10995059.71,0.0,8694461824.44,8663893447.609999
300018,2009-12-31,A,2063987.22,0.0,0.0,645286811.79,643222824.5699999
300018,2010-12-31,A,2387432.56,0.0,0.0,656894668.48,654507235.9200001
300018,2011-12-31,A,4015404.21,0.0,0.0,696535717.77,692520313.56
300018,2012-12-31,A,5523413.12,0.0,0.0,722023223.44,716499810.32
300018,2013-12-31,A,6634515.09,0.0,0.0,741749636.21,735115121.12
300018,2014-12-31,A,6737651.22,0.0,0.0,778925062.19,772187410.97
300018,2015-12-31,A,9288890.18,3749052.74,0.0,1379186467.08,1373646629.6399999
300018,2016-12-31,A,10896031.63,2791847.78,0.0,1472549180.61,1464444996.7599998
300018,2017-12-31,A,9981754.31,1834642.83,0.0,1563286892.75,1555139781.27
300018,2018-12-31,A,12774187.77,877437.87,0.0,1060341644.75,1048444894.85
300018,2019-12-31,A,11127995.78,0.0,0.0,1101831441.0,1090703445.22
300018,2020-12-31,A,12919978.54,0.0,0.0,1150599559.0,1137679580.46
300019,2009-12-31,A,1232640.52,0.0,0.0,386960353.5,385727712.98
300019,2010-12-31,A,770880.91,0.0,0.0,419575024.84,418804143.92999995
300019,2011-12-31,A,1812168.4,0.0,0.0,473966166.14,472153997.74
300019,2012-12-31,A,2420822.31,0.0,0.0,511978485.65,509557663.34
300019,2013-12-31,A,2751833.77,0.0,0.0,556727577.23,553975743.46
300019,2014-12-31,A,4562379.68,0.0,0.0,605422610.28,600860230.6
300019,2015-12-31,A,4583939.95,0.0,0.0,662175333.92,657591393.9699999
300019,2016-12-31,A,4775550.9,0.0,0.0,729797720.84,725022169.94
300019,2017-12-31,A,7948210.83,0.0,0.0,748462951.33,740514740.5
300019,2018-12-31,A,8519556.97,0.0,0.0,759526385.88,751006828.91
300019,2019-12-31,A,10817628.25,0.0,0.0,892699225.79,881881597.54
300019,2020-12-31,A,15417738.16,4778620.02,0.0,1048884911.02,1038245792.88
300020,2009-12-31,A,4665687.6,0.0,0.0,574596542.22,569930854.62
300020,2010-12-31,A,6159033.75,0.0,0.0,623364808.79,617205775.04
300020,2011-12-31,A,13559159.42,0.0,0.0,712725316.93,699166157.51
300020,2012-12-31,A,15335085.94,0.0,0.0,814553778.78,799218692.8399999
300020,2013-12-31,A,16761047.82,0.0,0.0,1010169952.8,993408904.9799999
300020,2014-12-31,A,28411603.08,0.0,0.0,1893741629.5,1865330026.42
300020,2015-12-31,A,52103622.53,0.0,0.0,2935277718.23,2883174095.7
300020,2016-12-31,A,69145457.1,30323598.89,0.0,3257532572.73,3218710714.52
300020,2017-12-31,A,68664338.97,25825763.92,0.0,3361276770.79,3318438195.7400002
300020,2018-12-31,A,103908366.59,11025166.91,0.0,3275770392.79,3182887193.1099997
300020,2019-12-31,A,65880261.37,1830119.9,0.0,3332867556.52,3268817415.05
300021,2009-12-31,A,1278428.24,39655.25,0.0,380094566.44,378855793.45
300021,2010-12-31,A,2410625.56,0.0,0.0,410183847.4,407773221.84
300021,2011-12-31,A,6232494.58,0.0,0.0,426197257.48,419964762.90000004
300021,2012-12-31,A,10081953.33,0.0,0.0,457735048.52,447653095.19
300021,2013-12-31,A,13198141.0,0.0,0.0,478515677.49,465317536.49
300021,2014-12-31,A,13146056.81,0.0,0.0,479318460.64,466172403.83
300021,2015-12-31,A,10529870.55,0.0,0.0,542673825.06,532143954.50999993
300021,2016-12-31,A,11739765.96,0.0,0.0,1377089696.2,1365349930.24
300021,2017-12-31,A,16586979.46,0.0,0.0,1453105464.89,1436518485.43
300021,2018-12-31,A,25285098.66,0.0,0.0,1553778476.1,1528493377.4399998
300021,2019-12-31,A,31522792.38,0.0,0.0,1606105507.69,1574582715.31
300022,2009-12-31,A,251975.39,0.0,0.0,556162600.2,555910624.8100001
300022,2010-12-31,A,3015678.29,0.0,0.0,799405989.94,796390311.6500001
300022,2011-12-31,A,3763797.55,0.0,0.0,902891476.58,899127679.0300001
300022,2012-12-31,A,6552961.77,0.0,0.0,929698721.89,923145760.12
300022,2013-12-31,A,7592707.15,0.0,0.0,669526987.2,661934280.0500001
300022,2014-12-31,A,6914835.88,0.0,0.0,268905148.6,261990312.72000003
300022,2015-12-31,A,8815585.47,0.0,0.0,432207841.05,423392255.58
300022,2016-12-31,A,7892451.0,0.0,0.0,468433880.99,460541429.99
300022,2017-12-31,A,8028974.82,0.0,0.0,397771756.94,389742782.12
300022,2018-12-31,A,6578233.95,0.0,0.0,406318380.68,399740146.73
300022,2019-12-31,A,7394248.33,0.0,0.0,286908633.39,279514385.06
300023,2009-12-31,A,459353.42,0.0,0.0,331959855.55,331500502.13
300023,2010-12-31,A,755506.47,0.0,0.0,338966903.88,338211397.40999997
300023,2011-12-31,A,1167056.14,0.0,0.0,353477982.18,352310926.04
300023,2012-12-31,A,2018363.4,0.0,0.0,341861972.73,339843609.33000004
300023,2013-12-31,A,1483532.81,0.0,0.0,324329393.17,322845860.36
300023,2014-12-31,A,2156061.78,0.0,0.0,349518461.84,347362400.06
300023,2015-12-31,A,6278765.44,0.0,0.0,1047350770.71,1041072005.27
300023,2016-12-31,A,13177336.28,0.0,0.0,1118686824.84,1105509488.56
300023,2017-12-31,A,29228149.24,0.0,0.0,1137821576.04,1108593426.8
300023,2018-12-31,A,89730970.71,0.0,0.0,529304487.65,439573516.94
300023,2019-12-31,A,3957476.18,0.0,0.0,487257704.22,483300228.04
300024,2009-12-31,A,2009587.92,1306210.99,0.0,964827138.86,964123761.9300001
300024,2010-12-31,A,3592406.35,1022523.02,0.0,1072285057.43,1069715174.0999999
300024,2011-12-31,A,10286876.54,712122.38,0.0,1227259515.22,1217684761.0600002
300024,2012-12-31,A,13296876.87,0.0,0.0,1437226930.52,1423930053.65
300024,2013-12-31,A,11989473.22,0.0,0.0,1661998006.37,1650008533.1499999
300024,2014-12-31,A,15224349.41,6691500.0,0.0,1987648350.88,1979115501.47
300024,2015-12-31,A,23343975.18,0.0,0.0,5280042807.17,5256698831.99
300024,2016-12-31,A,30712767.73,1300253.85,0.0,5635982241.88,5606569728.000001
300024,2017-12-31,A,56094866.76,0.0,0.0,6011697849.16,5955602982.4
300024,2018-12-31,A,61920986.41,0.0,0.0,6306917560.62,6244996574.21
300024,2019-12-31,A,53997574.14,0.0,0.0,6569387573.19,6515389999.049999
