year,code,date,circulate,return1,return2,type,mean_mv,SB
2015,000030,2015-06-01,6488823.27,-0.138981,-0.138745,4,8414587.47,1
2016,000030,2016-06-01,8942665.17,0.012711,0.012448,4,6419702.33,2
2017,000030,2017-06-01,11135334.02,0.102778,0.102533,4,5528310.125,2
2018,000030,2018-06-01,9291662.18,0.052482,0.052482,4,4026835.105,2
2019,000030,2019-06-01,8203304.9,-0.022888,-0.022312,4,4378639.125,2
2020,000030,2020-06-01,11245638.76,0.173128,0.16934,4,4823275.33,2
2006,000031,2006-06-01,1769035.57,-0.182596,-0.182596,4,666109.13,2
2007,000031,2007-06-01,8614372.11,-0.091566,-0.091566,4,1683360.0,2
2008,000031,2008-06-01,5784453.29,-0.328529,-0.328529,4,1378859.24,2
2009,000031,2009-06-01,11529424.26,0.365196,0.365196,4,2142864.36,2
2010,000031,2010-06-01,12478367.73,-0.018545,-0.018545,4,2400832.35,2
2011,000031,2011-06-01,10374456.89,-0.015491,-0.015491,4,3388720.185,2
2012,000031,2012-06-01,8234289.16,-0.052054,-0.051867,4,2520976.5300000003,2
2013,000031,2013-06-01,6620078.29,-0.167421,-0.167421,4,2494599.06,2
2014,000031,2014-06-01,5912727.46,-0.009119,-0.009119,4,3496611.82,2
2015,000031,2015-06-01,34261172.29,0.694125,0.69427,4,8414587.47,2
2016,000031,2016-06-01,17103407.49,-0.006322,-0.006322,4,6419702.33,2
2017,000031,2017-06-01,13657312.19,0.044311,0.044138,4,5528310.125,2
2018,000031,2018-06-01,10483318.7,-0.091195,-0.091195,4,4026835.105,2
2019,000031,2019-06-01,11644100.43,0.042208,0.042208,4,4378639.125,2
2020,000031,2020-06-01,9231849.86,0.038776,0.038776,4,4823275.33,2
2006,000032,2006-06-01,473344.4,0.05102,0.05102,4,666109.13,1
2007,000032,2007-06-01,848813.71,-0.260956,-0.260956,4,1683360.0,1
2008,000032,2008-06-01,1051039.96,-0.261221,-0.261221,4,1378859.24,1
2009,000032,2009-06-01,1815989.48,0.050445,0.050066,4,2142864.36,1
2010,000032,2010-06-01,1818317.67,-0.103675,-0.103175,4,2400832.35,1
2011,000032,2011-06-01,1906788.95,-0.012713,-0.013126,4,3388720.185,1
2012,000032,2012-06-01,1366648.49,-0.084243,-0.084243,4,2520976.5300000003,1
2013,000032,2013-06-01,1662328.83,-0.222222,-0.222222,4,2494599.06,1
2015,000032,2015-06-01,4829583.58,-0.133305,-0.133305,4,8414587.47,1
2016,000032,2016-06-01,4272574.71,0.029089,0.02902,4,6419702.33,1
2018,000032,2018-06-01,2104152.23,-0.087273,-0.087273,4,4026835.105,1
2019,000032,2019-06-01,4084046.74,0.102119,0.10121,4,4378639.125,1
2020,000032,2020-06-01,8945419.61,0.291826,0.290952,4,4823275.33,2
2006,000033,2006-06-01,383301.0,0.113924,0.113924,4,666109.13,1
2007,000033,2007-06-01,1130280.81,-0.37037,-0.37037,4,1683360.0,1
2008,000033,2008-06-01,794728.09,-0.230315,-0.230315,4,1378859.24,1
2009,000033,2009-06-01,1814752.4,0.021544,0.021544,4,2142864.36,1
2010,000033,2010-06-01,1923707.97,-0.023411,-0.023411,4,2400832.35,1
2011,000033,2011-06-01,2065350.85,-0.004762,-0.004762,4,3388720.185,1
2012,000033,2012-06-01,1511955.41,-0.083832,-0.083832,4,2520976.5300000003,1
2013,000033,2013-06-01,1093614.81,-0.196126,-0.196126,4,2494599.06,1
2014,000033,2014-06-01,1521837.47,0.105263,0.105263,4,3496611.82,1
2017,000033,2017-06-01,614499.65,-0.726053,-0.726054,4,5528310.125,1
2006,000034,2006-06-01,154079.14,0.045977,0.045977,4,666109.13,1
2007,000034,2007-06-01,665418.69,-0.317116,-0.317116,4,1683360.0,1
2009,000034,2009-06-01,710026.96,0.317073,0.317073,4,2142864.36,1
2011,000034,2011-06-01,1442996.38,-0.009763,-0.009763,4,3388720.185,1
2012,000034,2012-06-01,1571092.02,-0.09589,-0.09589,4,2520976.5300000003,1
2013,000034,2013-06-01,1428270.09,0.014493,0.014493,4,2494599.06,1
2014,000034,2014-06-01,1628908.04,0.088636,0.088636,4,3496611.82,1
2016,000034,2016-06-01,7651278.18,0.197445,0.197445,4,6419702.33,2
2018,000034,2018-06-01,5720359.53,-0.124863,-0.124863,4,4026835.105,2
2019,000034,2019-06-01,6313917.14,0.008601,0.0086,4,4378639.125,2
2020,000034,2020-06-01,11948349.76,0.065208,0.065208,4,4823275.33,2
2006,000035,2006-06-01,92122.27,0.053659,0.053659,4,666109.13,1
2007,000035,2007-06-01,347559.0,-0.440197,-0.440197,4,1683360.0,1
2008,000035,2008-06-01,412335.22,-0.214634,-0.214634,4,1378859.24,1
2009,000035,2009-06-01,545658.46,0.38913,0.38913,4,2142864.36,1
2010,000035,2010-06-01,451726.64,-0.092624,-0.092624,4,2400832.35,1
2011,000035,2011-06-01,827453.91,0.043057,0.043057,4,3388720.185,1
2014,000035,2014-06-01,2072822.17,0.043768,0.043768,4,3496611.82,1
2015,000035,2015-06-01,8285478.01,0.224778,0.224778,4,8414587.47,1
2016,000035,2016-06-01,5738023.33,0.032117,0.032117,4,6419702.33,1
2017,000035,2017-06-01,8223605.78,0.038348,0.038348,4,5528310.125,2
2019,000035,2019-06-01,7686537.01,0.376147,0.376147,4,4378639.125,2
2020,000035,2020-06-01,12078352.66,0.0625,0.0625,4,4823275.33,2
2006,000036,2006-06-01,2788252.91,0.14511,0.14511,4,666109.13,2
2007,000036,2007-06-01,5223173.5,-0.401935,-0.401935,4,1683360.0,2
2008,000036,2008-06-01,2716871.21,-0.296,-0.296,4,1378859.24,2
2009,000036,2009-06-01,5552005.3,-0.00202,-0.00202,4,2142864.36,2
2010,000036,2010-06-01,4270773.31,-0.206681,-0.206681,4,2400832.35,2
2011,000036,2011-06-01,4405639.83,0.037037,0.037037,4,3388720.185,2
2012,000036,2012-06-01,4416878.71,0.091667,0.091667,4,2520976.5300000003,2
2013,000036,2013-06-01,3180602.22,-0.165192,-0.165192,4,2494599.06,2
2014,000036,2014-06-01,3079431.78,0.01107,0.01107,4,3496611.82,1
2015,000036,2015-06-01,8934847.69,-0.111732,-0.111732,4,8414587.47,2
2016,000036,2016-06-01,9227056.54,-0.00965,-0.00965,4,6419702.33,2
2017,000036,2017-06-01,10267167.93,0.060606,0.060606,4,5528310.125,2
2018,000036,2018-06-01,6756117.16,-0.105556,-0.105556,4,4026835.105,2
2019,000036,2019-06-01,7537369.08,-0.003715,-0.003714,4,4378639.125,2
2020,000036,2020-06-01,6507602.88,0.016166,0.016166,4,4823275.33,2
2006,000037,2006-06-01,437862.46,0.030132,0.030132,4,666109.13,1
2007,000037,2007-06-01,1067558.16,-0.297009,-0.297009,4,1683360.0,1
2008,000037,2008-06-01,900494.14,-0.241803,-0.241803,4,1378859.24,1
2009,000037,2009-06-01,1779199.57,0.060606,0.060606,4,2142864.36,1
2010,000037,2010-06-01,1660586.27,-0.085821,-0.085821,4,2400832.35,1
2011,000037,2011-06-01,1718192.64,-0.088129,-0.088129,4,3388720.185,1
2012,000037,2012-06-01,1491133.65,0.040189,0.040189,4,2520976.5300000003,1
2013,000037,2013-06-01,1233574.2,-0.182022,-0.182022,4,2494599.06,1
2015,000037,2015-06-01,4500527.68,-0.048029,-0.048029,4,8414587.47,1
2017,000037,2017-06-01,3521120.68,0.07892,0.07892,4,5528310.125,1
2018,000037,2018-06-01,2050308.77,-0.099702,-0.099702,4,4026835.105,1
2019,000037,2019-06-01,4476789.9,0.317049,0.317049,4,4378639.125,2
2020,000037,2020-06-01,4266675.61,0.043947,0.043947,4,4823275.33,1
2006,000038,2006-06-01,113117.4,0.104673,0.104673,4,666109.13,1
2013,000038,2013-06-01,222445.06,-0.217163,-0.217163,4,2494599.06,1
2014,000038,2014-06-01,398054.37,0.097372,0.097372,4,3496611.82,1
2016,000038,2016-06-01,2349536.77,0.094376,0.094376,4,6419702.33,1
2019,000038,2019-06-01,1374312.23,-0.142336,-0.142336,4,4378639.125,1
2020,000038,2020-06-01,2819733.08,0.071429,0.071429,4,4823275.33,1
2006,000039,2006-06-01,9754449.65,0.175182,0.175182,4,666109.13,2
2007,000039,2007-06-01,23424310.8,-0.015677,-0.015644,4,1683360.0,2
2008,000039,2008-06-01,10086892.24,-0.248154,-0.245333,4,1378859.24,2
2009,000039,2009-06-01,12103651.13,0.116173,0.115084,4,2142864.36,2
2010,000039,2010-06-01,14652436.26,0.000225,0.000833,4,2400832.35,2
2011,000039,2011-06-01,26940781.97,0.07434,0.073394,4,3388720.185,2
2012,000039,2012-06-01,16379542.06,-0.085521,-0.084498,4,2520976.5300000003,2
2013,000039,2013-06-01,12721854.85,-0.192969,-0.192969,4,2494599.06,2
2014,000039,2014-06-01,16605091.41,0.066561,0.066561,4,3496611.82,2
2015,000039,2015-06-01,40567862.69,0.228604,0.228604,4,8414587.47,2
2016,000039,2016-06-01,17866892.79,-0.010475,-0.010475,4,6419702.33,2
2017,000039,2017-06-01,22755461.98,0.130408,0.130408,4,5528310.125,2
2018,000039,2018-06-01,16835314.97,-0.166876,-0.166876,4,4026835.105,2
2019,000039,2019-06-01,16252009.34,0.075301,0.075302,4,4378639.125,2
2020,000039,2020-06-01,11028154.99,0.045149,0.045519,4,4823275.33,2
2006,000040,2006-06-01,981028.54,0.135593,0.135593,4,666109.13,2
2007,000040,2007-06-01,2676529.32,-0.327706,-0.327706,4,1683360.0,2
2008,000040,2008-06-01,1454893.34,-0.328467,-0.328467,4,1378859.24,2
2009,000040,2009-06-01,3063459.27,0.123077,0.123077,4,2142864.36,2
2010,000040,2010-06-01,1727418.8,-0.081712,-0.081712,4,2400832.35,1
2011,000040,2011-06-01,2528675.64,0.06422,0.06422,4,3388720.185,1
2012,000040,2012-06-01,2111807.6,-0.048117,-0.048117,4,2520976.5300000003,1
2013,000040,2013-06-01,1926309.81,-0.114285,-0.114165,4,2494599.06,1
2014,000040,2014-06-01,1843820.63,-0.00245,-0.0025,4,3496611.82,1
2015,000040,2015-06-01,6866616.02,-0.073354,-0.073354,4,8414587.47,1
2016,000040,2016-06-01,5454208.69,0.029825,0.029825,4,6419702.33,1
2017,000040,2017-06-01,6137543.74,0.086777,0.086777,4,5528310.125,2
2018,000040,2018-06-01,10621589.19,-0.220077,-0.220077,4,4026835.105,2
2019,000040,2019-06-01,7040661.55,-0.010432,-0.010432,4,4378639.125,2
2020,000040,2020-06-01,3117401.57,0.013793,0.013793,4,4823275.33,1
2006,000042,2006-06-01,722823.56,-0.011299,-0.011299,4,666109.13,2
2007,000042,2007-06-01,2267865.58,0.052069,0.052326,4,1683360.0,2
2008,000042,2008-06-01,1234581.82,-0.279171,-0.278701,4,1378859.24,1
2009,000042,2009-06-01,3147975.98,0.09395,0.09388,4,2142864.36,2
2010,000042,2010-06-01,3008862.46,-0.082482,-0.082482,4,2400832.35,2
2011,000042,2011-06-01,4358738.33,0.059337,0.059337,4,3388720.185,2
2012,000042,2012-06-01,4483874.49,-0.076675,-0.075845,4,2520976.5300000003,2
2013,000042,2013-06-01,6193157.14,-0.043623,-0.043623,4,2494599.06,2
2014,000042,2014-06-01,5199666.52,-0.017509,-0.016964,4,3496611.82,2
2015,000042,2015-06-01,11687279.96,0.054428,0.054428,4,8414587.47,2
2016,000042,2016-06-01,8197860.01,0.087655,0.086581,4,6419702.33,2
2017,000042,2017-06-01,8057477.1,-0.048524,-0.048405,4,5528310.125,2
2018,000042,2018-06-01,7236987.8,0.015858,0.015541,4,4026835.105,2
2019,000042,2019-06-01,6574174.76,-0.004042,-0.003972,4,4378639.125,2
2020,000042,2020-06-01,6661228.64,-0.008867,-0.008867,4,4823275.33,2
2006,000043,2006-06-01,392548.09,0.110955,0.110955,4,666109.13,1
2007,000043,2007-06-01,1836973.16,0.003,0.003,4,1683360.0,2
2008,000043,2008-06-01,1027606.92,-0.234609,-0.234609,4,1378859.24,1
2009,000043,2009-06-01,1712266.5,0.357645,0.357645,4,2142864.36,1
2010,000043,2010-06-01,1069473.9,-0.165225,-0.165225,4,2400832.35,1
2011,000043,2011-06-01,2750878.0,0.053608,0.053406,4,3388720.185,1
2012,000043,2012-06-01,3074658.94,-0.138318,-0.138318,4,2520976.5300000003,2
2013,000043,2013-06-01,3334771.08,-0.181419,-0.180064,4,2494599.06,2
2014,000043,2014-06-01,3214754.03,-0.024291,-0.024291,4,3496611.82,1
2015,000043,2015-06-01,10204509.66,0.094971,0.096085,4,8414587.47,2
2016,000043,2016-06-01,5500940.49,0.098535,0.098535,4,6419702.33,1
2017,000043,2017-06-01,6374423.17,0.051277,0.05131,4,5528310.125,2
2018,000043,2018-06-01,4727662.81,-0.07133,-0.069858,4,4026835.105,2
2019,000043,2019-06-01,7901813.04,0.104699,0.099548,4,4378639.125,2
2006,000045,2006-06-01,254370.46,-0.046798,-0.046798,4,666109.13,1
2007,000045,2007-06-01,278690.27,-0.314154,-0.314154,4,1683360.0,1
2008,000045,2008-06-01,268477.16,-0.289082,-0.289082,4,1378859.24,1
2009,000045,2009-06-01,547366.49,-0.055889,-0.055781,4,2142864.36,1
2010,000045,2010-06-01,2108313.72,-0.094118,-0.094118,4,2400832.35,1
2011,000045,2011-06-01,2061876.96,-0.05045,-0.05045,4,3388720.185,1
2012,000045,2012-06-01,1847406.6,-0.041162,-0.041162,4,2520976.5300000003,1
2013,000045,2013-06-01,1558166.17,-0.309204,-0.309204,4,2494599.06,1
2014,000045,2014-06-01,2968727.55,-0.256098,-0.256098,4,3496611.82,1
2015,000045,2015-06-01,7214981.3,0.090074,0.090074,4,8414587.47,1
2016,000045,2016-06-01,6206356.71,0.07267,0.07267,4,6419702.33,1
2017,000045,2017-06-01,5484262.19,0.075269,0.075269,4,5528310.125,1
2018,000045,2018-06-01,3276846.66,-0.037584,-0.037584,4,4026835.105,1
2019,000045,2019-06-01,3221967.02,0.021739,0.021739,4,4378639.125,1
2020,000045,2020-06-01,3642422.29,0.18425,0.18425,4,4823275.33,1
2006,000046,2006-06-01,1720348.44,0.172727,0.172727,4,666109.13,2
2007,000046,2007-06-01,7665997.11,-0.067838,-0.067838,4,1683360.0,2
2008,000046,2008-06-01,3645047.44,-0.23221,-0.23221,4,1378859.24,2
2009,000046,2009-06-01,8845907.8,0.417371,0.416903,4,2142864.36,2
2010,000046,2010-06-01,3560589.02,-0.092865,-0.092865,4,2400832.35,2
2011,000046,2011-06-01,19889504.19,-0.029834,-0.029834,4,3388720.185,2
2012,000046,2012-06-01,20251955.29,-0.042827,-0.042827,4,2520976.5300000003,2
2013,000046,2013-06-01,22185060.37,-0.168654,-0.168654,4,2494599.06,2
2014,000046,2014-06-01,20315848.19,-0.003646,-0.00431,4,3496611.82,2
2015,000046,2015-06-01,66647742.05,-0.173626,-0.17226,4,8414587.47,2
2016,000046,2016-06-01,45999356.85,0.023976,0.022931,4,6419702.33,2
2017,000046,2017-06-01,44461387.89,0.027059,0.027059,4,5528310.125,2
2018,000046,2018-06-01,28991312.37,-0.191761,-0.191761,4,4026835.105,2
2019,000046,2019-06-01,28877662.5,-0.132193,-0.132193,4,4378639.125,2
2020,000046,2020-06-01,19510083.02,0.112094,0.112094,4,4823275.33,2
2006,000048,2006-06-01,382877.97,0.12,0.12,4,666109.13,1
2007,000048,2007-06-01,1176564.83,-0.273859,-0.273859,4,1683360.0,1
2008,000048,2008-06-01,757704.13,-0.250602,-0.250602,4,1378859.24,1
2009,000048,2009-06-01,1511792.81,0.058511,0.058511,4,2142864.36,1
2010,000048,2010-06-01,1614363.57,-0.114583,-0.114583,4,2400832.35,1
2011,000048,2011-06-01,3798586.89,0.044932,0.044932,4,3388720.185,2
2012,000048,2012-06-01,2757774.08,-0.124246,-0.124246,4,2520976.5300000003,2
2013,000048,2013-06-01,2757774.08,-0.189732,-0.189732,4,2494599.06,2
2014,000048,2014-06-01,3490901.35,-0.017112,-0.017112,4,3496611.82,1
2015,000048,2015-06-01,9767529.0,0.140667,0.140667,4,8414587.47,2
2016,000048,2016-06-01,13648185.35,-0.003625,-0.003625,4,6419702.33,2
2017,000048,2017-06-01,10095760.95,-0.014541,-0.014541,4,5528310.125,2
2019,000048,2019-06-01,7603359.1,0.021123,0.021123,4,4378639.125,2
2020,000048,2020-06-01,9867551.01,0.053265,0.053265,4,4823275.33,2
2006,000049,2006-06-01,394337.93,-0.076408,-0.076408,4,666109.13,1
2007,000049,2007-06-01,558933.27,-0.078125,-0.078125,4,1683360.0,1
2008,000049,2008-06-01,393955.06,-0.326396,-0.326396,4,1378859.24,1
2009,000049,2009-06-01,726592.18,-0.005854,-0.005854,4,2142864.36,1
2010,000049,2010-06-01,2886205.13,-0.183752,-0.183752,4,2400832.35,2
2011,000049,2011-06-01,3333498.53,0.191687,0.191687,4,3388720.185,1
2012,000049,2012-06-01,4828580.15,0.007995,0.007995,4,2520976.5300000003,2
2013,000049,2013-06-01,8209749.6,0.071339,0.071429,4,2494599.06,2
2014,000049,2014-06-01,8244640.96,-0.036922,-0.036922,4,3496611.82,2
2015,000049,2015-06-01,9790126.3,-0.235577,-0.235577,4,8414587.47,2
2016,000049,2016-06-01,8607922.37,0.067176,0.067176,4,6419702.33,2
2017,000049,2017-06-01,10633678.07,0.029201,0.029201,4,5528310.125,2
2018,000049,2018-06-01,5791978.29,-0.098691,-0.098691,4,4026835.105,2
2019,000049,2019-06-01,5342494.5,0.019252,0.01821,4,4378639.125,2
2020,000049,2020-06-01,10058995.6,0.113609,0.113825,4,4823275.33,2
2006,000050,2006-06-01,853370.43,0.096991,0.096626,4,666109.13,2
2007,000050,2007-06-01,1297892.09,-0.222756,-0.221509,4,1683360.0,1
2008,000050,2008-06-01,1068178.66,-0.31332,-0.313592,4,1378859.24,1
2009,000050,2009-06-01,1614009.09,-0.039033,-0.039033,4,2142864.36,1
2010,000050,2010-06-01,2285212.09,0.089286,0.089286,4,2400832.35,1
2011,000050,2011-06-01,6224551.58,0.015933,0.015933,4,3388720.185,2
2012,000050,2012-06-01,3749623.95,-0.084151,-0.084151,4,2520976.5300000003,2
2013,000050,2013-06-01,6735541.95,-0.33389,-0.333145,4,2494599.06,2
2014,000050,2014-06-01,7177687.5,0.005632,0.005632,4,3496611.82,2
2015,000050,2015-06-01,13476958.07,-0.158178,-0.158178,4,8414587.47,2
2016,000050,2016-06-01,19681997.25,-0.013239,-0.013239,4,6419702.33,2
2017,000050,2017-06-01,24940033.72,0.243652,0.243652,4,5528310.125,2
2018,000050,2018-06-01,19922422.55,-0.128142,-0.128142,4,4026835.105,2
2019,000050,2019-06-01,24458886.26,-0.008118,-0.008118,4,4378639.125,2
2020,000050,2020-06-01,28092218.25,0.133579,0.133579,4,4823275.33,2
2006,000055,2006-06-01,364385.29,0.066116,0.066116,4,666109.13,1
2007,000055,2007-06-01,754231.1,-0.282976,-0.282976,4,1683360.0,1
2008,000055,2008-06-01,832888.32,-0.270207,-0.270207,4,1378859.24,1
2009,000055,2009-06-01,2006656.48,-0.086139,-0.086139,4,2142864.36,1
2010,000055,2010-06-01,1988937.9,-0.230423,-0.230423,4,2400832.35,1
2011,000055,2011-06-01,2159916.77,-0.014331,-0.014331,4,3388720.185,1
2012,000055,2012-06-01,1691834.18,-0.157233,-0.157233,4,2520976.5300000003,1
2013,000055,2013-06-01,2230527.65,-0.018289,-0.018416,4,2494599.06,1
2014,000055,2014-06-01,3088318.77,0.053009,0.053009,4,3496611.82,1
2015,000055,2015-06-01,5294260.74,-0.178819,-0.178269,4,8414587.47,1
2016,000055,2016-06-01,7904149.2,0.157442,0.157442,4,6419702.33,2
2017,000055,2017-06-01,4586254.49,0.032624,0.032624,4,5528310.125,1
2018,000055,2018-06-01,3812036.05,-0.072755,-0.070853,4,4026835.105,1
2019,000055,2019-06-01,3472813.59,-0.053604,-0.053604,4,4378639.125,1
2020,000055,2020-06-01,2964050.95,0.040135,0.04,4,4823275.33,1
2006,000056,2006-06-01,344669.1,0.15099,0.15099,4,666109.13,1
2007,000056,2007-06-01,855168.34,-0.281432,-0.281432,4,1683360.0,1
2008,000056,2008-06-01,717867.06,-0.313034,-0.313034,4,1378859.24,1
2009,000056,2009-06-01,1052196.25,0.025492,0.025492,4,2142864.36,1
2010,000056,2010-06-01,1163954.95,0.057235,0.057235,4,2400832.35,1
2011,000056,2011-06-01,2780764.15,0.077312,0.077312,4,3388720.185,1
2012,000056,2012-06-01,2110069.96,0.270639,0.270639,4,2520976.5300000003,1
2013,000056,2013-06-01,2837269.21,-0.058917,-0.058917,4,2494599.06,2
2014,000056,2014-06-01,1581956.4,-0.049427,-0.049427,4,3496611.82,1
2015,000056,2015-06-01,4268778.81,-0.061635,-0.061635,4,8414587.47,1
2016,000056,2016-06-01,3645056.43,0.020833,0.020833,4,6419702.33,1
2017,000056,2017-06-01,3419028.6,0.034632,0.034632,4,5528310.125,1
2018,000056,2018-06-01,2998445.17,0.056452,0.056452,4,4026835.105,1
2019,000056,2019-06-01,3931239.45,-0.052288,-0.052288,4,4378639.125,1
2020,000056,2020-06-01,3578765.98,0.2,0.2,4,4823275.33,1
2006,000058,2006-06-01,351234.09,0.133107,0.133108,4,666109.13,1
2007,000058,2007-06-01,1183450.68,-0.210379,-0.210379,4,1683360.0,1
2008,000058,2008-06-01,870561.15,-0.277106,-0.276749,4,1378859.24,1
2009,000058,2009-06-01,2793788.56,0.015595,0.015595,4,2142864.36,2
2010,000058,2010-06-01,2675362.07,-0.120354,-0.120354,4,2400832.35,2
2013,000058,2013-06-01,1916355.93,-0.207127,-0.207127,4,2494599.06,1
2014,000058,2014-06-01,2384717.74,-0.032751,-0.032751,4,3496611.82,1
2015,000058,2015-06-01,10270973.94,0.267774,0.267774,4,8414587.47,2
2016,000058,2016-06-01,5791742.19,0.027796,0.027619,4,6419702.33,1
2017,000058,2017-06-01,4354525.45,0.065876,0.065876,4,5528310.125,1
2018,000058,2018-06-01,2755316.5,-0.163471,-0.162621,4,4026835.105,1
2019,000058,2019-06-01,3012939.46,-0.090909,-0.090909,4,4378639.125,1
2020,000058,2020-06-01,4228784.37,0.237795,0.237795,4,4823275.33,1
2006,000059,2006-06-01,1100798.4,0.18593,0.18593,4,666109.13,2
2007,000059,2007-06-01,2688418.42,-0.148521,-0.148216,4,1683360.0,2
2008,000059,2008-06-01,2668834.0,-0.252311,-0.252311,4,1378859.24,2
2009,000059,2009-06-01,8323740.81,-0.054871,-0.054871,4,2142864.36,2
2010,000059,2010-06-01,7623520.9,-0.194792,-0.194792,4,2400832.35,2
2011,000059,2011-06-01,16302876.46,0.09164,0.09164,4,3388720.185,2
2012,000059,2012-06-01,9496005.36,-0.098062,-0.098062,4,2520976.5300000003,2
2013,000059,2013-06-01,5438293.84,-0.225641,-0.225641,4,2494599.06,2
2014,000059,2014-06-01,4958065.92,-0.011962,-0.011962,4,3496611.82,2
2015,000059,2015-06-01,12353163.1,-0.156557,-0.156557,4,8414587.47,2
2016,000059,2016-06-01,13019730.26,0.060433,0.060433,4,6419702.33,2
2017,000059,2017-06-01,14013709.67,0.031363,0.031653,4,5528310.125,2
2018,000059,2018-06-01,11020135.27,-0.099346,-0.099346,4,4026835.105,2
2019,000059,2019-06-01,10236410.12,-0.000407,0.0,4,4378639.125,2
2020,000059,2020-06-01,7229464.65,-0.006593,-0.006593,4,4823275.33,2
2006,000060,2006-06-01,4885999.45,-0.077509,-0.077509,4,666109.13,2
2007,000060,2007-06-01,12653554.46,-0.065391,-0.065391,4,1683360.0,2
2008,000060,2008-06-01,9793095.94,-0.274864,-0.271819,4,1378859.24,2
2009,000060,2009-06-01,16004657.51,0.123954,0.123954,4,2142864.36,2
2010,000060,2010-06-01,20512705.9,-0.113699,-0.113699,4,2400832.35,2
2011,000060,2011-06-01,27407166.43,0.055556,0.055556,4,3388720.185,2
2012,000060,2012-06-01,17766328.65,-0.082979,-0.082979,4,2520976.5300000003,2
2013,000060,2013-06-01,13645517.8,-0.271727,-0.271727,4,2494599.06,2
