"Markettype","Trdwnt","Cwretmdos"
"5","2019-42","-0.012002"
"15","2019-42","-0.012025"
"21","2019-42","-0.012020"
"31","2019-42","-0.012041"
"37","2019-42","-0.012027"
"47","2019-42","-0.012050"
"53","2019-42","-0.012043"
"63","2019-42","-0.012064"
"10","2019-43","-0.003507"
"5","2019-43","0.008071"
"15","2019-43","0.008034"
"21","2019-43","0.008290"
"31","2019-43","0.008256"
"37","2019-43","0.008043"
"47","2019-43","0.008006"
"53","2019-43","0.008264"
"63","2019-43","0.008230"
"10","2019-44","-0.004814"
"5","2019-44","0.003969"
"15","2019-44","0.003941"
"21","2019-44","0.003665"
"31","2019-44","0.003640"
"37","2019-44","0.003857"
"47","2019-44","0.003830"
"53","2019-44","0.003563"
"63","2019-44","0.003539"
"10","2019-45","0.008650"
"5","2019-45","0.002781"
"15","2019-45","0.002799"
"21","2019-45","0.003448"
"31","2019-45","0.003463"
"37","2019-45","0.002762"
"47","2019-45","0.002780"
"53","2019-45","0.003429"
"63","2019-45","0.003444"
"10","2019-46","-0.026793"
"5","2019-46","-0.025351"
"15","2019-46","-0.025356"
"21","2019-46","-0.025080"
"31","2019-46","-0.025085"
"37","2019-46","-0.025382"
"47","2019-46","-0.025387"
"53","2019-46","-0.025109"
"63","2019-46","-0.025114"
"10","2019-47","-0.004711"
"5","2019-47","-0.000759"
"15","2019-47","-0.000772"
"21","2019-47","-0.000456"
"31","2019-47","-0.000468"
"37","2019-47","-0.000867"
"47","2019-47","-0.000878"
"53","2019-47","-0.000555"
"63","2019-47","-0.000567"
"10","2019-48","-0.044058"
"5","2019-48","-0.003829"
"15","2019-48","-0.003952"
"21","2019-48","-0.004704"
"31","2019-48","-0.004814"
"37","2019-48","-0.003828"
"47","2019-48","-0.003950"
"53","2019-48","-0.004701"
"63","2019-48","-0.004811"
"10","2019-49","0.020940"
"5","2019-49","0.016782"
"15","2019-49","0.016794"
"21","2019-49","0.018592"
"31","2019-49","0.018598"
"37","2019-49","0.016733"
"47","2019-49","0.016745"
"53","2019-49","0.018543"
"63","2019-49","0.018549"
"10","2019-50","0.007074"
"5","2019-50","0.016301"
"15","2019-50","0.016274"
"21","2019-50","0.016705"
"31","2019-50","0.016679"
"37","2019-50","0.016455"
"47","2019-50","0.016428"
"53","2019-50","0.016845"
"63","2019-50","0.016818"
"10","2019-51","0.033479"
"5","2019-51","0.015377"
"15","2019-51","0.015430"
"21","2019-51","0.015773"
"31","2019-51","0.015820"
"37","2019-51","0.015469"
"47","2019-51","0.015521"
"53","2019-51","0.015856"
"63","2019-51","0.015903"
"10","2019-52","0.006425"
"5","2019-52","0.000929"
"15","2019-52","0.000945"
"21","2019-52","0.000493"
"31","2019-52","0.000509"
"37","2019-52","0.000929"
"47","2019-52","0.000945"
"53","2019-52","0.000494"
"63","2019-52","0.000510"
"10","2019-53","0.012604"
"5","2019-53","0.015788"
"15","2019-53","0.015779"
"21","2019-53","0.015362"
"31","2019-53","0.015354"
"37","2019-53","0.015746"
"47","2019-53","0.015737"
"53","2019-53","0.015324"
"63","2019-53","0.015317"
"10","2020-01","0.015840"
"5","2020-01","0.013729"
"15","2020-01","0.013735"
"21","2020-01","0.014751"
"31","2020-01","0.014753"
"37","2020-01","0.013750"
"47","2020-01","0.013756"
"53","2020-01","0.014767"
"63","2020-01","0.014770"
"10","2020-02","0.010876"
"5","2020-02","0.006729"
"15","2020-02","0.006741"
"21","2020-02","0.009128"
"31","2020-02","0.009132"
"37","2020-02","0.006861"
"47","2020-02","0.006873"
"53","2020-02","0.009243"
"63","2020-02","0.009247"
"10","2020-03","-0.003260"
"5","2020-03","-0.004312"
"15","2020-03","-0.004309"
"21","2020-03","-0.002970"
"31","2020-03","-0.002971"
"37","2020-03","-0.003850"
"47","2020-03","-0.003848"
"53","2020-03","-0.002551"
"63","2020-03","-0.002553"
"10","2020-04","-0.038266"
"5","2020-04","-0.034409"
"15","2020-04","-0.034420"
"21","2020-04","-0.032403"
"31","2020-04","-0.032419"
"37","2020-04","-0.034372"
"47","2020-04","-0.034383"
"53","2020-04","-0.032376"
"63","2020-04","-0.032391"
"10","2020-06","-0.059948"
"5","2020-06","-0.030744"
"15","2020-06","-0.030828"
"21","2020-06","-0.026136"
"31","2020-06","-0.026225"
"37","2020-06","-0.030255"
"47","2020-06","-0.030340"
"53","2020-06","-0.025706"
"63","2020-06","-0.025796"
"10","2020-07","0.008429"
"5","2020-07","0.018578"
"15","2020-07","0.018549"
"21","2020-07","0.019131"
"31","2020-07","0.019104"
"37","2020-07","0.018529"
"47","2020-07","0.018501"
"53","2020-07","0.019085"
"63","2020-07","0.019058"
"10","2020-08","0.040285"
"5","2020-08","0.047768"
"15","2020-08","0.047747"
"21","2020-08","0.051704"
"31","2020-08","0.051675"
"37","2020-08","0.047525"
"47","2020-08","0.047505"
"53","2020-08","0.051467"
"63","2020-08","0.051439"
"10","2020-09","-0.050596"
"5","2020-09","-0.049504"
"15","2020-09","-0.049507"
"21","2020-09","-0.051588"
"31","2020-09","-0.051585"
"37","2020-09","-0.049820"
"47","2020-09","-0.049822"
"53","2020-09","-0.051864"
"63","2020-09","-0.051861"
"10","2020-10","0.040859"
"5","2020-10","0.056418"
"15","2020-10","0.056375"
"21","2020-10","0.056977"
"31","2020-10","0.056937"
"37","2020-10","0.056347"
"47","2020-10","0.056304"
"53","2020-10","0.056911"
"63","2020-10","0.056871"
"10","2020-11","-0.057594"
"5","2020-11","-0.052923"
"15","2020-11","-0.052936"
"21","2020-11","-0.053554"
"31","2020-11","-0.053563"
"37","2020-11","-0.052999"
"47","2020-11","-0.053011"
"53","2020-11","-0.053620"
"63","2020-11","-0.053629"
"10","2020-12","-0.045819"
"5","2020-12","-0.050487"
"15","2020-12","-0.050475"
"21","2020-12","-0.050321"
"31","2020-12","-0.050310"
"37","2020-12","-0.050448"
"47","2020-12","-0.050435"
"53","2020-12","-0.050286"
"63","2020-12","-0.050275"
"10","2020-13","-0.012480"
"5","2020-13","0.007188"
"15","2020-13","0.007133"
"21","2020-13","0.004814"
"31","2020-13","0.004771"
"37","2020-13","0.006903"
"47","2020-13","0.006850"
"53","2020-13","0.004568"
"63","2020-13","0.004525"
"10","2020-14","-0.009753"
"5","2020-14","-0.002537"
"15","2020-14","-0.002557"
"21","2020-14","-0.002744"
"31","2020-14","-0.002761"
"37","2020-14","-0.002584"
"47","2020-14","-0.002603"
"53","2020-14","-0.002786"
"63","2020-14","-0.002802"
"10","2020-15","0.010882"
"5","2020-15","0.014378"
"15","2020-15","0.014368"
"21","2020-15","0.014895"
"31","2020-15","0.014885"
"37","2020-15","0.014254"
"47","2020-15","0.014245"
"53","2020-15","0.014781"
"63","2020-15","0.014772"
"10","2020-16","-0.005460"
"5","2020-16","0.014258"
"15","2020-16","0.014205"
"21","2020-16","0.015390"
"31","2020-16","0.015340"
"37","2020-16","0.014373"
"47","2020-16","0.014321"
"53","2020-16","0.015490"
"63","2020-16","0.015440"
"10","2020-17","-0.008981"
"5","2020-17","-0.008690"
"15","2020-17","-0.008691"
"21","2020-17","-0.009058"
"31","2020-17","-0.009058"
"37","2020-17","-0.008490"
"47","2020-17","-0.008491"
"53","2020-17","-0.008875"
"63","2020-17","-0.008876"
"10","2020-18","0.011048"
"5","2020-18","0.016631"
"15","2020-18","0.016616"
"21","2020-18","0.016674"
"31","2020-18","0.016661"
"37","2020-18","0.016645"
"47","2020-18","0.016631"
"53","2020-18","0.016687"
"63","2020-18","0.016674"
"10","2020-19","0.006314"
"5","2020-19","0.015737"
"15","2020-19","0.015712"
"21","2020-19","0.017255"
"31","2020-19","0.017229"
"37","2020-19","0.016001"
"47","2020-19","0.015976"
"53","2020-19","0.017487"
"63","2020-19","0.017461"
"10","2020-20","-0.041035"
"5","2020-20","-0.007581"
"15","2020-20","-0.007667"
"21","2020-20","-0.006511"
"31","2020-20","-0.006590"
"37","2020-20","-0.007347"
"47","2020-20","-0.007433"
"53","2020-20","-0.006304"
"63","2020-20","-0.006384"
"10","2020-21","0.037893"
"5","2020-21","-0.020869"
"15","2020-21","-0.020724"
"21","2020-21","-0.022783"
"31","2020-21","-0.022649"
"37","2020-21","-0.020892"
"47","2020-21","-0.020748"
"53","2020-21","-0.022795"
"63","2020-21","-0.022661"
"10","2020-22","0.038630"
"5","2020-22","0.014997"
"15","2020-22","0.015057"
"21","2020-22","0.015501"
"31","2020-22","0.015554"
"37","2020-22","0.015108"
"47","2020-22","0.015168"
"53","2020-22","0.015599"
"63","2020-22","0.015651"
"10","2020-23","0.028329"
"5","2020-23","0.031660"
"15","2020-23","0.031652"
"21","2020-23","0.033166"
"31","2020-23","0.033155"
"37","2020-23","0.031789"
"47","2020-23","0.031780"
"53","2020-23","0.033274"
"63","2020-23","0.033263"
"10","2020-24","0.012731"
"5","2020-24","-0.000226"
"15","2020-24","-0.000193"
"21","2020-24","0.001496"
"31","2020-24","0.001521"
"37","2020-24","-0.000345"
"47","2020-24","-0.000312"
"53","2020-24","0.001379"
"63","2020-24","0.001405"
"10","2020-25","0.024187"
"5","2020-25","0.021692"
"15","2020-25","0.021699"
"21","2020-25","0.023560"
"31","2020-25","0.023561"
"37","2020-25","0.021725"
"47","2020-25","0.021731"
"53","2020-25","0.023579"
"63","2020-25","0.023581"
"10","2020-26","0.004395"
"5","2020-26","0.005353"
"15","2020-26","0.005350"
"21","2020-26","0.006815"
"31","2020-26","0.006810"
"37","2020-26","0.005700"
"47","2020-26","0.005697"
"53","2020-26","0.007118"
"63","2020-26","0.007112"
"10","2020-27","0.041331"
"5","2020-27","0.060209"
"15","2020-27","0.060162"
"21","2020-27","0.057451"
"31","2020-27","0.057415"
"37","2020-27","0.059961"
"47","2020-27","0.059916"
"53","2020-27","0.057246"
"63","2020-27","0.057211"
"10","2020-28","0.118627"
"5","2020-28","0.081701"
"15","2020-28","0.081790"
"21","2020-28","0.086041"
"31","2020-28","0.086111"
"37","2020-28","0.082239"
"47","2020-28","0.082326"
"53","2020-28","0.086497"
"63","2020-28","0.086566"
"10","2020-29","-0.025192"
"5","2020-29","-0.042269"
"15","2020-29","-0.042229"
"21","2020-29","-0.043103"
"31","2020-29","-0.043066"
"37","2020-29","-0.042860"
"47","2020-29","-0.042819"
"53","2020-29","-0.043625"
"63","2020-29","-0.043586"
"10","2020-30","0.002253"
"5","2020-30","-0.004181"
"15","2020-30","-0.004166"
"21","2020-30","-0.004755"
"31","2020-30","-0.004740"
"37","2020-30","-0.004628"
"47","2020-30","-0.004612"
"53","2020-30","-0.005149"
"63","2020-30","-0.005133"
"10","2020-31","0.030928"
"5","2020-31","0.040200"
"15","2020-31","0.040178"
"21","2020-31","0.042651"
"31","2020-31","0.042626"
"37","2020-31","0.040950"
"47","2020-31","0.040926"
"53","2020-31","0.043292"
"63","2020-31","0.043266"
"10","2020-32","0.029895"
"5","2020-32","0.012932"
"15","2020-32","0.012972"
"21","2020-32","0.011358"
"31","2020-32","0.011396"
"37","2020-32","0.012697"
"47","2020-32","0.012736"
"53","2020-32","0.011167"
"63","2020-32","0.011205"
"10","2020-33","-0.004315"
"5","2020-33","0.000723"
"15","2020-33","0.000711"
"21","2020-33","-0.002095"
"31","2020-33","-0.002100"
"37","2020-33","0.000304"
"47","2020-33","0.000293"
"53","2020-33","-0.002436"
"63","2020-33","-0.002439"
"10","2020-34","0.024872"
"5","2020-34","0.006644"
"15","2020-34","0.006686"
"21","2020-34","0.005147"
"31","2020-34","0.005188"
"37","2020-34","0.006011"
"47","2020-34","0.006053"
"53","2020-34","0.004599"
"63","2020-34","0.004640"
"10","2020-35","0.022392"
"5","2020-35","0.011430"
"15","2020-35","0.011455"
"21","2020-35","0.015825"
"31","2020-35","0.015839"
"37","2020-35","0.010817"
"47","2020-35","0.010844"
"53","2020-35","0.015225"
"63","2020-35","0.015240"
"10","2020-36","0.001494"
"5","2020-36","-0.014815"
"15","2020-36","-0.014777"
"21","2020-36","-0.011389"
"31","2020-36","-0.011362"
"37","2020-36","-0.014598"
"47","2020-36","-0.014561"
"53","2020-36","-0.011234"
"63","2020-36","-0.011208"
"10","2020-37","-0.011602"
"5","2020-37","-0.031644"
"15","2020-37","-0.031598"
"21","2020-37","-0.036494"
"31","2020-37","-0.036443"
"37","2020-37","-0.032302"
"47","2020-37","-0.032255"
"53","2020-37","-0.037023"
"63","2020-37","-0.036971"
"10","2020-38","0.013143"
"5","2020-38","0.022096"
"15","2020-38","0.022075"
"21","2020-38","0.023492"
"31","2020-38","0.023470"
"37","2020-38","0.022749"
"47","2020-38","0.022727"
"53","2020-38","0.024059"
"63","2020-38","0.024036"
"10","2020-39","-0.020895"
"5","2020-39","-0.035890"
"15","2020-39","-0.035855"
"21","2020-39","-0.035694"
"31","2020-39","-0.035663"
"37","2020-39","-0.035943"
"47","2020-39","-0.035908"
"53","2020-39","-0.035743"
"63","2020-39","-0.035713"
"10","2020-40","0.003032"
"5","2020-40","-0.000046"
"15","2020-40","-0.000039"
"21","2020-40","0.000547"
"31","2020-40","0.000552"
"37","2020-40","0.000006"
"47","2020-40","0.000013"
"53","2020-40","0.000587"
"63","2020-40","0.000592"
"10","2020-41","0.012414"
"5","2020-41","0.019661"
"15","2020-41","0.019644"
"21","2020-41","0.021972"
"31","2020-41","0.021952"
"37","2020-41","0.019863"
"47","2020-41","0.019845"
"53","2020-41","0.022123"
"63","2020-41","0.022102"
"10","2020-42","0.003946"
"5","2020-42","0.019758"
"15","2020-42","0.019721"
"21","2020-42","0.020839"
"31","2020-42","0.020803"
"37","2020-42","0.019612"
"47","2020-42","0.019575"
"53","2020-42","0.020695"
"63","2020-42","0.020660"
"10","2020-43","-0.016090"
"5","2020-43","-0.017808"
"15","2020-43","-0.017804"
"21","2020-43","-0.019893"
"31","2020-43","-0.019885"
"37","2020-43","-0.018489"
"47","2020-43","-0.018484"
"53","2020-43","-0.020471"
"63","2020-43","-0.020462"
"10","2020-44","-0.011538"
"5","2020-44","-0.012910"
"15","2020-44","-0.012907"
"21","2020-44","-0.011544"
"31","2020-44","-0.011544"
"37","2020-44","-0.012197"
"47","2020-44","-0.012196"
"53","2020-44","-0.010927"
"63","2020-44","-0.010928"
"10","2020-45","0.016477"
"5","2020-45","0.032766"
"15","2020-45","0.032729"
"21","2020-45","0.032000"
"31","2020-45","0.031968"
"37","2020-45","0.032742"
"47","2020-45","0.032705"
"53","2020-45","0.031988"
"63","2020-45","0.031957"
"10","2020-46","0.004501"
"5","2020-46","-0.001577"
"15","2020-46","-0.001563"
"21","2020-46","-0.002863"
"31","2020-46","-0.002849"
"37","2020-46","-0.001497"
"47","2020-46","-0.001484"
"53","2020-46","-0.002775"
"63","2020-46","-0.002761"
"10","2020-47","0.021804"
"5","2020-47","0.020340"
"15","2020-47","0.020343"
"21","2020-47","0.016863"
"31","2020-47","0.016872"
"37","2020-47","0.019917"
"47","2020-47","0.019921"
"53","2020-47","0.016536"
"63","2020-47","0.016546"
"10","2020-48","-0.001324"
"5","2020-48","0.003400"
"15","2020-48","0.003390"
"21","2020-48","0.000426"
"31","2020-48","0.000423"
"37","2020-48","0.003005"
"47","2020-48","0.002995"
"53","2020-48","0.000116"
"63","2020-48","0.000114"
"10","2020-49","0.003015"
"5","2020-49","0.011854"
"15","2020-49","0.011835"
"21","2020-49","0.013626"
"31","2020-49","0.013605"
"37","2020-49","0.012084"
"47","2020-49","0.012064"
"53","2020-49","0.013806"
"63","2020-49","0.013786"
"10","2020-50","-0.017168"
"5","2020-50","-0.032570"
"15","2020-50","-0.032537"
"21","2020-50","-0.031905"
"31","2020-50","-0.031877"
"37","2020-50","-0.032084"
"47","2020-50","-0.032053"
"53","2020-50","-0.031482"
"63","2020-50","-0.031455"
"10","2020-51","0.016792"
"5","2020-51","0.015323"
"15","2020-51","0.015326"
"21","2020-51","0.015261"
"31","2020-51","0.015264"
"37","2020-51","0.015078"
"47","2020-51","0.015082"
"53","2020-51","0.015044"
"63","2020-51","0.015047"
"10","2020-52","0.000991"
"5","2020-52","0.002290"
"15","2020-52","0.002287"
"21","2020-52","0.002490"
"31","2020-52","0.002487"
"37","2020-52","0.002205"
"47","2020-52","0.002202"
"53","2020-52","0.002411"
"63","2020-52","0.002408"
"10","2020-53","0.019142"
"5","2020-53","0.022778"
"15","2020-53","0.022771"
"21","2020-53","0.022844"
"31","2020-53","0.022837"
"37","2020-53","0.022899"
"47","2020-53","0.022891"
"53","2020-53","0.022951"
"63","2020-53","0.022944"
