date,P1,P2,P3,P4,P5
2012-03-01,0.0899783198682336,0.0720544013013946,0.0659977811029202,0.06699630468608637,0.050807366611698976
2012-04-01,0.008727645014995795,0.014650319696419684,0.015576764482659124,0.01558936035765345,0.0229559412670355
2012-05-01,-0.050941074519537895,-0.04618510191787738,-0.048473665232123285,-0.053516678627886255,-0.052912248572971145
2012-06-01,-0.07734749150851311,-0.06623430210710335,-0.07611525387653276,-0.07886109315017285,-0.0700106995390496
2012-07-01,0.008430213776686511,0.01591846137886634,0.02399024071630646,0.022903409967171363,0.019575616028351214
2012-08-01,0.009879630745810821,0.016816016450651446,0.013355607971306627,0.018610739955286403,0.016685213998855416
2012-09-01,0.005515984747149431,0.005352504944429556,0.008697354615112802,0.004360158686834951,-0.00030762678797032384
2012-10-01,-0.058014728944071184,-0.07659664962759206,-0.08182365296347097,-0.08372358194144579,-0.07507396175387361
2012-11-01,0.11544708327916352,0.11498564391210533,0.11729512918987617,0.12539090821628918,0.11145377821594761
2012-12-01,0.06160398924051722,0.06122779753716686,0.06393591013546512,0.06080770072519916,0.05200137589718861
2013-01-01,0.021569301563731012,0.0263475833233882,0.030885440640013393,0.03555862600907942,0.02196266644736376
2013-02-01,-0.025605220493537244,-0.02383710131462348,-0.027369922987810588,-0.023202776603358066,-0.019771813934704625
2013-03-01,-0.027960142259960283,-0.021597622771334056,-0.01910649568912446,-0.02219855615088897,-0.01912017109407697
2013-04-01,0.0942373273626053,0.1136533660778285,0.11041173822278406,0.12065175299453765,0.11423513691425594
2013-05-01,-0.12813482143925628,-0.11588776636029371,-0.1194890609701595,-0.11478545001297351,-0.10300149646756816
2013-06-01,0.039932007636236694,0.056298553903171296,0.06093193214475024,0.04682520400884564,0.06414605395653523
2013-07-01,0.10583974430176743,0.06976394041435392,0.0700543405702496,0.054356706376784324,0.056700586012862784
2013-08-01,0.043071755419844746,0.04291342750787141,0.03918407040489029,0.0481889890174816,0.04086974412386159
2013-09-01,-0.0006553506475321163,-0.006744968008483596,-0.016901956530892184,-0.017466353591843176,-0.03647618988891879
2013-10-01,0.056483815898536516,0.07090425396296628,0.056011444566008026,0.066821847374571,0.05683651799661795
2013-11-01,-0.011565925561672276,-0.013888303587809531,-0.01693154577781448,-0.024605059393811517,-0.02592847219903323
2013-12-01,-0.010676897903062192,0.010596895671767468,0.004416476008676661,0.03483389373152961,0.04505246935920599
2014-01-01,0.03348572534885683,0.03267283327499543,0.030712796018880415,0.03422562367919184,0.0190020187306214
2014-02-01,0.008211548636757406,-0.00030789535613938695,-0.007971418772661654,-0.02209475290372731,-0.04534039070851896
2014-03-01,-0.002177212119492561,-0.0033178088530036874,-0.004985546869035439,-0.002772812736722313,-0.019357853751338364
2014-04-01,0.026791003829400927,0.019394059352275384,0.021079417722380377,0.04956238878918543,0.036284894475404846
2014-05-01,0.03699302215975084,0.04105527445680097,0.03668355186308781,0.04379255248781459,0.05235650384053666
2014-06-01,0.09659433085059002,0.08935546313980484,0.0702055200967632,0.06184379554544577,0.03304629962160215
2014-07-01,0.04515762247486808,0.05526641194831529,0.05173945052235227,0.05961835941363949,0.05615720300804217
2014-08-01,0.1355370058207377,0.11876720495807068,0.11682729755160624,0.10928552814239033,0.09804042591908332
2014-09-01,0.0321723365517099,0.026497087834869894,0.018211378429533534,0.01581001623597246,0.002563370153770875
2014-10-01,0.07387370263999363,0.05424815350244037,0.04299834118825645,0.04394341513455831,0.0400589866579355
2014-11-01,0.052230265786147825,0.003654855918166351,-0.03064754871608574,-0.02049252420205633,-0.06910025269759434
2014-12-01,0.03980180638749666,0.07679194999115078,0.1327895789389306,0.14972463693845728,0.18591338484024034
2015-01-01,0.06926041319919872,0.09103976316623798,0.12731015061037518,0.1369015508863365,0.20566006317015886
2015-02-01,0.2222449251035276,0.2549017961207533,0.30623229971319893,0.3221252359538572,0.3711014142124863
2015-03-01,0.21514829396930102,0.20315395356022906,0.20728934429242193,0.21158273198631913,0.17499282648810388
2015-04-01,0.19494682455400272,0.21198965553197704,0.2469564833238654,0.29057181373202656,0.308251935686308
2015-05-01,-0.03904972780846765,-0.09226387732930837,-0.11115809077143685,-0.13254818921887032,-0.15266392090581316
2015-06-01,-0.20750066742028325,-0.1969010440302104,-0.2353136501797133,-0.2264304669273614,-0.16807981927235016
2015-07-01,-0.10491611106389355,-0.12069986771010449,-0.10910098119203485,-0.11525920714066706,-0.10824680488712951
2015-08-01,-0.042623357982564385,-0.021624741520073782,-0.02916992629741432,-0.024631929862008507,0.012808406743078513
2015-09-01,0.19702874382718996,0.22709052971371366,0.23179916675854223,0.23441926415100445,0.23908569632514062
2015-10-01,0.0710396822165718,0.08079680187701424,0.08760082453211396,0.10734729600326955,0.09447618766538517
2015-11-01,0.09966574337311612,0.08349126944042619,0.06504213792952102,0.059970882970778634,0.03415782990269878
2015-12-01,-0.2636220509219839,-0.275076390309911,-0.27400832434098815,-0.2878029087953249,-0.25346699866959727
2016-01-01,-0.008597771024035453,-0.010991785373601475,-0.014248236836314127,-0.011124547275373022,-0.012344680580370908
2016-02-01,0.16603943627258025,0.17107697380594417,0.1760950225759934,0.17389255611401083,0.1612117924067458
2016-03-01,0.0035061903945076034,0.010474320183639689,-0.0003408643565629957,0.001585456351804107,-0.018628495432519775
2016-04-01,-0.009649717069517179,-0.015795186172522218,-0.011434623992282344,-0.022123751107943318,-0.018460668966023788
2016-05-01,0.046151216367033274,0.04758823841639246,0.05413679797960333,0.054634057737505196,0.0481270458142606
2016-06-01,0.03160569464754606,0.018567064358706593,-0.004387242233393947,-0.00956997692988116,-0.021986054499266296
2016-07-01,0.0501034956447035,0.04754957205959966,0.048256248711698466,0.04342997318125221,0.03247941503308857
2016-08-01,0.005718635272852536,-0.003644468996657768,-0.0019734894920178134,-0.0027958925913451455,-0.009928481359158862
2016-09-01,0.02568432983967706,0.03074550564480092,0.033337640997663204,0.027483327249592234,0.02651331477385729
2016-10-01,0.036173183902009506,0.027882918627570703,0.02844997401886969,0.017837969263834005,0.013796877639913668
2016-11-01,-0.022170544016649512,-0.031396985029979604,-0.0330942104462621,-0.04367876565103176,-0.045429653038755076
2016-12-01,0.0025325887911042955,-0.008628239917707068,-0.015026441104864929,-0.024888281061702825,-0.028805787475873628
2017-01-01,0.041346730230980025,0.02981214457843329,0.030986206201883075,0.02573200060273543,0.023505789862189062
2017-02-01,-0.011256685945813028,-0.015652304388532243,-0.014098515476643089,-0.022357928643260666,-0.020199296231624454
2017-03-01,-0.01827480587296154,-0.03324103913748712,-0.0475125889601777,-0.05173731295225059,-0.05209815856401787
2017-04-01,-0.038727914557526694,-0.05248287918578159,-0.05168920602355169,-0.05756761298899858,-0.05157283836245751
2017-05-01,0.040440688292366384,0.03588509052022661,0.036709431721848436,0.032873208985382735,0.037598241128557496
2017-06-01,0.017912666422144563,0.020511499949589295,0.01252839300400767,0.003025282325319593,-0.0035766896264465223
2017-07-01,0.018689781852950414,0.023915191683725058,0.023971963553454108,0.02732297090766294,0.02865702322865464
2017-08-01,0.010292645288588868,0.019459759671915183,0.014851607301428617,0.00825014693361462,0.009622051755829692
2017-09-01,-0.002596118407063865,-0.010162000260394688,-0.020296419808994926,-0.022763131356732184,-0.022104838796649068
2017-10-01,-0.04826408263804008,-0.05101408412621352,-0.04953912317458956,-0.04961817377054598,-0.05031761312250656
2017-11-01,-0.00961936458645267,-0.0069519312496915025,-0.016749858717917156,-0.014996190097003854,-0.01765975753221271
2017-12-01,-0.0023960493897042558,-0.018344657123818435,-0.02297327910383848,-0.023397182093829943,-0.03706776825687223
2018-01-01,-0.04750868524143128,-0.0346830601619865,-0.03510775372342939,-0.03774713323144061,-0.03249252363047189
2018-02-01,0.027987832255655667,0.030470248655935832,0.030866352950808102,0.022810492379673697,0.03103200111193681
2018-03-01,-0.03414080702404816,-0.0367500387069291,-0.04283931116021148,-0.05586005907188153,-0.06035295455466384
2018-04-01,0.003017829914747561,-0.012872919056453486,-0.009411010072450541,-0.029067389294541925,-0.03805336236328251
2018-05-01,-0.10958971784738893,-0.12149003214200145,-0.10655195022307849,-0.11169528879061758,-0.09060012150964002
2018-06-01,0.026537153812147406,0.005524803004272999,0.00015022232513768174,0.00620786183609588,0.0017485681708979393
2018-07-01,-0.05441445299845371,-0.06418726466049902,-0.07515977762634075,-0.07189445575505896,-0.07798717353928811
2018-08-01,0.010144855311928751,0.0033452436459642937,-0.005050882507303392,0.00011224807160486647,0.005130746127676191
2018-09-01,-0.08392241775905661,-0.0957113094377479,-0.10197528988770205,-0.0941549619624755,-0.08635006886596497
2018-10-01,0.06593077971898541,0.0634506345679289,0.06916253964630922,0.05430175842078496,0.05739613759940863
2018-11-01,-0.03831673924671134,-0.04168683967346154,-0.0417969265355531,-0.04245115233077972,-0.04850410505516927
2018-12-01,0.0077619865060305285,-0.0034149020972730035,-0.007731496259440668,-0.024610679695332746,-0.04282728008226411
2019-01-01,0.20517112007953722,0.20839165848532012,0.21903722509140672,0.23748040515817911,0.2421771602499451
2019-02-01,0.08511330695532794,0.09430466701145689,0.0938266734008899,0.0933922219371303,0.08114277659899384
2019-03-01,-0.016875301963064998,-0.019781761997166514,-0.026134803701917664,-0.029220518859233633,-0.036543102583485525
2019-04-01,-0.043725752456934726,-0.040642075883027956,-0.03784722492213168,-0.04627403236797426,-0.048065059024965974
2019-05-01,0.017475314852739617,0.015387986648353403,0.010550511460188875,0.006059123408551025,-0.008723182545889253
2019-06-01,-0.008160325649096994,-0.008588081284925286,-0.013693870463851229,-0.015933276842731603,-0.02312309827973413
2019-07-01,-0.02803464115650329,-0.014935749759941483,-0.010803305533293422,-0.007890624123093026,0.0007633965749709642
2019-08-01,0.007307626356956011,0.01274536269366482,0.020229319667859975,0.019570862186145763,0.004050639507437767
2019-09-01,0.004890945613456592,-0.0009805949341671826,-0.0009550555131778845,-0.001549504342332343,-0.006605520541237297
2019-10-01,-0.016554045655694585,-0.016713583983835933,-0.01880948660560003,-0.014844556788361378,-0.01810285170124207
2019-11-01,0.06759840524746215,0.07362106161898954,0.07503882021190542,0.0715045418615488,0.06870804440932757
2019-12-01,-0.005588209892897747,-0.0031534609468944737,0.006750539127233193,0.017068227103414765,0.002836663144633967
2020-01-01,-0.023658692138516842,-0.00025885747551775097,0.011673666875294409,0.005039641022334767,0.002426060762384107
2020-02-01,-0.007977555777208475,-0.021487312732393786,-0.025356373064573844,-0.038879082286346976,-0.04669930170330452
2020-03-01,0.012325035865015327,0.011551540372246608,0.027384507858326752,0.02068897026127855,0.012338522197113561
2020-04-01,0.013792244520914583,0.011739814155199847,0.02381502742130199,0.013453234532407444,0.005749036607275078
2020-05-01,0.04102802918452124,0.055701934061624714,0.05887642359143697,0.06815322912811397,0.06109826092615978
2020-06-01,0.15373185071969944,0.13689695747476802,0.13236112838501304,0.10077061005582384,0.08789854342092314
2020-07-01,0.044417016563541814,0.04507294314877258,0.03632676689328018,0.03335126201621846,0.014618659834984692
2020-08-01,-0.053069992521232776,-0.052691889259590466,-0.057835831596748405,-0.058713592960646065,-0.06220383777200487
2020-09-01,0.00998092746693394,0.005497745671304716,0.005576209599533987,-0.005388646722961167,-0.0032888882761636434
2020-10-01,0.06685282923955337,0.037763576594200994,0.028710196833584032,0.010518348104108179,0.005580132262766382
2020-11-01,-0.03004702653183249,-0.025571714668826375,-0.03325775196315598,-0.026588708754204105,-0.01523730582256573
