date,HML_ours,SMB_ours
2017-09-01,-0.023074068812787115,-0.0031941102480397172
2017-10-01,-0.011054316507834897,-0.05632749181620587
2017-11-01,0.025544691835741058,-0.030766505272452532
2017-12-01,-0.008799910691104543,-0.031411420847325934
2018-01-01,0.05340353983429327,-0.07821923551869449
2018-02-01,-0.01044849535059034,-0.0012869820857933875
2018-03-01,-0.05066450053312903,0.06730147385833446
2018-04-01,0.014373656003946167,-0.007219461708744674
2018-05-01,-0.02376833129310936,-0.025220044835255185
2018-06-01,0.02538113074820081,-0.03422327875312045
2018-07-01,0.0121249340796126,0.0034682976802482717
2018-08-01,0.02600409381945029,-0.019435691223572124
2018-09-01,0.019379532690287436,-0.04222797460095879
2018-10-01,0.05206869819848177,-0.002170127604886209
2018-11-01,-0.06358670174762653,0.0673150894410034
2018-12-01,-0.0024156674377564594,-0.00013984347598775906
2019-01-01,-0.003092079173463186,-0.05976859138599681
2019-02-01,-0.0766952906224323,0.07986353931840796
2019-03-01,-0.052025820278966704,0.06423894750992667
2019-04-01,-0.014234759981526183,-0.017672109898726942
2019-05-01,-0.017793151262071368,0.027962402453359902
2019-06-01,-0.003475074501514616,-0.049803521623949146
2019-07-01,-0.004431332652793343,-0.02173540240954654
2019-08-01,-0.05904800667537456,-0.009236413306709462
2019-09-01,-0.0031716321927964886,0.011974516392208147
2019-10-01,-0.01227121705020842,-0.019363684188573864
2019-11-01,0.0026450882122777764,-0.006777820287879936
2019-12-01,-0.010668397252713173,0.017855976373497093
2020-01-01,-0.025134594794802047,0.035780055592013596
2020-02-01,-0.03760756270557996,0.02113872674279811
2020-03-01,-0.007609360900816228,0.027243288758973614
2020-04-01,-0.033990651190135585,-0.015783402159697053
2020-05-01,-0.03480079721076862,0.04536148617371391
2020-06-01,-0.06132003057314017,0.005895623983813131
2020-07-01,-0.0381612497808895,0.02130714734848988
2020-08-01,-0.014475439987595956,-0.0029076964667039775
2020-09-01,0.019489268750714266,-0.03170658996133008
2020-10-01,-0.0021233184251039667,-0.02334186165434409
2020-11-01,0.03998267931406214,-0.0031703593347521958
2020-12-01,-0.06279945324442557,-0.038494555749126635
