date,HML_ours,HML_csmar
2019-06-01,-0.003475074501514616,-0.003842
2019-07-01,-0.004431332652793343,-0.003672
2019-08-01,-0.05904800667537456,-0.051803
2019-09-01,-0.0031716321927964886,0.004273
2019-10-01,-0.01227121705020842,-0.006449
2019-11-01,0.0026450882122777764,0.003215
2019-12-01,-0.010668397252713173,-0.014384
2020-01-01,-0.025134594794802047,-0.021366
2020-02-01,-0.03760756270557996,-0.023567
2020-03-01,-0.007609360900816228,0.010715
2020-04-01,-0.033990651190135585,-0.030742
2020-05-01,-0.03480079721076862,-0.018989
2020-06-01,-0.06132003057314017,-0.05018
2020-07-01,-0.0381612497808895,-0.034727
2020-08-01,-0.014475439987595956,-0.011956
2020-09-01,0.019489268750714266,0.012539
2020-10-01,-0.0021233184251039667,-0.007721
2020-11-01,0.03998267931406214,0.04616
2020-12-01,-0.06279945324442557,-0.051595
