month,obs,residual,coef_of_beta,residual_tvalue,coef_tvalue,residual_pvalue,coef_pvalue,Rsquared,adj_Rsquared
2020-18,10.0,0.016709543667728446,-0.018883632973817798,1.386435179710343,-1.8195828450343483,0.20302648547891106,0.10631996414817677,0.29271650159495466,0.20430606429432396
2020-19,10.0,-0.024608417513879346,0.03889938234113502,-2.505792911667424,4.599975282581251,0.03661010261869726,0.0017555094945377583,0.7256494380240242,0.6913556177770271
2020-20,10.0,-0.011324794109819257,0.004612320554809887,-0.7209329512478816,0.3409850565081198,0.49147811442813827,0.7418972292361089,0.014325644313928465,-0.10888365014683044
2020-21,10.0,-0.028061887108506555,0.006328831391244925,-1.506637975030153,0.39460888983657894,0.1703276254208793,0.7034430227613337,0.019092888052856805,-0.103520500940536
2020-22,10.0,0.011739715038675862,0.009669718090940985,0.6863680119643613,0.6565451469968934,0.5118800718248788,0.5299018487691216,0.051126662968321024,-0.06748250416063883
2020-23,10.0,0.027963017394598427,0.0032701973254961984,1.8965764246875119,0.2575796665740322,0.09446464663788574,0.8032331235839114,0.008225195654393502,-0.11574665488880731
2020-24,10.0,-0.007156102793266291,0.0034069787413817144,-0.3759147215156131,0.20784208475602592,0.7167529796500984,0.8405458160866627,0.005370790376113654,-0.11895786082687221
2020-25,10.0,-0.0009733238486937835,0.0200109366621005,-0.07314201182236477,1.7463378103360307,0.9434887907836462,0.1188932370942737,0.2759981647833054,0.18549793538121861
2020-26,10.0,0.00839523364516898,-0.010949774397254655,0.7009547388989389,-1.0617289586538323,0.5032061747125051,0.3193563641748187,0.12350555878374114,0.013943753631708744
2020-27,10.0,-0.012027735806385824,0.05034124318049611,-0.5522895283577873,2.6844676072690166,0.5958383531733706,0.027733335765539588,0.4739045591804516,0.408142629078008
2020-28,10.0,0.07437789627584356,0.009050643813022896,8.24933947886558,1.1657517123057868,3.498884363776596e-05,0.27729194054061473,0.14520572566795464,0.038356441376449
2020-29,10.0,-0.0206528484286293,-0.01118355673144265,-0.9732718073477763,-0.6120479301243479,0.3589234909193054,0.5574964041501065,0.044730799010497146,-0.0746778511131907
2020-30,10.0,-0.04296627478736582,0.040201794916111575,-1.8643471161294474,2.025796517269528,0.09926553982843538,0.07736002490571105,0.3390533599507143,0.2564350299445536
2020-31,10.0,0.07067717570971815,-0.022057607532468673,3.419063736505913,-1.239189480555442,0.009100513357982025,0.2503958826938537,0.16103780438693016,0.05616752993529639
2020-32,10.0,-0.017719734919783205,0.03436878490662304,-0.7289482229372539,1.6419311481160808,0.48682249371765174,0.13923073971919928,0.2520525008260648,0.1585590634293229
2020-33,10.0,0.023252954640031867,-0.020257346539538243,1.0204808001602292,-1.0324298534433056,0.33736565822566345,0.3320697056289166,0.11757355162469296,0.007270245577779555
2020-34,10.0,0.018138931712936034,-0.007224413551087414,0.9472297901225958,-0.43812450387752305,0.3712513160873527,0.6728852934961311,0.023431906775139955,-0.09863910487796756
2020-35,10.0,0.016234382661155393,-0.01934789127506095,0.6939993678523708,-0.9605240365668162,0.5073305210923662,0.3649192049237306,0.10340099976346939,-0.008673875266096864
2020-36,10.0,-0.0015478578164692426,-0.007538758207913502,-0.09047320265366574,-0.511728984870888,0.9301354113042143,0.6226633157114239,0.031695810171560646,-0.08934221355699434
2020-37,10.0,-0.009220337381715786,-0.026032806373468262,-0.56852881868396,-1.8641375824111828,0.5852771546028708,0.09929749982783019,0.30283278632022415,0.2156868846102522
2020-38,10.0,-0.025481464502200835,0.03832471029074057,-2.261816934335738,3.950601733323376,0.05357024635075007,0.004232443585525474,0.6611211121273478,0.6187612511432663
2020-39,10.0,0.00011309565481282258,-0.035619222724989394,0.0101883768726995,-3.7264459188105574,0.9921204826355576,0.005817330188949019,0.6344761908033192,0.5887857146537341
2020-40,10.0,0.002149532969710497,-0.008854084135040735,0.16255278294161277,-0.7775802935727022,0.8749014746531965,0.45919151563397076,0.07026810388680738,-0.04594838312734173
2020-41,10.0,0.0025556637205329316,0.020051123273712806,0.7706363692602644,7.021595435838428,0.4630716040040913,0.00011023936134846719,0.8603907722498566,0.8429396187810887
2020-42,10.0,0.04486322222628385,-0.027872236311349958,4.946075265964511,-3.568563065369791,0.0011264259780649247,0.007308953621954084,0.6141722695586801,0.5659438032535151
2020-43,10.0,-0.01949058574643758,-0.0038234371140816285,-1.2470515120326087,-0.28409576284910476,0.24764937672888196,0.7835514476971001,0.009988033037808375,-0.11376346283246552
2020-44,10.0,-0.009551931607308578,-0.011801072625107559,-1.0487149411622028,-1.50466229110349,0.32495572519169513,0.17082482745924746,0.22057742703019034,0.12314960540896414
2020-45,10.0,-0.02309099828618194,0.04379575674340172,-1.6067966533110496,3.5391710031597783,0.14676606350596288,0.007629088804984108,0.6102453136432084,0.5615259778486095
2020-46,10.0,-0.04789146360611861,0.04697923937051984,-2.8052140843752538,3.195693981430401,0.023012151642902996,0.012694242947414565,0.5607402849522365,0.5058328205712661
2020-47,10.0,-0.01103333239196666,0.031186423029034745,-0.7432494764832388,2.4397469194426873,0.4785868197547244,0.040580524129079316,0.42662050611023006,0.3549480693740088
2020-48,10.0,0.0032871065771643195,-0.008293957024996024,0.2260227769187337,-0.6622950429361393,0.826851363904471,0.5263973727799097,0.051979347163302325,-0.06652323444128494
2020-49,10.0,0.027368819637419585,-0.013409264033687909,2.649894193448893,-1.5077478261648012,0.029260604931156863,0.17004888783607508,0.22128261913884684,0.12394294653120275
2020-50,10.0,-0.0383226791252742,0.001352131873437138,-1.5283665958395107,0.06262417642039422,0.16494430979612099,0.9516021705864349,0.0004899832327784903,-0.12444876886312417
2020-51,10.0,0.018211162329911563,-0.01028246436786958,1.0417437826270748,-0.683080311086517,0.3279863865070925,0.5138479168541283,0.05511052635175995,-0.06300065785427011
2020-52,10.0,-0.031022332321638216,0.021335738210998812,-2.0704716006705786,1.653688890339587,0.07217616813351568,0.1367894448856039,0.2547523704958422,0.16159641680782244
2020-53,10.0,0.008402193207782006,-0.00035854894523682304,0.5801219002948887,-0.028749238717656857,0.577801689901873,0.9777688402286975,0.00010330416800197195,-0.12488378281099788
