month,port1_ret,port2_ret,port3_ret,port4_ret,port5_ret,port6_ret,port7_ret,port8_ret,port9_ret,port10_ret,riskfree,mkt_return
2018-41,-0.09358303448275868,-0.09527083673469386,-0.09533396621621618,-0.10158745751633984,-0.10873268589743589,-0.10486618589743586,-0.11772994771241829,-0.11805163513513513,-0.10334415483870966,-0.11576025477707,0.0002860000000000054,-0.08159600000000174
2018-42,-0.031991731034482766,-0.03771672789115645,-0.03596172297297297,-0.030545274509803936,-0.028280365384615393,-0.03843181410256411,-0.04185652287581698,-0.03551080536912751,-0.04288270322580648,-0.038314566878980875,0.0002860000000000054,-0.02346199999999966
2018-43,0.027579862068965535,0.03152213605442177,0.037722141891891894,0.031569758169934625,0.036465730769230764,0.04387470512820512,0.04193412418300654,0.05321106711409398,0.04489869032258063,0.04785233757961781,0.0002860000000000054,0.019044999999999392
2018-44,0.048955317241379304,0.048991687074829926,0.04780399999999999,0.04514423529411766,0.04245826923076923,0.05064565384615385,0.04582741830065356,0.043462738255033544,0.04820951612903225,0.04457903184713376,0.0002860000000000054,0.03229900000000011
2018-45,-0.008516000000000003,-0.004228761904761904,-0.0035806959459459484,-0.0013893856209150329,0.004479205128205131,0.00964541025641026,0.010584359477124185,0.010845543624161074,-0.0006589548387096767,0.008058165605095535,0.0002860000000000054,-0.02646500000000103
2018-46,0.06267025517241379,0.06316366666666669,0.0744453581081081,0.0742964901960784,0.08221968589743585,0.0797595641025641,0.08549709150326795,0.09054887248322145,0.07840490967741934,0.08020642038216562,0.0002860000000000054,0.03644800000000003
2018-47,-0.04221989655172414,-0.049337823129251716,-0.053601520270270264,-0.05139026143790849,-0.055216346153846164,-0.05309461538461536,-0.05588962745098039,-0.054830563758389295,-0.053362780645161256,-0.05837232484076433,0.0002860000000000054,-0.03894700000000026
2018-48,-0.002479779310344828,0.0004742671232876718,0.006355270270270267,0.0021332091503267975,0.00783572435897436,0.0037317243589743586,0.00826016993464052,-0.0016861486486486497,0.0040180903225806456,0.003307261146496816,0.0002860000000000054,0.0035889999999999087
2018-49,0.005894682758620688,0.006938551020408162,0.01034281081081081,0.014618836601307198,0.01156530128205128,0.01531124358974359,0.012766071895424835,0.01329139597315436,0.02253890967741935,0.02213056687898089,0.0002860000000000054,0.007061999999999964
2018-50,-0.015626531034482763,-0.013971462585034003,-0.014027932432432434,-0.019906568627450976,-0.01810755769230769,-0.01779395512820512,-0.013547692810457517,-0.022528107382550337,-0.019957419354838718,-0.01884501910828025,0.0002860000000000054,-0.00748500000000023
2018-51,-0.025381923611111107,-0.023970299319727894,-0.027805425675675666,-0.02402080392156863,-0.025655211538461533,-0.021194737179487173,-0.02091262745098039,-0.020835181208053704,-0.024743645161290333,-0.023022222929936297,0.0002860000000000054,-0.03268299999999915
2018-52,-0.009369420689655164,-0.00877134693877551,-0.01240328378378378,-0.00618811111111111,-0.01810491025641025,-0.016032929487179468,-0.020571372549019612,-0.016612463087248314,-0.020265876623376644,-0.025876445859872612,0.0002860000000000054,-0.00922100000000012
2019-01,0.006477813793103451,0.007132925170068026,0.014874472972972985,0.015716045751633986,0.016484641025641022,0.020874756410256413,0.02173690196078433,0.024522771812080523,0.0245935064935065,0.026060961783439474,0.0002860000000000054,0.009069999999999861
2019-02,0.016470544827586208,0.02543842176870748,0.02545017567567568,0.028434627450980392,0.03441312179487181,0.03237762179487179,0.0351437843137255,0.02826906711409396,0.02961065161290323,0.029017057324840768,0.0002860000000000054,0.01923700000000033
2019-03,0.007118351724137929,0.0085777074829932,0.0031104054054054047,0.004300777777777777,0.013507942307692304,0.007376147435897436,0.005659302631578948,0.008046375838926175,0.005689580645161292,0.000624210191082803,0.0002860000000000054,0.016169000000000343
2019-04,0.0053295310344827615,-0.003720253424657537,0.002830601351351351,-0.0019898104575163398,0.004393602564102558,-0.0002476838709677423,0.002893065359477126,-0.010972288590604022,-0.007801735483870965,-0.008307343949044591,0.0002860000000000054,0.001994999999999976
2019-05,-0.020595151724137936,-0.012931823129251703,-0.02212247297297296,-0.019206359477124176,-0.022412160256410258,-0.027299737179487183,-0.023396496732026144,-0.027946006756756743,-0.023664554838709675,-0.0287271592356688,0.0002860000000000054,0.005231000000000152
2019-07,0.05314876551724139,0.050555442176870725,0.05405553378378382,0.04975406535947713,0.05978224999999998,0.06243709615384615,0.0676700855263158,0.06316263758389262,0.055988832258064516,0.0621539426751592,0.0002860000000000054,0.03102100000000067
2019-08,0.05651192413793101,0.04465783673469388,0.04800135810810809,0.04582190196078427,0.05586541666666667,0.06466934615384619,0.0631969411764706,0.07518411409395973,0.05926723870967742,0.06866245222929938,0.0002860000000000054,0.049598000000001655
2019-09,0.052649627586206886,0.05927825170068026,0.05412210135135138,0.058481118421052615,0.05536238461538462,0.062451487179487175,0.05967446405228761,0.06274885234899329,0.06333360645161291,0.06614770700636945,0.0002860000000000054,0.06238799999999885
2019-10,0.03571526896551726,0.012433000000000001,0.028094128378378394,0.02526055555555555,0.0258325064102564,0.03554839102564101,0.02882569281045753,0.038182073825503364,0.0215757870967742,0.01968075796178343,0.0002860000000000054,-0.006840000000000233
2019-11,0.0337915724137931,0.029537945578231292,0.034901966216216204,0.03275041176470588,0.03847602564102565,0.03508215483870967,0.03904438562091505,0.040034872483221476,0.042495045454545424,0.03531660897435897,0.0002860000000000054,0.0233960000000006
2019-12,0.040904083333333334,0.049179204081632656,0.046478850340136026,0.045740222222222224,0.05341899358974358,0.04787597435897436,0.05171256209150328,0.06198322147651003,0.054949606451612884,0.05355399363057326,0.0002860000000000054,0.03119699999999929
2019-13,-0.008955744827586206,-0.002799428571428572,-0.013562574324324317,-0.015174359477124191,-0.019733193548387092,-0.01676104487179487,-0.015814771241830068,-0.025718221476510067,-0.01835370967741935,-0.019652445859872608,0.0002860000000000054,-0.0029599999999999306
2019-14,0.055535034722222223,0.04859838095238092,0.05199949324324323,0.057055058823529396,0.05473697435897437,0.05833233333333334,0.0687138692810457,0.06279213605442177,0.0799717161290322,0.0856131082802548,0.0002860000000000054,0.052107000000000875
2019-15,-0.015523358620689659,-0.02012101360544218,-0.01426482432432432,-0.01111439735099338,-0.014618416666666674,-0.011697717948717946,-0.015243084967320264,-0.014444590604026851,-0.017855774193548394,-0.01842749044585987,0.0002860000000000054,-0.016542999999999704
2019-16,0.014926124137931034,0.010852972789115648,0.021870243243243246,0.016959777777777775,0.02438033333333335,0.02654071612903227,0.024499614379084975,0.028138067114093966,0.023457225806451598,0.017161051282051292,0.0002860000000000054,0.026345999999999484
2019-17,-0.06040460689655169,-0.06629553741496601,-0.06543089864864862,-0.0674287320261438,-0.07310916666666666,-0.061878660256410284,-0.06961059477124185,-0.08223571812080538,-0.07838019354838709,-0.07943996178343951,0.0002860000000000054,-0.0596220000000005
2019-18,-0.00804940972222222,-0.0029422380952380954,-0.01356985135135135,-0.01662097385620915,-0.021396647435897434,-0.01986885256410256,-0.021420555555555554,-0.029476281879194644,-0.020942180645161287,-0.03021371153846153,0.0002860000000000054,-0.0034470000000000837
2019-19,-0.0358654827586207,-0.031707163265306114,-0.034811425675675675,-0.02631016339869281,-0.03619747435897437,-0.042369608974358965,-0.03979431372549022,-0.03492451677852348,-0.038004948387096775,-0.04360587261146497,0.0002860000000000054,-0.04399600000000023
2019-20,-0.014189841379310331,-0.014923115646258506,-0.012141006756756754,-0.019059209150326786,-0.014196179487179487,-0.015416993589743591,-0.01629274509803923,-0.019615127516778522,-0.012478470967741942,-0.023355598726114642,0.0002860000000000054,-0.018305000000000564
2019-21,-0.022004641379310352,-0.03211408843537417,-0.021141459459459472,-0.02283256862745099,-0.016175019230769236,-0.023974294871794876,-0.018974816993464066,-0.003766577181208054,-0.021248767741935487,-0.01176467515923567,0.0002860000000000054,-0.014046000000000197
2019-22,0.020325296551724128,0.031788346938775504,0.023445304054054057,0.021848647058823528,0.015318367741935488,0.01889378205128206,0.026572888888888882,0.028228060402684572,0.028935129870129875,0.023252955414012746,0.0002860000000000054,0.015450000000000312
2019-23,-0.04692775862068965,-0.03632703401360543,-0.04262156756756754,-0.042372,-0.05047521153846154,-0.049494641025641044,-0.05426428104575161,-0.05041931543624161,-0.050566567741935485,-0.04776426751592356,0.0002860000000000054,-0.0264009999999999
2019-24,0.02251186896551723,0.0319415850340136,0.02319623648648649,0.02976826143790851,0.0268945641025641,0.02668610256410255,0.032147071895424824,0.03591426174496644,0.031229735483870983,0.025492050955414014,0.0002860000000000054,0.02413200000000083
2019-25,0.038699027586206886,0.0368556462585034,0.04412850675675673,0.0447422697368421,0.047100249999999996,0.0510995576923077,0.04917729411764708,0.043260590604026844,0.0466931612903226,0.04624467515923567,0.0002860000000000054,0.04321099999999953
2019-26,-0.0028170620689655203,-0.007493513698630135,-0.009316523809523811,-0.0072126535947712464,-0.009965470967741934,-0.015937987179487183,-0.013137529411764711,-0.017010020134228174,-0.02159629677419355,-0.01709091082802547,0.0002860000000000054,-0.004556000000000004
2019-27,0.013665124137931039,0.0230951156462585,0.02065573648648649,0.022041908496732012,0.01793845512820512,0.024617544871794874,0.01709322875816993,0.021349959731543626,0.01484941290322581,0.02502946496815286,0.0002860000000000054,0.01693500000000013
2019-28,-0.02417546206896553,-0.028857346938775515,-0.030304608108108116,-0.03328022875816993,-0.03356788461538462,-0.03198581410256412,-0.029012784313725497,-0.03236208108108107,-0.03383610967741936,-0.03482475159235669,0.0002860000000000054,-0.022715999999999945
2019-29,-0.0022816068965517246,-0.0027322789115646257,0.0012875878378378373,-0.0034150849673202613,-0.0013857243589743583,-0.0029052051282051276,0.0003135686274509805,-0.0008424496644295291,0.00445905194805195,0.0016347770700636953,0.0002860000000000054,-0.0007589999999999771
2019-30,0.003305517241379311,0.0046538163265306106,8.858108108107778e-06,0.0011114575163398692,0.0006501602564102563,0.0017795833333333338,-0.0016430457516339884,-0.004185187919463088,-0.0020649419354838703,-0.007541649681528663,0.0002860000000000054,0.007740999999999898
2019-31,-0.01829217931034483,-0.023656346938775507,-0.021234641891891892,-0.0208800065359477,-0.0218360576923077,-0.03121814743589742,-0.02752172549019609,-0.023593442953020145,-0.027291174193548387,-0.03175606369426751,0.0002860000000000054,-0.026052999999999767
2019-32,-0.03892502068965516,-0.043435292517006806,-0.0382918108108108,-0.04086605882352943,-0.05077015384615383,-0.04610001923076923,-0.054550496732026145,-0.05178965100671142,-0.0521897935483871,-0.05887401282051281,0.0002860000000000054,-0.033451999999999066
2019-33,0.023014717241379316,0.02386102040816327,0.025139871621621627,0.02466422222222223,0.022309128205128207,0.029767557692307694,0.018438627450980384,0.02155553020134228,0.013717270967741937,0.018978331210191074,0.0002860000000000054,0.01995600000000035
2019-34,0.03054237931034483,0.02616932653061224,0.03164646621621623,0.031755483660130736,0.0414314423076923,0.03706377419354839,0.03957278431372549,0.040325523489932895,0.04071958709677416,0.03650274522292994,0.0002860000000000054,0.028547000000000624
2019-35,-0.004897455172413792,-0.0021809183673469385,-0.004129027027027025,-0.0008520392156862735,-0.0007023589743589744,-0.0045731602564102565,0.0018580915032679734,-0.0021500067114093957,-0.0073338322580645135,-0.007073783439490444,0.0002860000000000054,-0.003428999999999958
2019-36,0.038195765517241395,0.04074908843537415,0.041646695945945944,0.04344339215686278,0.044054602564102575,0.048167064102564106,0.049471294117647065,0.05069916107382551,0.05065882580645161,0.05767927388535026,0.0002860000000000054,0.03918000000000129
