"MarkettypeID","TradingMonth","RiskPremium2","SMB2","HML2"
"P9715","2018-04","-0.035917","-0.003168","0.011659"
"P9714","2018-04","-0.034917","-0.002485","0.014153"
"P9705","2018-05","-0.030917","0.026437","-0.008875"
"P9706","2018-05","0.001083","-0.016407","-0.002856"
"P9707","2018-05","-0.000917","-0.045439","-0.011659"
"P9709","2018-05","-0.001917","-0.017545","0.001365"
"P9710","2018-05","-0.001917","-0.017981","0.001348"
"P9712","2018-05","0.001083","-0.016407","-0.002856"
"P9713","2018-05","0.001083","-0.017089","-0.003271"
"P9715","2018-05","-0.001917","-0.017981","0.001348"
"P9714","2018-05","-0.001917","-0.017545","0.001365"
"P9705","2018-06","-0.085917","-0.005800","-0.012964"
"P9706","2018-06","-0.081917","-0.035198","0.035218"
"P9707","2018-06","-0.051917","-0.014853","0.019350"
"P9709","2018-06","-0.081917","-0.031998","0.028488"
"P9710","2018-06","-0.080917","-0.031322","0.029295"
"P9712","2018-06","-0.081917","-0.035198","0.035218"
"P9713","2018-06","-0.080917","-0.034207","0.035516"
"P9715","2018-06","-0.080917","-0.031322","0.029295"
"P9714","2018-06","-0.081917","-0.031998","0.028488"
"P9705","2018-07","-0.033917","0.000127","-0.009828"
"P9706","2018-07","0.014083","-0.011937","0.023152"
"P9707","2018-07","0.003083","-0.014506","-0.008713"
"P9709","2018-07","0.009083","-0.020790","0.027323"
"P9710","2018-07","0.009083","-0.021080","0.027558"
"P9712","2018-07","0.014083","-0.011937","0.023152"
"P9713","2018-07","0.013083","-0.012377","0.023659"
"P9715","2018-07","0.009083","-0.021080","0.027558"
"P9714","2018-07","0.009083","-0.020790","0.027323"
"P9705","2018-08","-0.085917","-0.009141","-0.027968"
"P9706","2018-08","-0.057917","-0.024739","0.020640"
"P9707","2018-08","-0.043917","0.022534","-0.012482"
"P9709","2018-08","-0.059917","-0.026466","0.017823"
"P9710","2018-08","-0.059917","-0.026391","0.017575"
"P9712","2018-08","-0.057917","-0.024739","0.020640"
"P9713","2018-08","-0.057917","-0.024329","0.019788"
"P9715","2018-08","-0.059917","-0.026391","0.017575"
"P9714","2018-08","-0.059917","-0.026466","0.017823"
"P9705","2018-09","-0.015917","-0.001501","-0.023881"
"P9706","2018-09","0.028083","-0.043943","0.018930"
"P9707","2018-09","-0.009917","0.002664","-0.012376"
"P9709","2018-09","0.024083","-0.043461","0.017953"
"P9710","2018-09","0.023083","-0.042403","0.017212"
"P9712","2018-09","0.028083","-0.043943","0.018930"
"P9713","2018-09","0.027083","-0.042884","0.018435"
"P9715","2018-09","0.023083","-0.042403","0.017212"
"P9714","2018-09","0.024083","-0.043461","0.017953"
"P9705","2018-10","-0.096917","0.030457","0.020845"
"P9706","2018-10","-0.081917","-0.007415","0.054675"
"P9707","2018-10","-0.099917","-0.011385","-0.025653"
"P9709","2018-10","-0.082917","-0.007378","0.054100"
"P9710","2018-10","-0.082917","-0.006723","0.052808"
"P9712","2018-10","-0.081917","-0.007415","0.054675"
"P9713","2018-10","-0.081917","-0.006720","0.053148"
"P9715","2018-10","-0.082917","-0.006723","0.052808"
"P9714","2018-10","-0.082917","-0.007378","0.054100"
"P9705","2018-11","0.048083","-0.004886","-0.004798"
"P9706","2018-11","0.000083","0.062832","-0.054175"
"P9707","2018-11","0.002083","0.013464","-0.039567"
"P9709","2018-11","0.003083","0.057227","-0.049439"
"P9710","2018-11","0.003083","0.056847","-0.049492"
"P9712","2018-11","0.000083","0.062832","-0.054175"
"P9713","2018-11","0.000083","0.062252","-0.053966"
"P9715","2018-11","0.003083","0.056847","-0.049492"
"P9714","2018-11","0.003083","0.057227","-0.049439"
"P9705","2018-12","-0.047917","0.037143","-0.002202"
"P9706","2018-12","-0.042917","0.002476","0.009347"
"P9707","2018-12","-0.031917","0.010526","0.003787"
"P9709","2018-12","-0.043917","0.004619","0.010196"
"P9710","2018-12","-0.043917","0.004621","0.009805"
"P9712","2018-12","-0.042917","0.002476","0.009347"
"P9713","2018-12","-0.042917","0.002787","0.008479"
"P9715","2018-12","-0.043917","0.004621","0.009805"
"P9714","2018-12","-0.043917","0.004619","0.010196"
"P9705","2019-01","-0.030917","-0.027035","0.006120"
"P9706","2019-01","0.035083","-0.072369","0.012264"
"P9707","2019-01","-0.003917","-0.038007","0.018997"
"P9709","2019-01","0.029083","-0.071791","0.013515"
"P9710","2019-01","0.029083","-0.070987","0.013513"
"P9712","2019-01","0.035083","-0.072369","0.012264"
"P9713","2019-01","0.034083","-0.071529","0.012252"
"P9715","2019-01","0.029083","-0.070987","0.013513"
"P9714","2019-01","0.029083","-0.071791","0.013515"
"P9705","2019-02","0.240083","0.000257","-0.033777"
"P9706","2019-02","0.149083","0.071850","-0.082421"
"P9707","2019-02","0.157083","-0.005058","-0.016722"
"P9709","2019-02","0.156083","0.075695","-0.085302"
"P9710","2019-02","0.156083","0.074616","-0.083484"
"P9712","2019-02","0.149083","0.071850","-0.082421"
"P9713","2019-02","0.149083","0.070392","-0.079939"
"P9715","2019-02","0.156083","0.074616","-0.083484"
"P9714","2019-02","0.156083","0.075695","-0.085302"
"P9705","2019-03","0.094083","-0.006783","0.006945"
"P9706","2019-03","0.058083","0.052402","-0.045243"
"P9707","2019-03","0.028083","-0.002605","-0.066609"
"P9709","2019-03","0.061083","0.048856","-0.043192"
"P9710","2019-03","0.061083","0.049498","-0.043237"
"P9712","2019-03","0.058083","0.052402","-0.045243"
"P9713","2019-03","0.058083","0.052822","-0.044782"
"P9715","2019-03","0.061083","0.049498","-0.043237"
"P9714","2019-03","0.061083","0.048856","-0.043192"
"P9705","2019-04","-0.046917","-0.015690","0.021479"
"P9706","2019-04","-0.007917","-0.037683","-0.001295"
"P9707","2019-04","-0.014917","-0.023181","-0.034975"
"P9709","2019-04","-0.010917","-0.038461","0.004895"
"P9710","2019-04","-0.010917","-0.038367","0.004043"
"P9712","2019-04","-0.007917","-0.037683","-0.001295"
"P9713","2019-04","-0.007917","-0.037706","-0.002243"
"P9715","2019-04","-0.010917","-0.038367","0.004043"
"P9714","2019-04","-0.010917","-0.038461","0.004895"
"P9705","2019-05","-0.052917","0.060472","-0.020689"
"P9706","2019-05","-0.060917","0.018505","0.012104"
"P9707","2019-05","-0.075917","-0.006805","0.017810"
"P9709","2019-05","-0.059917","0.024451","0.007693"
"P9710","2019-05","-0.060917","0.023831","0.008023"
"P9712","2019-05","-0.060917","0.018505","0.012104"
"P9713","2019-05","-0.060917","0.017982","0.012113"
"P9715","2019-05","-0.060917","0.023831","0.008023"
"P9714","2019-05","-0.059917","0.024451","0.007693"
"P9705","2019-06","0.014083","0.002968","-0.012178"
"P9706","2019-06","0.034083","-0.042116","0.001883"
"P9707","2019-06","0.024083","-0.017670","-0.049025"
"P9709","2019-06","0.032083","-0.038993","-0.001335"
"P9710","2019-06","0.032083","-0.037558","-0.002800"
"P9712","2019-06","0.034083","-0.042116","0.001883"
"P9713","2019-06","0.034083","-0.040122","0.000171"
"P9715","2019-06","0.032083","-0.037558","-0.002800"
"P9714","2019-06","0.032083","-0.038993","-0.001335"
"P9705","2019-07","0.011083","-0.023999","0.001660"
"P9706","2019-07","-0.002917","-0.023705","0.000474"
"P9707","2019-07","-0.004917","-0.032161","0.039196"
"P9709","2019-07","-0.001917","-0.021716","-0.003217"
"P9710","2019-07","-0.001917","-0.022017","-0.001794"
"P9711","2019-07","-0.000917","",""
"P9712","2019-07","-0.002917","-0.023705","0.000474"
"P9713","2019-07","-0.002917","-0.024115","0.002130"
"P9715","2019-07","-0.001917","-0.022017","-0.001794"
"P9714","2019-07","-0.001917","-0.021716","-0.003217"
"P9705","2019-08","0.027083","-0.026332","-0.000959"
"P9706","2019-08","-0.014917","-0.005900","-0.049264"
"P9707","2019-08","-0.055917","-0.027011","0.012617"
"P9709","2019-08","-0.010917","0.001223","-0.049101"
"P9710","2019-08","-0.011917","0.001328","-0.048580"
"P9711","2019-08","-0.099917","",""
"P9712","2019-08","-0.015917","-0.005900","-0.049264"
"P9713","2019-08","-0.016917","-0.006128","-0.047999"
"P9715","2019-08","-0.012917","0.001328","-0.048580"
"P9714","2019-08","-0.011917","0.001223","-0.049101"
"P9705","2019-09","0.020083","0.009863","0.001280"
"P9706","2019-09","0.005083","0.008545","0.009393"
"P9707","2019-09","0.022083","0.011670","-0.011870"
"P9709","2019-09","0.007083","0.008429","0.002342"
"P9710","2019-09","0.007083","0.008171","0.002022"
"P9711","2019-09","-0.111917","",""
"P9712","2019-09","0.004083","0.008545","0.009393"
"P9713","2019-09","0.004083","0.007826","0.009394"
"P9714","2019-09","0.005083","0.008429","0.002342"
"P9715","2019-09","0.006083","0.008171","0.002022"
"P9705","2019-10","0.012083","-0.004851","-0.039723"
"P9706","2019-10","0.011083","-0.025802","-0.003696"
"P9707","2019-10","-0.048917","0.019978","0.009578"
"P9709","2019-10","0.011083","-0.022187","-0.009613"
"P9710","2019-10","0.010083","-0.020526","-0.009585"
"P9711","2019-10","-0.110917","",""
"P9712","2019-10","0.009083","-0.025802","-0.003696"
"P9713","2019-10","0.008083","-0.024069","-0.003458"
"P9714","2019-10","0.010083","-0.022187","-0.009613"
"P9715","2019-10","0.009083","-0.020526","-0.009585"
"P9705","2019-11","-0.017917","-0.039782","0.030363"
"P9706","2019-11","-0.018917","-0.009743","-0.003273"
"P9707","2019-11","-0.045917","-0.019186","0.088231"
"P9709","2019-11","-0.018917","-0.012401","0.000539"
"P9710","2019-11","-0.018917","-0.012729","0.001731"
"P9711","2019-11","-0.053917","",""
"P9712","2019-11","-0.018917","-0.009743","-0.003273"
"P9713","2019-11","-0.019917","-0.010390","-0.001446"
"P9714","2019-11","-0.018917","-0.012401","0.000539"
"P9715","2019-11","-0.019917","-0.012729","0.001731"
"P9705","2019-12","0.090083","0.013292","-0.013495"
"P9706","2019-12","0.064083","0.009731","-0.004577"
"P9707","2019-12","0.077083","-0.022352","-0.043140"
"P9709","2019-12","0.066083","0.015422","-0.010968"
"P9710","2019-12","0.066083","0.014622","-0.012113"
"P9711","2019-12","0.119083","",""
"P9712","2019-12","0.064083","0.009731","-0.004577"
"P9713","2019-12","0.065083","0.009299","-0.006522"
"P9714","2019-12","0.067083","0.015422","-0.010968"
"P9715","2019-12","0.067083","0.014622","-0.012113"
"P9705","2020-01","0.062083","-0.026772","0.007082"
"P9706","2020-01","-0.017917","0.021601","-0.019406"
"P9707","2020-01","-0.008917","-0.001009","-0.031519"
"P9709","2020-01","-0.009917","0.027578","-0.027507"
"P9710","2020-01","-0.009917","0.027146","-0.027588"
"P9711","2020-01","0.208083","",""
"P9712","2020-01","-0.013917","0.021601","-0.019406"
"P9713","2020-01","-0.013917","0.021166","-0.019628"
"P9714","2020-01","-0.006917","0.027578","-0.027507"
"P9715","2020-01","-0.006917","0.027146","-0.027588"
"P9705","2020-02","0.058083","-0.038128","-0.007857"
"P9706","2020-02","-0.021917","0.014765","-0.024221"
"P9707","2020-02","-0.050917","-0.026724","0.020443"
"P9709","2020-02","-0.013917","0.020857","-0.035510"
"P9710","2020-02","-0.013917","0.020756","-0.034653"
"P9711","2020-02","-0.022917","",""
"P9712","2020-02","-0.021917","0.014765","-0.024221"
"P9713","2020-02","-0.021917","0.014754","-0.023459"
"P9714","2020-02","-0.013917","0.020857","-0.035510"
"P9715","2020-02","-0.013917","0.020756","-0.034653"
"P9705","2020-03","-0.083917","0.029230","0.035759"
"P9706","2020-03","-0.053917","0.025257","-0.002196"
"P9707","2020-03","-0.093917","0.032593","-0.012369"
"P9709","2020-03","-0.057917","0.015074","0.009860"
"P9710","2020-03","-0.057917","0.014923","0.008455"
"P9711","2020-03","-0.155917","",""
"P9712","2020-03","-0.056917","0.025257","-0.002196"
"P9713","2020-03","-0.056917","0.024803","-0.003361"
"P9714","2020-03","-0.059917","0.015074","0.009860"
"P9715","2020-03","-0.059917","0.014923","0.008455"
"P9705","2020-04","0.071083","-0.039780","-0.011975"
"P9706","2020-04","0.042083","-0.028075","-0.023415"
"P9707","2020-04","0.004083","-0.047936","0.032498"
"P9709","2020-04","0.045083","-0.025114","-0.027668"
"P9710","2020-04","0.045083","-0.024710","-0.028026"
"P9711","2020-04","0.113083","",""
"P9712","2020-04","0.044083","-0.028075","-0.023415"
"P9713","2020-04","0.043083","-0.027872","-0.023320"
"P9714","2020-04","0.047083","-0.025114","-0.027668"
"P9715","2020-04","0.046083","-0.024710","-0.028026"
"P9705","2020-05","0.016083","0.018602","0.011138"
"P9706","2020-05","0.000083","0.029891","-0.017382"
"P9707","2020-05","-0.038917","-0.041499","-0.020448"
"P9709","2020-05","0.001083","0.027579","-0.014769"
"P9710","2020-05","0.001083","0.026789","-0.015020"
"P9711","2020-05","0.116083","",""
"P9712","2020-05","0.003083","0.029891","-0.017382"
"P9713","2020-05","0.002083","0.028015","-0.016765"
"P9714","2020-05","0.004083","0.027579","-0.014769"
"P9715","2020-05","0.003083","0.026789","-0.015020"
"P9705","2020-06","0.143083","-0.020753","-0.023018"
"P9706","2020-06","0.062083","0.005584","-0.034919"
"P9707","2020-06","0.053083","0.000246","-0.013269"
"P9709","2020-06","0.071083","0.011537","-0.046172"
"P9710","2020-06","0.071083","0.011637","-0.045706"
"P9711","2020-06","0.137083","",""
"P9712","2020-06","0.065083","0.005584","-0.034919"
"P9713","2020-06","0.064083","0.005218","-0.033893"
"P9714","2020-06","0.073083","0.011537","-0.046172"
"P9715","2020-06","0.073083","0.011637","-0.045706"
"P9705","2020-07","0.138083","0.001380","0.013705"
"P9706","2020-07","0.123083","0.002759","-0.034506"
"P9707","2020-07","0.102083","0.061554","-0.035758"
"P9709","2020-07","0.125083","0.008946","-0.035814"
"P9710","2020-07","0.125083","0.010454","-0.037779"
"P9711","2020-07","0.037083","-0.026792","-0.008376"
"P9712","2020-07","0.119083","0.002759","-0.034506"
"P9713","2020-07","0.118083","0.004691","-0.036747"
"P9714","2020-07","0.121083","0.004323","-0.039500"
"P9715","2020-07","0.121083","0.005142","-0.042086"
"P9705","2020-08","0.007083","0.079479","0.016642"
"P9706","2020-08","0.025083","0.000656","-0.010792"
"P9707","2020-08","0.060083","-0.023324","-0.045351"
"P9709","2020-08","0.023083","0.018353","-0.011142"
"P9710","2020-08","0.023083","0.018425","-0.011990"
"P9711","2020-08","-0.112917","0.073817","0.056972"
"P9712","2020-08","0.018083","0.000656","-0.010792"
"P9713","2020-08","0.018083","0.001098","-0.011446"
"P9714","2020-08","0.016083","0.014834","-0.015044"
"P9715","2020-08","0.017083","0.015042","-0.015729"
"P9705","2020-09","-0.047917","0.028755","0.003344"
"P9706","2020-09","-0.055917","-0.035956","0.012821"
"P9707","2020-09","-0.028917","0.016386","0.045112"
"P9709","2020-09","-0.054917","-0.024434","0.005969"
"P9710","2020-09","-0.054917","-0.023515","0.007080"
"P9711","2020-09","-0.069917","0.009722","-0.012767"
"P9712","2020-09","-0.056917","-0.035956","0.012821"
"P9713","2020-09","-0.056917","-0.034344","0.013497"
"P9714","2020-09","-0.055917","-0.020228","0.011095"
"P9715","2020-09","-0.055917","-0.019415","0.011966"
"P9705","2020-10","0.041083","0.065780","-0.001634"
"P9706","2020-10","0.007083","-0.023556","-0.001609"
"P9707","2020-10","-0.009917","-0.022227","-0.018105"
"P9709","2020-10","0.012083","-0.006335","-0.011937"
"P9710","2020-10","0.011083","-0.006265","-0.015194"
"P9711","2020-10","0.025083","-0.035393","0.003784"
"P9712","2020-10","0.008083","-0.023556","-0.001609"
"P9713","2020-10","0.008083","-0.023606","-0.003901"
"P9714","2020-10","0.012083","-0.007730","-0.013466"
"P9715","2020-10","0.012083","-0.007544","-0.016605"
"P9705","2020-11","-0.013917","-0.025932","-0.002546"
"P9706","2020-11","0.052083","-0.016720","0.035299"
"P9707","2020-11","0.059083","-0.040321","0.007576"
"P9709","2020-11","0.043083","-0.033626","0.044138"
"P9710","2020-11","0.043083","-0.034263","0.044135"
"P9711","2020-11","0.001083","-0.000717","-0.012101"
"P9712","2020-11","0.049083","-0.016720","0.035299"
"P9713","2020-11","0.050083","-0.017750","0.034633"
"P9714","2020-11","0.041083","-0.036365","0.039467"
"P9715","2020-11","0.042083","-0.036745","0.039776"
"P9705","2020-12","0.065083","-0.132275","-0.053555"
"P9706","2020-12","0.015083","-0.040353","-0.060800"
"P9707","2020-12","0.022083","-0.021267","-0.035607"
"P9709","2020-12","0.021083","-0.056530","-0.057197"
"P9710","2020-12","0.021083","-0.055770","-0.056060"
"P9711","2020-12","0.012083","-0.120895","0.102747"
"P9712","2020-12","0.015083","-0.040353","-0.060800"
"P9713","2020-12","0.015083","-0.039486","-0.060598"
"P9714","2020-12","0.021083","-0.053899","-0.051459"
"P9715","2020-12","0.021083","-0.052988","-0.050214"
